No, RawRotation, Rotation, CompRotation, ElecCompRotation, Mech_deg, Mech_Comp_deg
570,6830,6835,5049.5,437.5,330.201,0
571,7331,7336,5550.5,938.5,341.211,0
572,7771,7774,5988.5,1376.5,350.836,0
573,8294,-8089,6516.5,1904.5,2.41729,0
574,9199,-7172,7425.5,507.5,22.3929,0
575,10033,-6342,8255.5,1337.5,40.6324,0
576,10450,-5931,8666.5,1748.5,49.6643,0
577,10473,-5911,8686.5,1768.5,50.1038,0
578,10379,-6006,8591.5,1673.5,48.0161,0
579,10438,-5945,8652.5,1734.5,49.4006,0
580,10681,-5702,8895.5,1977.5,54.7845,0
581,11159,-5224,9373.5,149.5,65.3766,0
582,11978,-4405,10192.5,968.5,83.4404,0
583,12874,-3509,11088.5,1864.5,103.108,0
584,13676,-2707,11890.5,360.5,120.711,0
585,14219,-2164,12433.5,909.5,132.577,0
586,14382,-2001,12596.5,1065.5,136.005,0
587,14067,-2316,12281.5,751.5,128.951,0
588,13834,-2549,12048.5,518.5,124.007,0
589,14015,-2364,12233.5,703.5,128.094,0
590,14246,-2135,12462.5,932.5,133.149,0
591,14386,-1997,12600.5,1070.5,136.181,0
592,14253,-2135,12462.5,932.5,133.017,0
593,13748,-2641,11956.5,426.5,121.809,0
594,13348,-3036,11561.5,31.5,113.261,0
595,13085,-3301,11296.5,2072.5,107.393,0
596,12821,-3562,11035.5,1811.5,101.658,0
597,12831,-3552,11050.5,1826.5,102.053,0
598,13163,-3220,11377.5,2158.5,109.349,0
599,13675,-2708,11895.5,365.5,120.623,0
600,14427,-1956,12641.5,1122.5,137.258,0
601,15193,-1190,13416.5,1886.5,154.047,0
602,15911,-472,14125.5,289.5,169.825,0
603,16272,-111,14485.5,649.5,177.539,0
604,16370,-10,14587.5,751.5,179.802,0
605,16284,-99,14498.5,662.5,177.78,0
606,16249,-134,14463.5,630.5,177.121,0
607,115,115,14716.5,880.5,182.593,0
608,396,399,14997.5,1161.5,188.834,0
609,750,750,15348.5,1520.5,196.657,0
610,1068,1068,15669.5,1833.5,203.536,0
611,1463,1471,16069.5,2233.5,212.48,0
612,2228,2239,453.5,453.5,229.203,0
613,3133,3133,1356.5,1356.5,249.047,0
614,3936,3945,2159.5,2159.5,266.934,0
615,4485,4488,2702.5,396.5,278.669,0
616,4773,4773,2987.5,683.5,284.932,0
617,4756,4756,2967.5,661.5,284.449,0
618,4680,4682,2896.5,590.5,282.932,0
619,4843,4843,3059.5,753.5,286.471,0
620,4926,4926,3140.5,834.5,288.251,0
621,4829,4829,3042.5,736.5,286.097,0
622,4574,4567,2781.5,475.5,280.361,0
623,4217,4210,2424.5,118.5,272.516,0
624,4040,4041,2255.5,2255.5,268.78,0
625,4059,4059,2273.5,2273.5,269.198,0
626,4068,4068,2282.5,2282.5,269.396,0
627,3943,3943,2157.5,2157.5,266.605,0
628,3929,3929,2143.5,2143.5,266.407,0
629,4246,4246,2460.5,154.5,273.439,0
630,4845,4845,3059.5,763.5,286.69,0
631,5542,5542,3756.5,1450.5,301.963,0
632,6182,6182,4396.5,2090.5,316.093,0
633,6587,6588,4802.5,190.5,324.796,0
634,6867,6867,5081.5,469.5,331.015,0
635,7082,7082,5296.5,684.5,335.651,0
636,7282,7287,5501.5,889.5,340.156,0
637,7544,7546,5760.5,1148.5,345.87,0
638,7681,7681,5895.5,1283.5,348.859,0
639,7855,7862,6076.5,1464.5,352.77,0
640,8070,8072,6286.5,1674.5,357.385,0
641,8399,-7976,6621.5,2009.5,4.7247,0
642,9069,-7314,7283.5,375.5,19.4921,0
643,9809,-6574,8031.5,1113.5,35.7099,0
644,10502,-5881,8724.5,1806.5,50.9388,0
645,11165,-5218,9386.5,162.5,65.4865,0
646,11860,-4516,10081.5,857.5,80.8473,0
647,12270,-4113,10486.5,1262.5,89.6594,0
648,12311,-4072,10522.5,1298.5,90.4505,0
649,12174,-4210,10387.5,1163.5,87.4838,0
650,12065,-4319,10278.5,1054.5,85.0885,0
651,11971,-4413,10184.5,960.5,82.9789,0
652,11675,-4708,9889.5,660.5,76.4302,0
653,11145,-5246,9351.5,127.5,64.5855,0
654,10722,-5661,8936.5,2015.5,55.5317,0
655,10333,-6050,8547.5,1622.5,46.8954,0
656,9944,-6439,8158.5,1235.5,38.3909,0
657,9719,-6664,7933.5,1012.5,33.4904,0
658,9471,-6912,7685.5,762.5,27.9966,0
659,8927,-7456,7141.5,215.5,15.9761,0
660,8362,-8021,6576.5,1959.5,3.62593,0
661,7916,7916,6130.5,1512.5,353.825,0
662,7480,7480,5694.5,1077.5,344.266,0
663,7033,7033,5247.5,628.5,334.399,0
664,6642,6642,4856.5,241.5,325.894,0
665,6422,6422,4636.5,22.5,321.082,0
666,6279,6279,4493.5,2187.5,317.983,0
667,6158,6158,4372.5,2065.5,315.302,0
668,6052,6052,4264.5,1958.5,312.951,0
669,6067,6067,4281.5,1975.5,313.346,0
670,6330,6330,4549.5,2243.5,319.214,0
671,6746,6751,4965.5,353.5,328.465,0
672,7300,7300,5521.5,909.5,340.574,0
673,7939,7945,6159.5,1547.5,354.704,0
674,8471,-7906,6691.5,2079.5,6.4168,0
675,8908,-7473,7124.5,206.5,15.8222,0
676,9231,-7149,7448.5,530.5,22.9642,0
677,9371,-7013,7584.5,666.5,25.8869,0
678,9456,-6927,7674.5,756.5,27.8647,0
679,9736,-6647,7954.5,1036.5,34.0178,0
680,10023,-6358,8239.5,1321.5,40.3247,0
681,10464,-5911,8686.5,1768.5,50.3016,0
682,11187,-5184,9413.5,189.5,66.2776,0
683,11958,-4419,10178.5,954.5,83.0228,0
684,12333,-4049,10548.5,1324.5,91.0219,0
685,12544,-3840,10757.5,1533.5,95.6147,0
686,12796,-3584,11013.5,1789.5,101.306,0
687,13173,-3204,11393.5,2169.5,109.723,0
688,13751,-2624,11973.5,443.5,122.534,0
689,14339,-2040,12557.5,1027.5,135.236,0
690,14550,-1832,12765.5,1235.5,139.741,0
691,14484,-1902,12695.5,1165.5,138.203,0
692,14326,-2060,12537.5,1007.5,134.731,0
693,14109,-2274,12319.5,789.5,129.94,0
694,13854,-2529,12068.5,538.5,124.424,0
695,13690,-2693,11902.5,372.5,120.776,0
696,13721,-2662,11939.5,409.5,121.59,0
697,14057,-2326,12276.5,746.5,128.995,0
698,14405,-1978,12622.5,1092.5,136.599,0
699,14704,-1679,12918.5,1391.5,143.169,0
700,14833,-1550,13047.5,1516.5,145.916,0
701,14748,-1635,12962.5,1434.5,144.114,0
702,14458,-1925,12672.5,1134.5,137.522,0
703,14000,-2383,12214.5,679.5,127.523,0
704,13681,-2702,11895.5,362.5,120.557,0
705,13264,-3119,11478.5,2250.5,111.371,0
706,12851,-3532,11065.5,1835.5,102.251,0
707,12772,-3611,10986.5,1765.5,100.713,0
708,12718,-3665,10930.5,1706.5,99.4164,0
709,12488,-3895,10702.5,1479.5,94.428,0
710,12434,-3949,10648.5,1425.5,93.2414,0
711,12724,-3659,10938.5,1720.5,99.7241,0
712,13345,-3038,11559.5,38.5,113.437,0
713,14061,-2322,12275.5,751.5,129.105,0
714,14660,-1723,12874.5,1351.5,142.29,0
715,15056,-1327,13270.5,1747.5,150.993,0
716,15444,-939,13658.5,2133.5,159.475,0
717,15791,-592,14005.5,172.5,167.057,0
718,16122,-261,14336.5,505.5,174.374,0
719,8,8,14606.5,771.5,180.198,0
720,237,237,14835.5,999.5,185.274,0
721,607,607,15205.5,1369.5,193.471,0
722,886,886,15484.5,1648.5,199.514,0
723,1254,1254,15852.5,2024.5,207.733,0
724,1980,1980,194.5,208.5,223.819,0
725,2715,2715,929.5,936.5,239.817,0
726,3069,3069,1283.5,1285.5,247.486,0
727,3215,3215,1429.5,1431.5,250.695,0
728,3288,3288,1502.5,1503.5,252.277,0
729,3529,3529,1743.5,1749.5,257.683,0
730,4069,4069,2291.5,2291.5,269.593,0
731,4729,4734,2948.5,642.5,284.163,0
732,5189,5189,3403.5,1100.5,294.096,0
733,5477,5480,3694.5,1388.5,300.425,0
734,5747,5747,3964.5,1658.5,306.358,0
735,6209,6215,4429.5,2123.5,316.643,0
736,6855,6855,5069.5,465.5,330.817,0
737,7427,7427,5641.5,1035.5,343.343,0
738,7581,7581,5793.5,1181.5,346.551,0
739,7505,7501,5715.5,1103.5,344.793,0
740,7407,7407,5618.5,1006.5,342.705,0
741,7321,7321,5535.5,922.5,340.859,0
742,7085,7085,5297.5,685.5,335.651,0
743,6655,6651,4865.5,253.5,326.026,0
744,6283,6283,4495.5,2189.5,318.027,0
745,6008,6008,4222.5,1915.5,312.006,0
746,5808,5808,4020.5,1714.5,307.589,0
747,5926,5926,4140.5,1839.5,310.336,0
748,6405,6405,4623.5,11.5,320.84,0
749,6966,6969,5183.5,571.5,333.234,0
750,7506,7506,5725.5,1113.5,345.189,0
751,7943,7943,6159.5,1547.5,354.594,0
752,8269,-8109,6488.5,1876.5,1.8679,0
753,8687,-7696,6909.5,2297.5,11.0536,0
754,9231,-7145,7452.5,534.5,23.184,0
755,9623,-6760,7837.5,922.5,31.5126,0
756,9761,-6620,7977.5,1059.5,34.5892,0
757,9920,-6463,8134.5,1220.5,38.0613,0
758,10068,-6313,8284.5,1366.5,41.3356,0
759,10369,-6009,8588.5,1670.5,48.0601,0
760,10887,-5486,9111.5,2200.5,59.5971,0
761,11597,-4786,9819.5,595.5,75.0018,0
762,12249,-4128,10469.5,1245.5,89.4396,0
763,12828,-3555,11050.5,1826.5,102.053,0
764,13344,-3035,11562.5,32.5,113.459,0
765,13581,-2802,11795.5,265.5,118.425,0
766,13774,-2606,11991.5,461.5,122.732,0
767,14040,-2343,12254.5,724.5,128.512,0
768,14286,-2097,12503.5,973.5,133.984,0
769,14584,-1797,12800.5,1270.5,140.554,0
770,14685,-1698,12899.5,1369.5,142.686,0
771,14823,-1555,13042.5,1512.5,145.96,0
772,15005,-1378,13219.5,1690.5,149.74,0
773,15194,-1189,13408.5,1883.5,153.981,0
774,15516,-863,13734.5,2204.5,161.035,0
775,15706,-677,13920.5,83.5,165.101,0
776,15776,-607,13990.5,154.5,166.661,0
777,15636,-747,13850.5,11.5,163.518,0
778,15565,-815,13782.5,2252.5,162.09,0
779,15837,-541,14056.5,220.5,168.221,0
780,16323,-60,14537.5,709.5,178.857,0
781,621,630,15228.5,1392.5,194.042,0
782,1213,1213,15818.5,1982.5,206.81,0
783,1788,1788,2.5,9.5,219.446,0
784,2372,2380,594.5,594.5,232.477,0
785,2706,2706,920.5,921.5,239.487,0
786,2711,2711,925.5,925.5,239.553,0
787,2649,2648,862.5,859.5,238.125,0
788,2622,2622,835.5,835.5,237.597,0
789,2601,2599,813.5,813.5,237.114,0
790,2421,2418,632.5,632.5,233.136,0
791,1917,1910,124.5,124.5,221.973,0
792,1430,1425,16023.5,2187.5,211.249,0
793,1097,1097,15692.5,1856.5,204.041,0
794,811,811,15406.5,1570.5,197.756,0
795,709,709,15309.5,1473.5,195.624,0
796,639,639,15232.5,1396.5,193.932,0
797,230,225,14823.5,987.5,184.944,0
798,16254,-131,14466.5,630.5,177.165,0
799,16217,-166,14431.5,596.5,176.374,0
800,16248,-135,14462.5,626.5,177.033,0
801,16094,-289,14303.5,467.5,173.539,0
802,15852,-531,14068.5,232.5,168.375,0
803,15837,-546,14050.5,214.5,167.979,0
804,15973,-406,14191.5,355.5,171.122,0
805,16204,-179,14418.5,582.5,176.11,0
806,7,7,14605.5,769.5,180.176,0
807,34,34,14632.5,796.5,180.681,0
808,16300,-83,14514.5,678.5,178.176,0
809,16077,-306,14288.5,452.5,173.21,0
810,15903,-480,14117.5,281.5,169.452,0
811,15869,-514,14082.5,246.5,168.683,0
812,15773,-610,13986.5,150.5,166.573,0
813,15549,-834,13763.5,2228.5,161.563,0
814,15448,-935,13662.5,2131.5,159.431,0
815,15734,-649,13952.5,116.5,165.826,0
816,16277,-96,14501.5,665.5,178.154,0
817,632,632,15239.5,1403.5,194.086,0
818,1263,1270,15868.5,2040.5,208.084,0
819,1854,1858,72.5,72.5,220.83,0
820,2382,2382,596.5,601.5,232.455,0
821,2631,2630,844.5,844.5,237.795,0
822,2613,2613,827.5,829.5,237.466,0
823,2615,2615,828.5,828.5,237.444,0
824,2609,2609,826.5,826.5,237.4,0
825,2587,2588,802.5,802.5,236.85,0
826,2394,2394,604.5,604.5,232.521,0
827,1892,1884,98.5,98.5,221.204,0
828,1410,1410,16008.5,2168.5,210.897,0
829,1068,1068,15666.5,1829.5,203.448,0
830,763,763,15361.5,1521.5,196.679,0
831,633,633,15231.5,1395.5,193.91,0
832,495,495,15093.5,1253.5,190.79,0
833,16341,-42,14555.5,711.5,178.901,0
834,15879,-504,14093.5,254.5,168.859,0
835,15628,-755,13842.5,4.5,163.365,0
836,15392,-991,13606.5,2074.5,158.178,0
837,15388,-995,13605.5,2075.5,158.2,0
838,15741,-642,13961.5,125.5,166.024,0
839,16220,-163,14438.5,602.5,176.506,0
840,347,347,14954.5,1118.5,187.823,0
841,930,930,15534.5,1698.5,200.569,0
842,1391,1391,15994.5,2158.5,210.678,0
843,1798,1798,15.5,15.5,219.578,0
844,2204,2204,423.5,423.5,228.544,0
845,2423,2423,636.5,636.5,233.224,0
846,2465,2465,682.5,682.5,234.235,0
847,2631,2631,845.5,845.5,237.817,0
848,2740,2742,956.5,956.5,240.256,0
849,2875,2877,1091.5,1091.5,243.333,0
850,2946,2946,1160.5,1160.5,244.739,0
851,2754,2754,968.5,968.5,240.52,0
852,2471,2471,682.5,682.5,234.235,0
853,2304,2301,515.5,515.5,230.565,0
854,2123,2121,335.5,335.5,226.61,0
855,1734,1726,16324.5,182.5,217.929,0
856,1401,1401,15999.5,2161.5,210.743,0
857,1587,1587,16190.5,48.5,214.985,0
858,2153,2163,377.5,377.5,227.533,0
859,2868,2875,1089.5,1089.5,243.179,0
860,3531,3538,1752.5,1752.5,257.749,0
861,4135,4142,2356.5,50.5,271.022,0
862,4755,4762,2976.5,670.5,284.647,0
863,5128,5128,3345.5,1039.5,292.755,0
864,5066,5066,3275.5,969.5,291.217,0
865,4816,4816,3028.5,722.5,285.789,0
866,4605,4605,2816.5,510.5,281.131,0
867,4257,4250,2464.5,158.5,273.241,0
868,3971,3971,2185.5,2184.5,267.242,0
869,4090,4090,2304.5,3.5,269.989,0
870,4514,4514,2728.5,432.5,279.416,0
871,5162,5162,3376.5,1077.5,293.591,0
872,5697,5697,3911.5,1612.5,305.347,0
873,6362,6362,4576.5,2278.5,319.983,0
874,7102,7102,5316.5,712.5,336.245,0
875,7715,7715,5929.5,1322.5,349.65,0
876,7854,7854,6068.5,1454.5,352.55,0
877,7633,7633,5843.5,1231.5,347.65,0
878,7368,7367,5581.5,969.5,341.804,0
879,7087,7083,5297.5,685.5,335.563,0
880,6818,6817,5031.5,419.5,329.762,0
881,6570,6568,4782.5,170.5,324.202,0
882,6429,6429,4643.5,31.5,321.367,0
883,6406,6406,4620.5,6.5,320.73,0
884,6278,6278,4492.5,2183.5,317.895,0
885,6054,6054,4268.5,1962.5,312.951,0
886,6021,6021,4235.5,1929.5,312.314,0
887,6349,6349,4563.5,2261.5,319.609,0
888,6935,6935,5161.5,549.5,332.663,0
889,7736,7736,5958.5,1346.5,350.177,0
890,8407,-7976,6628.5,2016.5,4.87853,0
891,8977,-7406,7197.5,279.5,17.3825,0
892,9355,-7028,7569.5,656.5,25.6672,0
893,9496,-6887,7710.5,790.5,28.6119,0
894,9520,-6863,7734.5,818.5,29.2272,0
895,9694,-6689,7908.5,990.5,33.007,0
896,9878,-6505,8092.5,1174.5,37.0504,0
897,10215,-6162,8435.5,1517.5,44.6759,0
898,10670,-5713,8884.5,1971.5,54.5648,0
899,11288,-5095,9502.5,287.5,68.2334,0
900,12164,-4219,10378.5,1154.5,87.5278,0
901,13046,-3337,11260.5,2045.5,106.866,0
902,13835,-2548,12049.5,529.5,124.227,0
903,14442,-1941,12656.5,1131.5,137.456,0
904,14631,-1752,12844.5,1314.5,141.477,0
905,14275,-2108,12480.5,950.5,133.478,0
906,13888,-2496,12101.5,571.5,125.15,0
907,13930,-2453,12144.5,614.5,126.094,0
908,14099,-2284,12313.5,783.5,129.83,0
909,14143,-2240,12357.5,825.5,130.731,0
910,13998,-2385,12212.5,683.5,127.611,0
911,13786,-2597,12000.5,466.5,122.842,0
912,13758,-2625,11972.5,447.5,122.425,0
913,14065,-2318,12279.5,752.5,129.127,0
914,14383,-2000,12597.5,1071.5,136.137,0
915,14647,-1736,12861.5,1335.5,141.939,0
916,14671,-1712,12883.5,1353.5,142.334,0
917,14213,-2170,12421.5,891.5,132.182,0
918,13785,-2598,11999.5,469.5,122.908,0
919,13766,-2617,11980.5,450.5,122.491,0
920,13836,-2547,12050.5,520.5,124.029,0
921,13782,-2601,11992.5,462.5,122.754,0
922,13708,-2675,11926.5,396.5,121.304,0
923,13793,-2589,12008.5,478.5,123.106,0
924,14049,-2328,12269.5,739.5,128.841,0
925,14566,-1811,12786.5,1256.5,140.203,0
926,14931,-1448,13149.5,1619.5,148.18,0
927,15467,-906,13691.5,2161.5,160.31,0
928,16325,-47,14550.5,714.5,179.231,0
929,733,740,15338.5,1502.5,196.482,0
930,1115,1115,15713.5,1876.5,204.481,0
931,1197,1197,15795.5,1959.5,206.304,0
932,1286,1286,15884.5,2050.5,208.304,0
933,1469,1469,16067.5,2236.5,212.392,0
934,1935,1935,149.5,158.5,222.72,0
935,2448,2448,662.5,665.5,233.862,0
936,2731,2731,946.5,946.5,240.037,0
937,2987,2989,1203.5,1203.5,245.75,0
938,3252,3252,1467.5,1467.5,251.486,0
939,3663,3668,1882.5,1882.5,260.606,0
940,4371,4381,2595.5,289.5,276.538,0
941,5108,5113,3327.5,1021.5,292.492,0
942,5382,5380,3594.5,1288.5,298.227,0
943,5393,5393,3607.5,1301.5,298.513,0
944,5379,5378,3592.5,1286.5,298.205,0
945,5560,5567,3781.5,1475.5,302.337,0
946,5992,5999,4213.5,1907.5,311.962,0
947,6619,6619,4833.5,221.5,325.675,0
948,7446,7446,5660.5,1048.5,343.848,0
949,8288,-8095,6502.5,1901.5,2.35136,0
950,9070,-7313,7284.5,366.5,19.5141,0
951,9549,-6834,7763.5,845.5,29.9304,0
952,9671,-6715,7882.5,964.5,32.4796,0
953,9394,-6994,7603.5,685.5,26.1507,0
954,9122,-7264,7333.5,415.5,20.3711,0
955,9043,-7341,7256.5,338.5,18.679,0
956,8904,-7481,7116.5,198.5,15.5805,0
957,8621,-7769,6828.5,2216.5,9.11977,0
958,8447,-7936,6661.5,2048.5,5.58174,0
959,8781,-7602,7001.5,83.5,13.0753,0
960,9405,-6978,7631.5,713.5,26.9198,0
961,10188,-6187,8410.5,1492.5,44.0386,0
962,10862,-5514,9083.5,2165.5,58.828,0
963,11361,-5022,9580.5,356.5,69.7497,0
964,11696,-4687,9915.5,691.5,77.1115,0
965,11759,-4624,9973.5,749.5,78.386,0
966,11676,-4705,9892.5,668.5,76.65,0
967,11792,-4588,10009.5,785.5,79.1991,0
968,11777,-4607,9990.5,766.5,78.7376,0
969,11523,-4864,9733.5,509.5,73.046,0
970,11223,-5161,9436.5,212.5,66.5853,0
971,11262,-5120,9477.5,253.5,67.4863,0
972,11577,-4799,9798.5,574.5,74.5403,0
973,12085,-4294,10303.5,1079.5,85.7258,0
974,12486,-3890,10707.5,1483.5,94.6698,0
975,13117,-3258,11339.5,2115.5,108.536,0
976,14035,-2348,12249.5,735.5,128.754,0
977,14881,-1502,13095.5,1574.5,147.191,0
978,15386,-997,13600.5,2074.5,158.178,0
979,15707,-676,13921.5,87.5,165.189,0
980,15901,-482,14115.5,279.5,169.474,0
981,15764,-619,13974.5,138.5,166.309,0
982,15602,-782,13815.5,2285.5,162.815,0
983,15802,-579,14018.5,182.5,167.364,0
984,16218,-155,14442.5,606.5,176.726,0
985,457,457,15055.5,1225.5,190.175,0
986,1004,1004,15602.5,1773.5,202.217,0
987,1618,1618,16216.5,80.5,215.688,0
988,2415,2415,639.5,639.5,233.29,0
989,3047,3047,1267.5,1267.5,247.091,0
990,3326,3326,1541.5,1541.5,253.112,0
991,3307,3307,1519.5,1519.5,252.628,0
992,3281,3281,1495.5,1495.5,252.101,0
993,3472,3472,1686.5,1691.5,256.408,0
994,3965,3965,2186.5,2186.5,267.286,0
995,4614,4614,2835.5,529.5,281.548,0
996,5188,5188,3407.5,1101.5,294.118,0
997,5634,5640,3854.5,1548.5,303.941,0
998,6084,6084,4304.5,1998.5,313.83,0
999,6409,6409,4626.5,14.5,320.906,0
