time, angle [deg], U Currrent [A], V Current [A], W Current [A]
5.945,24011.7,-0.0639009,-0.224322,0.0742835
5.95,24035.9,-0.0877258,0.752499,-0.950187
5.957,24064.9,-0.0639009,0.522191,-0.0797842
5.962,24088,-0.0829608,0.997101,-0.891419
5.968,24111.2,-0.0639009,-0.189379,0.0409286
5.973,24137.1,0.509485,-0.0781959,-0.627757
5.981,24172.5,-0.767529,0.700084,-0.0813725
5.986,24198.2,0.860505,-0.697643,-0.0797842
5.992,24226.4,-0.383154,0.577783,-0.0813725
5.999,24259.5,-0.0670776,-0.0750192,-0.0654892
6.006,24291.6,-0.0940791,0.870035,-0.356153
6.012,24320.3,-0.603932,0.928803,-0.502279
6.02,24357.5,0.152111,-0.0797842,-0.310091
6.026,24387.3,0.450717,-0.0766075,-0.683348
6.032,24411,0.136228,-0.0750192,-0.29262
6.037,24431.9,-0.20685,0.985983,-0.119492
6.043,24453.8,0.649258,-0.462571,-0.0797842
6.049,24477.8,-0.721468,0.566665,-0.0813725
6.054,24502.1,0.5619,-0.0781959,-0.0829608
6.06,24526.4,-0.649993,0.765205,-0.0797842
6.067,24556.3,-0.259265,0.102873,-0.0829608
6.072,24578.1,-0.0670776,0.746145,-0.0813725
6.079,24608.2,0.763617,-0.730998,-0.0781959
6.084,24630,-0.100432,0.709614,-0.0813725
6.09,24652.4,0.480895,-0.481631,-0.0829608
6.095,24675.6,-0.0654892,-0.154436,0.0139271
6.101,24702.6,-0.0877258,1.07334,-0.0813725
6.106,24726.5,-0.0623126,-0.0909025,-0.0575476
6.114,24759.2,0.7795,-0.680171,-0.0829608
6.12,24781.2,-0.0670776,-0.170319,0.0488702
6.127,24809.5,-0.0686659,0.148935,-0.0797842
6.133,24829.2,0.0933434,-0.0766075,-0.227499
6.139,24854.2,0.733439,-0.0750192,-0.151259
6.145,24876.7,0.139405,-0.0114862,-0.138552
6.15,24898.7,0.42848,-0.0734309,-0.113139
6.156,24924.1,0.139405,-0.0750192,-0.294208
6.163,24950.3,0.739792,-0.0766075,-0.608697
6.168,24973.3,0.101285,-0.0797842,-0.270383
6.174,24996.3,-0.775471,-0.0781959,-0.227499
6.179,25020.1,0.536486,-0.284678,-0.0781959
6.185,25044.1,-0.762764,0.701672,-0.651582
6.192,25078,0.150523,-0.0750192,-0.31168
6.197,25103.2,-0.654758,1.05428,-0.0797842
6.203,25126.7,0.90339,-0.772294,-0.0845492
6.208,25149.7,-0.686525,0.585725,-0.0861375
6.217,25185.6,0.161641,-0.105197,-0.0146628
6.225,25221.2,1.00981,-0.0781959,-0.0893141
6.231,25246.5,-0.530869,0.546016,-0.0813725
6.236,25271.1,-0.0845492,-0.406979,-0.0797842
6.242,25295.4,-0.0670776,-0.170319,-0.0813725
6.248,25321.9,-0.0639009,-0.125846,-0.0813725
6.254,25351.1,-0.597579,0.777912,-0.0781959
6.261,25379.6,0.649258,-0.723056,-0.0813725
6.266,25405.1,-0.740528,0.395125,-0.740528
6.276,25457.7,-0.314856,0.534898,-0.0797842
6.282,25484,0.708026,-0.675407,-0.0893141
6.289,25518.9,0.439598,-0.0781959,-0.659523
6.296,25548.4,-0.0686659,-0.113139,-0.0321344
6.302,25572.9,-0.0686659,0.776324,-0.189379
6.307,25596.9,-0.0654892,-0.0273694,-0.127434
6.313,25622.5,0.382419,-0.0781959,-0.341858
6.318,25648,-0.0670776,0.0345753,-0.189379
6.324,25675.9,-0.0654892,1.02569,-0.730998
6.333,25711.6,-0.708761,0.534898,-0.0781959
6.34,25741.4,0.0996967,-0.0781959,-0.271972
6.346,25766,-0.160789,-0.0829608,0.0520469
6.352,25794.1,0.924038,-0.1592,-0.0829608
6.358,25818.3,-0.72941,0.89386,-0.667465
6.364,25845.4,0.54284,-0.781824,-0.0781959
6.37,25868.7,-0.713526,0.838268,-0.0829608
6.375,25891.4,0.625433,-0.524516,-0.295797
6.382,25921.2,-0.730998,0.895448,-0.0845492
6.388,25945.1,0.539663,-0.745293,-0.0813725
6.394,25970.9,-0.703996,0.838268,-0.0797842
6.402,26008.3,-0.0670776,0.0266337,-0.165554
6.409,26036.6,-0.0845492,1.06222,-0.214792
6.417,26071.1,-0.65317,0.555546,-0.0797842
6.424,26099.4,-0.0639009,1.12417,-1.02007
6.43,26119,-0.627757,0.43801,-0.0781959
6.436,26138.1,-0.0702542,0.628609,-0.851711
6.442,26161.4,0.117168,-0.0766075,-0.265618
6.448,26182.5,0.804914,-0.0797842,-0.357741
6.453,26202.1,0.611138,-0.0909025,-0.0781959
6.46,26224.6,-0.0623126,-0.214792,0.0647535
6.465,26242.9,-0.0702542,0.245823,-0.1592
6.472,26263.5,0.109227,-0.0750192,-0.260853
6.478,26283.6,-0.0686659,-0.0781959,-0.564224
6.483,26300.4,0.615903,-0.753234,-0.0813725
6.489,26317.5,-0.0639009,-0.0321344,-0.117904
6.494,26335.7,0.569841,-0.0781959,-0.694466
6.5,26354.7,0.601608,-0.0893141,-0.0813725
6.505,26374.4,-0.0686659,-0.116316,-0.035311
6.51,26393.3,-0.0654892,0.873212,-0.556282
6.518,26420.9,-0.0639009,-0.049606,-0.103609
6.525,26447.6,-0.0750192,0.661964,-0.413333
6.53,26468.3,0.14417,-0.0766075,-0.19732
6.536,26488.7,0.722321,-0.0750192,-0.0813725
6.541,26510.4,0.749322,-0.55787,-0.0829608
6.547,26530.8,-0.0686659,-0.184614,0.032987
6.552,26552.2,-0.0686659,1.07652,-0.896184
6.559,26577.9,-0.0670776,-0.0654892,-0.0750192
6.564,26598.1,0.698496,-0.0750192,-0.702408
6.57,26619.4,0.128287,-0.0766075,-0.29262
6.577,26646.2,-0.878712,0.79856,-0.0797842
6.583,26672.1,0.129875,-0.0750192,-0.0924908
6.59,26699.7,0.758852,-0.0797842,-0.659523
6.596,26723.4,0.104462,-0.0797842,-0.260853
6.602,26743.1,-0.705585,0.762029,-0.0829608
6.609,26772.6,0.0806368,-0.0797842,-0.286267
6.615,26795.9,0.758852,-0.0781959,-0.765941
6.621,26816.9,0.577783,-0.383154,-0.0750192
6.626,26838.1,-0.133787,0.655611,-0.0813725
6.632,26861,-0.0750192,-0.532457,-0.0781959
6.64,26894.2,-0.195732,0.44754,-0.0829608
6.646,26919,0.560311,-0.0861375,-0.0781959
6.651,26942.9,-0.0639009,-0.248147,-0.0781959
6.658,26967.1,-0.0686659,0.908155,-0.564224
6.664,26992.1,-0.0670776,-0.200497,0.0456936
6.669,27013.8,0.762029,-0.0766075,-0.866006
6.675,27037.3,0.156876,-0.0766075,-0.121081
6.68,27060.7,0.436422,-0.0781959,-0.103609
6.686,27085.4,0.1537,-0.0781959,-0.308503
6.691,27108.9,0.439598,-0.0813725,-0.638875
6.696,27132.5,0.0838134,-0.0781959,-0.24497
6.704,27164.6,-0.0654892,0.565076,-0.607108
6.709,27187,0.155288,-0.0781959,-0.306915
6.715,27210.1,0.415774,-0.0781959,-0.492749
6.721,27236.2,0.763617,-0.0766075,-0.278325
6.726,27259.7,-0.789766,0.774735,-0.0829608
6.731,27283.5,0.758852,-0.559459,-0.0766075
6.737,27306.3,-0.5674,0.679436,-0.0845492
6.742,27329.5,0.641316,-0.67223,-0.0750192
6.748,27352.5,-0.0623126,-0.21638,0.0679302
6.753,27375.8,-0.0877258,0.938333,-0.113139
6.758,27400.5,-0.0654892,-0.106786,-0.0321344
6.764,27425.3,-0.0940791,0.80809,-0.132199
6.769,27450.8,-0.0623126,-0.035311,-0.114727
6.775,27475.9,-0.0734309,0.76997,-0.767529
6.78,27501.7,-0.0686659,-0.035311,-0.109962
6.785,27527.1,-0.0893141,0.830327,-0.69129
6.791,27552.6,-0.0702542,-0.0718426,-0.0718426
6.796,27580,-0.0956674,1.08605,-0.851711
6.802,27607.6,-0.0670776,-0.138552,-0.00354452
6.807,27635.5,-0.0623126,0.814443,-0.961305
6.812,27661.6,-0.0639009,-0.200497,0.0584002
6.818,27687.7,-0.0829608,1.0114,-0.972424
6.823,27713.6,-0.0654892,-0.26403,0.120345
6.829,27740,-0.0639009,-0.61505,-0.0766075
6.834,27767.8,-0.649993,0.487248,-0.0781959
6.839,27796.2,0.482483,-0.0829608,-0.0813725
6.845,27823.9,-0.173495,-0.0781959,-0.73894
6.85,27851.6,0.101285,-0.0750192,-0.276737
6.856,27878.6,0.614314,-0.0797842,-0.167142
6.861,27906.4,0.209291,-0.0750192,-0.360918
6.866,27935.2,-0.0702542,0.825562,-0.781824
6.872,27965.3,-0.0623126,-0.049606,-0.0877258
6.877,27994.5,-0.0686659,0.838268,-0.122669
6.883,28022,-0.0654892,-0.213204,0.0695185
6.888,28049.1,-0.0813725,1.20517,-0.0829608
6.893,28075.9,-0.62458,0.539663,-0.0829608
6.899,28104.1,0.647669,-0.680171,-0.0861375
6.904,28132.8,-0.762764,0.841445,-0.0845492
6.909,28162,0.160053,-0.0781959,-0.329151
6.915,28191.6,0.40942,-0.0781959,-0.113139
6.92,28220.1,-0.0623126,0.023457,-0.162377
6.926,28248.1,-0.0813725,0.86527,-0.900949
6.931,28277.1,-0.0623126,0.403067,-0.0813725
6.937,28307.3,-0.0702542,0.982806,-0.0781959
6.942,28337.9,-0.0797842,0.849387,-0.0829608
6.947,28368.4,0.16323,-0.0797842,-0.337093
6.953,28396.9,0.336357,-0.0734309,-0.0829608
6.958,28425.2,0.221998,-0.0766075,-0.362506
6.964,28454,-0.100432,1.00504,-0.877124
6.969,28483.3,-0.0639009,-0.229087,0.0869901
6.974,28513.5,0.728674,-0.0813725,-0.0781959
6.98,28543.5,-0.0781959,0.484072,-0.0781959
6.985,28572.6,0.152111,-0.0781959,-0.33074
6.99,28601.7,0.38083,-0.0781959,-0.140141
6.996,28631.4,-0.0670776,-0.0241928,-0.113139
7.001,28662.4,-0.0877258,0.974864,-0.0956674
7.007,28693.5,-0.198909,0.50472,-0.0829608
7.012,28724.3,0.655611,-0.621403,-0.0845492
7.017,28753.3,0.623844,-0.0781959,-0.0861375
7.023,28781.5,0.221998,-0.0766075,-0.379978
7.028,28810.5,0.41895,-0.0766075,-0.470512
7.033,28840.8,-0.0623126,-0.135376,-0.000367872
7.039,28870.7,0.698496,-0.343446,-0.0813725
7.044,28901.1,-0.683348,0.679436,-0.0813725
7.05,28931.2,0.102873,-0.0766075,-0.28309
7.055,28960.7,0.685789,-0.0766075,-0.635698
7.06,28990.8,-0.0654892,-0.000367872,-0.135376
7.066,29021.9,-0.0940791,1.03204,-0.983542
7.071,29054.1,-0.522927,0.450717,-0.0813725
7.076,29085.3,0.814443,-0.0718426,-0.0909025
7.082,29114.6,0.391949,-0.0766075,-0.0861375
7.087,29143.7,0.234704,-0.0766075,-0.37839
7.093,29173.7,-0.0670776,0.717556,-0.813591
7.098,29203.7,-0.0654892,-0.243382,0.10605
7.103,29234.5,0.449128,-0.507044,-0.0813725
7.109,29264.7,0.78903,-0.0781959,-0.686525
7.114,29294.9,0.204526,-0.0781959,-0.364095
7.119,29323.8,-0.0813725,0.674671,-0.113139
7.125,29354,-0.0639009,-0.133787,-0.00672118
7.13,29385.7,-0.0670776,1.17499,-1.01531
7.136,29417.2,-0.629345,0.461835,-0.0813725
7.141,29448.3,0.16323,-0.0781959,-0.335505
7.146,29477.2,0.391949,-0.0718426,-0.0845492
7.152,29506.5,-0.0623126,-0.049606,-0.0893141
7.157,29536.3,-0.100432,1.12099,-0.345035
7.162,29566.5,-0.116316,0.355417,-0.0829608
7.168,29597.6,0.468188,-0.646817,-0.0781959
7.173,29628.9,0.673082,-0.0750192,-0.32121
7.179,29659.3,-0.0702542,0.0584002,-0.200497
7.184,29689.2,-0.0956674,0.935156,-0.125846
7.189,29719.2,-0.0464293,0.372889,-0.0781959
7.195,29751.6,0.550781,-0.703996,-0.0877258
7.2,29783.5,0.507897,-0.0813725,-0.640463
7.205,29813.9,0.242646,-0.0766075,-0.384743
7.211,29843.1,-0.111551,0.833503,-0.0893141
7.216,29872.4,-0.0670776,-0.268795,0.123522
7.222,29902.5,0.557135,-0.416509,-0.0781959
7.227,29932.7,-0.0877258,0.925626,-0.0781959
7.232,29963.9,0.209291,-0.0750192,-0.367271
7.238,29994.4,-0.0670776,0.792207,-0.591225
7.243,30024.5,-0.0623126,-0.125846,-0.0130745
7.248,30053.8,0.404655,-0.105197,-0.0829608
7.254,30084.3,-0.670642,0.636551,-0.0829608
7.259,30116.7,0.20135,-0.0750192,-0.354565
7.265,30147.9,0.509485,-0.0781959,-0.554694
7.27,30178.4,-0.0654892,-0.0940791,-0.044841
7.275,30207.4,-0.0940791,0.89386,-0.213204
7.281,30236.4,-0.352976,0.612726,-0.0829608
7.286,30266.7,0.582548,-0.781824,-0.0797842
7.292,30297.6,0.445952,-0.0750192,-0.648405
7.297,30329.1,-0.0686659,0.0266337,-0.170319
7.302,30359.3,-0.0956674,1.04316,-0.0829608
7.308,30389.4,-0.58646,0.477718,-0.0797842
7.313,30419.1,0.671494,-0.627757,-0.0956674
7.319,30450.3,0.638139,-0.0766075,-0.5674
7.324,30482.7,0.236293,-0.0813725,-0.386331
7.33,30514.2,-0.114727,0.731851,-0.894596
7.335,30543.8,-0.0686659,-0.291032,-0.0797842
7.34,30572.7,0.655611,-0.0893141,-0.0861375
7.346,30602,-0.0750192,0.636551,-0.0813725
7.351,30632.1,0.221998,-0.0781959,-0.381566
7.356,30663.1,-0.102021,0.619079,-0.816768
7.362,30694.3,-0.0654892,-0.165554,0.018692
7.367,30724.8,0.326827,-0.570577,-0.0718426
7.373,30754.7,-0.592814,0.55237,-0.162377
7.378,30785,0.221998,-0.0781959,-0.379978
7.383,30816.3,-0.0893141,0.962158,-0.789766
7.389,30849,-0.0702542,-0.19732,0.0536352
7.394,30880.6,0.472953,-0.661112,-0.0813725
7.4,30910.4,-0.745293,0.650846,-0.0797842
7.405,30939.8,0.207703,-0.0797842,-0.375213
7.41,30969.5,0.611138,-0.0766075,-0.626168
7.416,31000.4,-0.0654892,-0.122669,-0.0146628
7.421,31030.9,0.41895,-0.60552,-0.0781959
7.426,31061.9,-0.100432,0.593666,-0.0813725
7.432,31092.4,0.136228,-0.0781959,-0.319621
7.437,31122.2,0.401479,-0.0797842,-0.451453
7.443,31152.6,-0.0670776,-0.0702542,-0.0718426
7.448,31184,-0.0702542,1.08764,-0.856476
7.453,31216.4,-0.0432527,0.391949,-0.0813725
7.459,31247.2,0.679436,-0.0766075,-0.319621
7.464,31276.7,0.458658,-0.0781959,-0.578519
7.469,31306.2,0.217233,-0.040076,-0.100432
7.475,31336.3,-0.103609,1.17499,-0.920009
7.48,31366.8,-0.584872,0.534898,-0.0829608
7.486,31398.2,0.647669,-0.297385,-0.0813725
7.491,31428.8,0.75091,-0.0781959,-0.241793
7.496,31459.5,-0.0639009,0.0488702,-0.190967
7.502,31489.6,-0.0670776,0.82715,-0.954952
7.507,31519.9,-0.608697,0.323651,-0.0781959
7.512,31552.5,0.885918,-0.237028,-0.0877258
7.518,31584.8,0.445952,-0.0829608,-0.480042
7.523,31616.1,0.234704,-0.0019562,-0.138552
7.529,31645.6,-0.114727,1.04952,-0.74847
7.534,31674.6,-0.0670776,0.449128,-0.0750192
7.539,31705.2,0.754087,-0.0829608,-0.0877258
7.545,31736.3,0.642904,-0.0797842,-0.211615
7.55,31768.3,-0.0670776,0.0536352,-0.195732
7.556,31799,-0.114727,1.06063,-0.840592
7.561,31829.1,-0.570577,0.490425,-0.0813725
7.566,31859.3,0.44754,-0.141729,-0.0877258
7.572,31890.5,0.541251,-0.0781959,-0.573754
7.577,31923.4,0.236293,-0.0781959,-0.37839
7.582,31955.2,-0.0750192,1.12576,-0.980365
7.588,31985.4,-0.32121,0.587313,-0.0781959
7.593,32014.8,0.816032,-0.756411,-0.0956674
7.599,32044.4,0.700084,-0.0813725,-0.59599
7.604,32075.3,0.233116,-0.0750192,-0.379978
7.609,32105.8,-0.0861375,0.690554,-0.61505
7.615,32136.9,-0.583284,0.546016,-0.0781959
7.62,32167.4,0.708026,-0.138552,-0.0845492
7.626,32197.2,0.603196,-0.0766075,-0.62458
7.631,32227.1,0.239469,-0.0797842,-0.395861
7.636,32258.8,-0.0924908,0.717556,-0.0956674
7.642,32291.3,-0.0639009,-0.260853,0.121933
7.647,32322.3,0.526956,-0.514986,-0.0813725
7.652,32351.9,-0.513397,0.417362,-0.573754
7.658,32381.1,0.226763,-0.0781959,-0.376801
7.663,32410.2,0.393537,-0.0781959,-0.430804
7.668,32440.8,-0.0639009,-0.135376,-0.00672118
7.674,32471.1,0.333181,-0.608697,-0.0813725
7.679,32501.9,-0.667465,0.44754,-0.0813725
7.685,32531.8,0.121933,-0.0781959,-0.298973
7.69,32561.4,0.376065,-0.0766075,-0.629345
7.695,32591.3,-0.0654892,-0.0289577,-0.106786
7.701,32622.9,-0.0734309,0.984394,-0.472101
7.706,32655.3,-0.64364,0.51425,-0.0797842
7.711,32686.7,0.587313,-0.718291,-0.286267
7.717,32715.7,0.388772,-0.0750192,-0.551517
7.722,32745.6,0.225174,-0.0781959,-0.365683
7.728,32775.4,-0.0829608,1.09875,-0.630933
7.733,32805.8,-0.646817,0.55237,-0.0766075
7.738,32837,0.593666,-0.540399,-0.0829608
7.744,32868.2,0.512661,-0.0813725,-0.640463
7.749,32899.2,-0.0639009,0.0663418,-0.208439
7.755,32928.5,-0.0829608,0.80809,-0.0893141
7.76,32959.6,-0.589637,0.360182,-0.0797842
7.765,32992.5,0.474542,-0.743705,-0.0877258
7.771,33024.2,0.519015,-0.0797842,-0.106786
7.776,33055.3,0.234704,0.0202804,-0.154436
7.782,33085.1,-0.0654892,0.781089,-0.931127
7.787,33114.5,-0.0670776,0.384007,-0.0781959
7.793,33145.4,0.519015,-0.0956674,-0.0829608
7.798,33176.4,0.444363,-0.0750192,-0.573754
7.803,33207.3,0.234704,-0.0750192,-0.227499
7.809,33237.9,-0.0893141,0.698496,-0.894596
7.814,33268,-0.0273694,0.395125,-0.0829608
7.819,33297.6,0.774735,-0.221145,-0.0877258
7.825,33329.1,0.5619,-0.0797842,-0.251323
7.83,33361.8,0.241058,-0.0781959,-0.383154
7.836,33394.1,-0.119492,0.897036,-0.864417
7.841,33424.3,-0.646817,0.622256,-0.0813725
7.847,33453.5,0.704849,-0.0877258,-0.0845492
7.852,33482.9,-0.827886,0.414185,-0.0845492
7.857,33513.5,0.228351,-0.0781959,-0.379978
7.863,33544.3,-0.0877258,0.833503,-0.487984
7.868,33575.2,-0.0670776,-0.198909,-0.0797842
7.874,33605.6,0.345887,-0.602344,-0.0797842
7.879,33635.7,0.603196,-0.0893141,-0.702408
7.884,33665.7,0.218821,-0.0797842,-0.376801
7.89,33696.4,-0.0893141,0.655611,-0.0956674
7.895,33728.7,-0.0670776,-0.195732,0.0568119
7.901,33760.2,0.622256,-0.0893141,-0.0797842
7.906,33789.8,-0.716703,0.816032,-0.0813725
7.911,33818.9,0.187055,-0.0766075,-0.357741
7.917,33847.8,0.641316,-0.0766075,-0.454629
7.922,33878.5,-0.0670776,-0.0686659,-0.0734309
7.927,33909.3,-0.0654892,1.17976,-0.119492
7.933,33940.1,-0.0686659,0.512661,-0.0813725
7.938,33970.8,0.0854017,-0.0781959,-0.267207
7.944,34000.4,0.40942,-0.0718426,-0.613462
7.949,34030.2,-0.0702542,0.00122045,-0.143317
7.954,34061.9,-0.0639009,0.831915,-0.98513
7.96,34094.1,-0.414921,0.358594,-0.0766075
7.965,34125.4,0.584136,-0.694466,-0.0829608
7.971,34154.4,0.711202,-0.0797842,-0.616638
7.976,34183.7,0.237881,-0.0781959,-0.384743
7.981,34213.7,-0.114727,0.76997,-0.90889
7.987,34244.5,-0.0639009,-0.262442,-0.0766075
7.992,34275.2,0.391949,-0.527692,-0.0829608
7.997,34306.2,0.617491,-0.0829608,-0.114727
8.003,34336.8,0.234704,-0.0734309,-0.391096
8.008,34366.7,-0.109962,0.723909,-0.818356
8.014,34397.5,-0.459394,0.630198,-0.0813725
8.019,34429.9,0.458658,-0.665877,-0.0845492
8.024,34461.9,-0.27356,-0.0813725,-0.0845492
8.03,34493.8,0.248999,-0.0797842,-0.392684
8.035,34522.9,-0.0845492,0.822385,-0.878712
8.04,34552.6,-0.0639009,-0.270383,0.129875
8.046,34583.3,0.679436,-0.102021,-0.0861375
8.051,34614.3,0.673082,-0.0781959,-0.657935
8.057,34646.1,0.233116,-0.0797842,-0.386331
8.062,34677,-0.0654892,1.01298,-0.670642
8.067,34707.5,-0.372036,0.417362,-0.0829608
8.073,34737.7,0.452305,-0.2545,-0.0797842
8.078,34768.6,0.525368,-0.0829608,-0.481631
8.083,34801.6,0.244234,-0.0766075,-0.392684
8.089,34833.4,-0.111551,0.849387,-0.0877258
8.094,34864.1,-0.616638,0.623844,-0.0781959
8.1,34893.8,0.488837,-0.670642,-0.0893141
8.105,34923.4,0.40942,-0.0829608,-0.465747
8.11,34954.8,0.239469,-0.0750192,-0.383154
8.116,34985.8,-0.113139,1.00028,-0.848534
8.121,35017.5,-0.438746,0.498367,-0.0829608
8.126,35048.5,0.431657,-0.696055,-0.0813725
8.132,35078.4,0.52378,-0.0797842,-0.651582
8.137,35109.4,-0.0686659,0.023457,-0.162377
8.143,35142.1,-0.0940791,0.919273,-0.0893141
8.148,35174.9,-0.554694,0.579371,-0.0845492
8.153,35206,0.573018,-0.642052,-0.0877258
8.159,35235.8,0.673082,-0.0734309,-0.635698
8.164,35265.4,0.228351,-0.0750192,-0.372036
8.169,35295.6,-0.113139,1.00028,-0.0909025
8.175,35326,-0.416509,0.52378,-0.0829608
8.18,35357.3,0.550781,-0.224322,-0.0861375
8.186,35388.1,0.676259,-0.0813725,-0.140141
8.191,35418.1,-0.0686659,0.0901667,-0.230675
8.196,35447.9,-0.116316,0.890683,-0.684936
8.202,35478.5,-0.271972,0.326827,-0.0861375
8.207,35510.8,0.531721,-0.705585,-0.0829608
8.212,35543,0.382419,-0.0781959,-0.592814
8.218,35574.2,0.245823,-0.0781959,-0.387919
8.223,35602.9,-0.106786,0.784265,-0.893007
8.229,35632.4,-0.0623126,-0.27356,0.128287
8.234,35662.8,0.596843,-0.125846,-0.0829608
8.239,35693.4,-0.267207,-0.0924908,-0.645228
8.245,35725.3,0.228351,-0.0766075,-0.379978
8.25,35756.1,-0.0639009,0.701672,-0.0829608
8.256,35786.8,-0.0686659,-0.22591,-0.0766075
8.261,35816.7,0.619079,-0.60552,-0.0813725
8.266,35848,0.790619,-0.0750192,-0.599167
8.272,35880.5,0.237881,-0.0750192,-0.386331
8.277,35911.6,-0.0654892,0.795384,-0.365683
8.283,35941.9,-0.0670776,-0.217969,0.0822251
8.288,35970.9,0.420539,-0.629345,-0.0750192
8.293,35999.8,-0.600755,0.876388,-0.0781959
8.299,36030.4,0.196585,-0.0750192,-0.357741
8.304,36060.8,0.387184,-0.0750192,-0.0940791
8.309,36092.1,-0.0623126,-0.0797842,-0.0654892
8.315,36122.6,0.48566,-0.5674,-0.0781959
8.32,36152.5,-0.649993,0.674671,-0.0750192
8.326,36182.1,0.147346,-0.0750192,-0.32121
8.331,36213.2,0.404655,-0.0750192,-0.629345
8.336,36245.7,-0.0654892,-0.0734309,-0.0670776
8.342,36277.4,-0.100432,1.22264,-0.939069
8.347,36306.7,-0.575342,0.417362,-0.0829608
8.352,36335.8,0.823973,-0.399038,-0.0877258
8.358,36364.8,0.350652,-0.0781959,-0.519751
8.363,36395.4,0.233116,-0.0781959,-0.372036
8.368,36426.2,-0.0766075,0.833503,-0.897772
8.374,36457.1,-0.484807,0.420539,-0.0813725
8.379,36487,0.588901,-0.55787,-0.0797842
8.385,36516.9,0.528545,-0.0829608,-0.616638
8.39,36546.7,0.236293,-0.0766075,-0.391096
8.395,36578.2,-0.106786,0.985983,-0.853299
8.401,36610.2,-0.0670776,-0.240205,0.09652
8.406,36641.8,0.742969,-0.627757,-0.0813725
8.411,36671.6,-0.73894,0.801737,-0.0797842
8.417,36700.5,0.221998,-0.0766075,-0.379978
8.422,36730.1,0.331592,-0.0781959,-0.156024
8.427,36760.4,-0.0623126,-0.138552,-0.0019562
8.433,36791.4,0.388772,-0.0829608,-0.0829608
8.438,36822.1,-0.55787,0.536486,-0.0797842
8.444,36852,0.129875,-0.0750192,-0.31168
8.449,36881.7,0.407832,-0.0750192,-0.583284
8.454,36911.9,-0.0670776,-0.0527826,-0.0877258
8.46,36944.1,-0.0924908,1.00504,-0.91842
8.465,36975.6,-0.646817,0.531721,-0.0766075
8.47,37006.7,0.585725,-0.319621,-0.0893141
8.476,37036,0.465012,-0.0766075,-0.63411
8.481,37065.3,0.221998,-0.0750192,-0.367271
8.487,37094.9,-0.102021,0.928803,-0.894596
8.492,37125.9,-0.667465,0.487248,-0.0781959
8.498,37156.6,0.48566,-0.156024,-0.0781959
8.503,37186.6,0.592078,-0.0829608,-0.0909025
8.508,37216.7,0.231528,-0.0797842,-0.381566
8.514,37246.1,-0.0670776,0.76997,-0.684936
8.519,37275.9,-0.0670776,-0.217969,0.0758718
8.524,37307.9,-0.0781959,1.00187,-0.0829608
8.53,37339.2,-0.58646,0.696907,-0.0829608
8.535,37370.3,0.209291,-0.0734309,-0.375213
8.54,37399.2,0.403067,-0.0734309,-0.464159
8.546,37427.9,-0.0639009,-0.108374,-0.0337227
8.551,37457.7,-0.0940791,0.863682,-0.561047
8.556,37488.3,-0.522927,0.557135,-0.0813725
8.562,37518.8,0.765205,-0.0781959,-0.27356
8.567,37549.8,0.38083,-0.0750192,-0.559459
8.573,37580,-0.0654892,0.0250453,-0.165554
8.578,37609.6,-0.102021,0.89386,-0.900949
8.583,37639.5,-0.0750192,0.565076,-0.0813725
8.589,37671.4,0.690554,-0.63411,-0.0797842
8.594,37702.7,0.738204,-0.0813725,-0.486396
8.6,37733.4,0.239469,-0.0766075,-0.387919
8.605,37762.4,-0.106786,0.843033,-0.794531
8.61,37791.1,-0.0670776,-0.227499,0.0854017
8.616,37821,0.747734,-0.622992,-0.0829608
8.621,37851.6,-0.364095,0.850975,-0.0813725
8.626,37883.2,0.194996,-0.0781959,-0.362506
8.632,37913.7,-0.0813725,0.673082,-0.754823
8.637,37943.3,-0.0654892,-0.100432,-0.0432527
8.643,37972.9,0.612726,-0.456217,-0.0797842
8.648,38003.1,-0.0670776,0.665141,-0.0829608
8.653,38035.7,0.981218,-0.813591,-0.108374
8.659,38067.7,0.415774,-0.0750192,-0.0813725
8.664,38098.1,-0.0623126,-0.0813725,-0.0607243
8.669,38127.3,-0.0623126,1.07969,-0.916832
8.675,38156.3,-0.61505,0.442775,-0.0781959
8.68,38186.8,0.747734,-0.762764,-0.0940791
8.685,38217.4,0.709614,-0.0829608,-0.489572
8.691,38249,-0.0623126,0.0393403,-0.179849
8.696,38279.6,-0.0829608,0.825562,-0.767529
8.702,38309.4,-0.564224,0.342711,-0.0829608
8.707,38339.5,0.563488,-0.0829608,-0.0956674
8.712,38370.3,0.342711,-0.0750192,-0.637287
8.718,38403.2,0.241058,-0.0766075,-0.384743
8.723,38434.6,-0.0702542,0.949451,-0.0877258
8.728,38464.9,-0.530869,0.684201,-0.0829608
8.734,38493.7,0.831915,-0.711938,-0.0861375
8.739,38523.3,0.41895,-0.0734309,-0.65317
8.744,38554.2,0.231528,-0.0750192,-0.379978
8.75,38584.7,-0.0750192,0.800149,-0.667465
8.755,38615.8,-0.0623126,-0.208439,-0.0766075
8.76,38645.8,0.355417,-0.0909025,-0.0766075
8.766,38675.6,-0.74847,0.546016,-0.532457
8.771,38705.3,0.218821,-0.0813725,-0.383154
8.777,38736.6,-0.0718426,0.74138,-0.765941
8.782,38768.5,-0.0639009,-0.195732,0.0631652
8.787,38800.6,0.364947,-0.63411,-0.0781959
8.793,38830.7,-0.0527826,0.649258,-0.0813725
8.798,38859.7,0.204526,-0.0797842,-0.36886
