time, angle [deg]
32.62,56051.5
32.63,56071.7
32.64,56090.6
32.65,56104.5
32.66,56123.9
32.67,56141.1
32.681,56155
32.691,56173.5
32.701,56190.3
32.711,56205.3
32.721,56223.4
32.731,56241.7
32.741,56255.2
32.752,56273.7
32.762,56294
32.772,56318
32.782,56343.7
32.792,56367.8
32.802,56394.3
32.813,56417.8
32.823,56442.4
32.833,56462.5
32.843,56484.6
32.853,56505.2
32.863,56523.8
32.873,56545.4
32.884,56563.6
32.894,56584.2
32.904,56604.6
32.914,56621.7
32.924,56643.9
32.934,56662.9
32.945,56683
32.955,56703.9
32.965,56723.4
32.975,56747.3
32.985,56767.8
32.995,56788.9
33.005,56809.4
33.016,56825.1
33.026,56845.4
33.036,56863.7
33.046,56878.5
33.056,56899
33.066,56915.7
33.076,56932
33.087,56952.3
33.097,56969.2
33.107,56986.1
33.117,57006.2
33.127,57023.5
33.137,57041.8
33.147,57061.6
33.157,57079.3
33.168,57101.7
33.178,57122
33.188,57140.6
33.198,57160.9
33.208,57177.4
33.218,57193
33.228,57211.2
33.239,57227.6
33.249,57240.8
33.259,57260.5
33.269,57275.8
33.279,57290.8
33.289,57310.1
33.299,57326.7
33.31,57340.2
33.32,57360.7
33.33,57378.4
33.34,57393.2
33.35,57414.2
33.36,57431.9
33.37,57450.6
33.381,57472.1
33.391,57490.1
33.401,57509.5
33.411,57528.3
33.421,57542.2
33.431,57560
33.441,57577
33.452,57591.8
33.462,57607.3
33.472,57625.2
33.482,57640
33.492,57655.9
33.502,57674.8
33.512,57689.7
33.523,57704.9
33.533,57724.1
33.543,57741.2
33.553,57756.4
33.563,57777.1
33.573,57794.6
33.583,57814.5
33.594,57835.7
33.604,57853.6
33.614,57873.9
33.624,57892.3
33.634,57905.9
33.644,57925.5
33.655,57942.6
33.665,57956.1
33.675,57975.2
33.685,57991.9
33.695,58006.6
33.705,58025.7
33.715,58043.5
33.726,58056.9
33.736,58076.8
33.746,58095.1
33.756,58109.4
33.766,58130.6
33.776,58148.5
33.786,58166.3
33.797,58188.7
33.807,58207.1
33.817,58226.5
33.827,58245.5
33.837,58260.5
33.847,58277.9
33.857,58295.3
33.868,58310.9
33.878,58326.3
33.888,58344.6
33.898,58359.7
33.908,58375.6
33.918,58394.8
33.928,58409.9
33.938,58425.7
33.949,58445
33.959,58462.1
33.969,58478.6
33.979,58498.6
33.989,58515.8
33.999,58536.1
34.01,58556.8
34.02,58574.3
34.03,58594.2
34.04,58612.4
34.05,58625.4
34.06,58644.7
34.07,58661.3
34.081,58674.7
34.091,58692.6
34.101,58709.2
34.111,58723.7
34.121,58741.4
34.131,58760.1
34.142,58774.1
34.152,58793.2
34.162,58812
34.172,58827.4
34.182,58847.9
34.192,58866.2
34.202,58883.4
34.212,58905.6
34.223,58924.5
34.233,58943.1
34.243,58962.5
34.253,58978.4
34.263,58994
34.273,59012.2
34.283,59028.5
34.294,59042.1
34.304,59061.5
34.314,59076.8
34.324,59092.1
34.334,59111.9
34.344,59128.3
34.354,59143.8
34.365,59163.9
34.375,59181.2
34.385,59197.3
34.395,59217.5
34.405,59234.9
34.415,59254.4
34.426,59275.2
34.436,59292.8
34.446,59312.2
34.456,59330.4
34.466,59343.3
34.476,59361.8
34.486,59378.4
34.497,59392.7
34.507,59408.9
34.517,59426.5
34.527,59441.3
34.537,59457.9
34.547,59476.5
34.557,59491.2
34.568,59508
34.578,59526.7
34.588,59543
34.598,59559.6
34.608,59579.2
34.618,59596.2
34.628,59616.4
34.639,59637.2
34.649,59654.7
34.659,59675.3
34.669,59693.5
34.679,59707.4
34.689,59727.2
34.699,59744.3
34.709,59758
34.72,59777.7
34.73,59793.9
34.74,59808.8
34.75,59828.2
34.76,59845.2
34.77,59858.8
34.78,59879
34.791,59897
34.801,59911
34.811,59932.2
34.821,59950
34.831,59968.1
34.841,59989.9
34.852,60008.2
34.862,60027.6
34.872,60047
34.882,60061.7
34.892,60079.7
34.902,60097.2
34.912,60112.3
34.923,60129.1
34.933,60147
34.943,60162.4
34.953,60180.1
34.963,60199.1
34.973,60213.6
34.983,60232.3
34.994,60250.9
35.004,60266.3
35.014,60285.8
35.024,60304.6
35.034,60321.8
35.044,60344.5
35.055,60364.1
35.065,60383
35.075,60402.9
35.085,60418.8
35.095,60435.4
35.105,60453.2
35.115,60469.5
35.126,60484
35.136,60503.2
35.146,60518.5
35.156,60534.2
35.166,60553.6
35.176,60569.3
35.186,60584.6
35.197,60604.2
35.207,60621.2
35.217,60636.7
35.227,60656.9
35.237,60674.3
35.247,60693.6
35.257,60714.5
35.268,60732
35.278,60751.8
35.288,60770.4
35.298,60783.9
35.308,60802.7
35.318,60819.3
35.328,60833.4
35.339,60849.8
35.349,60867.1
35.359,60881.8
35.369,60898.7
35.379,60917.3
35.389,60931.5
35.399,60948.5
35.41,60967.3
35.42,60983.7
35.43,61000.9
35.44,61020.2
35.45,61037.2
35.46,61058
35.47,61078.3
35.481,61095.7
35.491,61115.7
35.501,61133.5
35.511,61146.7
35.521,61166.2
35.531,61183.1
35.542,61196.3
35.552,61215.2
35.562,61231.4
35.572,61245.9
35.582,61264.6
35.592,61282.5
35.602,61295.7
35.613,61315.3
35.623,61333.6
35.633,61348.1
35.643,61369.1
35.653,61387.2
35.663,61404.9
35.673,61427.3
35.684,61446
35.694,61465.4
35.704,61485.1
35.714,61500.5
35.724,61518.3
35.734,61535.8
35.744,61551.6
35.755,61567.7
35.765,61586
35.775,61601.4
35.785,61618.8
35.795,61638
35.805,61652.9
35.815,61671.5
35.826,61690.2
35.836,61706
35.846,61725.6
35.856,61744.7
35.866,61762
35.876,61784.5
35.886,61804.1
35.897,61823.1
35.907,61842.9
35.917,61858.8
35.927,61875.1
35.937,61893
35.947,61909.2
35.957,61923.4
35.968,61942.8
35.978,61958.3
35.988,61974.3
35.998,61993.7
36.008,62009.6
36.018,62025.5
36.028,62044.9
36.039,62061.8
36.049,62077.9
36.059,62098
36.069,62115.4
36.079,62135.6
36.089,62156.5
36.1,62174.3
36.11,62194.9
36.12,62213.2
36.13,62227.2
36.14,62246.6
36.15,62263.8
36.161,62277.2
36.171,62296.8
36.181,62312.8
36.191,62327.5
36.201,62346.7
36.211,62364.6
36.221,62378.3
36.232,62398.8
36.242,62416.8
36.252,62431.1
36.262,62452.1
36.272,62469.9
36.282,62487.6
36.292,62509.8
36.303,62527.9
36.313,62547
36.323,62565.7
36.333,62580.2
36.343,62596.5
36.353,62613.4
36.363,62628.9
36.374,62642
36.384,62661
36.394,62676
36.404,62690.4
36.414,62709.4
36.424,62725.9
36.435,62738.8
36.445,62758.6
36.455,62776.3
36.465,62789.7
36.475,62810.5
36.485,62828.1
36.495,62845.4
36.506,62867.8
36.516,62886.7
36.526,62905.9
36.536,62925.4
36.546,62940.3
36.556,62957.5
36.566,62975.1
36.577,62990.7
36.587,63005.6
36.597,63024.1
36.607,63039.1
36.617,63054.6
36.627,63073.8
36.637,63089.1
36.648,63103.9
36.658,63123.6
36.668,63140.8
36.678,63156
36.688,63176.7
36.698,63194.5
36.709,63214
36.719,63235
36.729,63252.6
36.739,63272.5
36.749,63290.9
36.759,63304.2
36.769,63323
36.78,63339.8
36.79,63353.6
36.8,63370.5
36.81,63387.6
36.82,63402.4
36.83,63419.6
36.84,63438.4
36.851,63452.6
36.861,63470.7
36.871,63489.2
36.881,63505.1
36.891,63523.7
36.901,63542.6
36.911,63559.8
36.922,63581.7
36.932,63601.3
36.942,63619.4
36.952,63639.3
36.962,63656.2
36.972,63670.8
36.982,63689.5
36.993,63705.9
37.003,63718.7
37.013,63738.2
37.023,63753.9
37.033,63768.3
37.043,63787.5
37.054,63804.7
37.064,63818.1
37.074,63838.4
37.084,63856.6
37.094,63871.1
37.104,63892.3
37.114,63910.3
37.125,63928.8
37.135,63950.9
37.145,63969.2
37.155,63989
37.165,64008.3
37.175,64022.8
37.186,64041.6
37.196,64059.2
37.206,64074
37.216,64092.3
37.226,64109.8
37.236,64125
37.246,64143.9
37.257,64162.3
37.267,64176.2
37.277,64196.5
37.287,64214.9
37.297,64229.6
37.307,64250.9
37.318,64269.5
37.328,64288
37.338,64310.3
37.348,64329.3
37.358,64349.4
37.368,64369
37.378,64383.7
37.389,64403.2
37.399,64421
37.409,64435.4
37.419,64454.6
37.429,64471.8
37.439,64487.1
37.45,64506.8
37.46,64524.9
37.47,64539.2
37.48,64559.9
37.49,64578.1
37.5,64593.2
37.51,64614.3
37.521,64631.9
37.531,64650.7
37.541,64672.1
37.551,64690.2
37.561,64710
37.571,64728.8
37.581,64742.9
37.592,64761.1
37.602,64777.8
37.612,64792.4
37.622,64808.2
37.632,64826
37.642,64840.7
37.652,64857.1
37.663,64875.7
37.673,64890.4
37.683,64906
37.693,64924.9
37.703,64941.5
37.713,64956.8
37.723,64977
37.734,64994.4
37.744,65013.7
37.754,65034.3
37.764,65051.6
37.774,65071.1
37.784,65089.7
37.794,65103.1
37.805,65121.6
37.815,65138.4
37.825,65152.9
37.835,65169.3
37.845,65186.9
37.855,65201.5
37.866,65218.2
37.876,65237.1
37.886,65251.6
37.896,65268.6
37.906,65287.6
37.916,65303.8
37.926,65321.5
37.937,65340.6
37.947,65357.8
37.957,65378.7
37.967,65399.3
37.977,65417.2
37.987,65437.3
37.997,65454.6
38.008,65468.2
38.018,65487.5
38.028,65504
38.038,65516.8
38.048,65536
38.058,65551.9
38.069,65566.2
38.079,65585
38.089,65602.9
38.099,65616.2
38.109,65635.8
38.119,65654
38.129,65668.4
38.14,65688.9
38.15,65707
38.16,65724.4
38.17,65746.5
38.18,65765.4
38.19,65784
38.2,65803.2
38.211,65818.8
38.221,65834.9
38.231,65852.7
38.241,65868.8
38.251,65882.4
38.261,65901.8
38.272,65917.1
38.282,65932.1
38.292,65951.7
38.302,65967.8
38.312,65982.5
38.322,66002.5
38.332,66020.1
38.343,66035.1
38.353,66055.8
38.363,66073
38.373,66091.6
38.383,66113
38.393,66130.7
38.403,66150.2
38.414,66168.6
38.424,66182.3
38.434,66200.3
38.444,66217.3
38.454,66232.2
38.464,66248.2
38.474,66266.2
38.485,66281.2
38.495,66297.8
38.505,66316.7
38.515,66331.3
38.525,66348.1
38.535,66367
38.546,66383.6
38.556,66401.1
38.566,66420.6
38.576,66437.9
38.586,66458.9
38.596,66479.2
38.606,66496.8
38.617,66517.2
38.627,66534.7
38.637,66548.7
38.647,66567.8
38.657,66584.6
38.667,66597.5
38.678,66617
38.688,66632.9
38.698,66647.4
38.708,66666.5
38.718,66684.1
38.728,66697.3
38.738,66717.3
38.749,66735.5
38.759,66749.1
38.769,66769.9
38.781,66794
38.791,66820.5
38.801,66849.4
38.811,66880
38.821,66915.5
38.831,66955.3
38.842,66999.1
38.852,67044.7
38.862,67094
38.872,67144.6
38.882,67194.4
38.892,67242.1
38.902,67284.6
38.913,67325.3
38.923,67364.1
38.933,67402.1
38.943,67437.9
38.953,67471.2
38.963,67504.7
38.974,67536.7
38.984,67568.6
38.994,67598.8
39.004,67625.5
39.014,67652.4
39.024,67676.6
39.034,67702.4
39.045,67725.3
39.055,67749.6
39.065,67771.7
39.075,67795.1
39.085,67817.5
39.095,67838.4
39.106,67861.4
39.116,67882.2
39.126,67906.8
39.136,67928.5
39.146,67950.6
39.156,67971.6
39.166,67988.4
39.177,68009.5
39.187,68028.1
39.197,68045.4
39.207,68066
39.217,68083.1
39.227,68102.7
39.237,68122.3
39.248,68137.6
39.258,68158.9
39.268,68178.1
39.278,68194.8
39.288,68216.2
39.298,68234.7
39.308,68255.6
39.319,68277.5
39.329,68296.4
39.339,68317.4
39.349,68335.4
39.359,68350.7
39.369,68370.3
39.38,68387.3
39.39,68402.1
39.4,68422
39.41,68438.1
39.42,68454.8
39.43,68474.9
39.44,68491.1
39.451,68509.2
39.461,68528.7
39.471,68545.1
39.481,68564.7
39.491,68583.7
39.501,68601.3
39.511,68623.6
39.522,68643.5
39.532,68662.3
39.542,68682.2
39.552,68698.6
39.562,68715.1
39.572,68733.4
39.582,68749.7
39.593,68764.7
39.603,68784
39.613,68799.4
39.623,68816.1
39.633,68835.7
39.643,68851.1
39.654,68868.7
39.664,68888
39.674,68904.4
39.684,68923.3
39.694,68942.5
39.704,68959.9
39.714,68981.9
39.725,69002
39.735,69020.5
39.745,69040.7
39.755,69057.4
39.765,69073
39.775,69091.5
39.785,69107.9
39.796,69121.6
39.806,69141.2
39.816,69156.6
39.826,69171.8
39.836,69191.7
39.846,69208
39.856,69223
39.867,69243
39.877,69260.8
39.887,69276.2
39.897,69296.9
39.907,69314.2
39.917,69333.9
39.927,69354.9
39.938,69372.7
39.948,69392.7
39.958,69411.2
39.968,69424.8
39.978,69443.8
39.988,69460.8
39.998,69474.5
40.009,69492.3
40.019,69509.2
40.029,69523.6
40.039,69541.2
40.049,69559.4
40.059,69573.1
40.07,69591.1
40.08,69609.7
40.09,69625.2
40.1,69643.7
40.11,69662.4
40.12,69679.3
40.13,69700.9
40.141,69720.6
40.151,69738.3
40.161,69758.2
40.171,69775.2
40.181,69788.9
40.191,69807.9
40.201,69824.6
40.212,69837.3
40.222,69856.7
40.232,69872.7
40.242,69887.4
40.252,69906.5
40.262,69924
40.272,69937.3
40.283,69957.3
40.293,69975
40.303,69988.5
40.313,70008.8
40.323,70026.5
40.333,70043.2
40.343,70065.4
40.354,70084.4
40.364,70102.9
40.374,70122.4
40.384,70138.2
40.394,70153.6
40.404,70171.5
40.414,70187.6
40.425,70200.2
40.435,70219.6
40.445,70234.6
40.455,70248.6
40.465,70267.4
40.475,70284.4
40.486,70297
40.496,70316.7
40.506,70334.5
40.516,70348.4
40.526,70369.1
40.536,70387.2
40.546,70404.5
40.557,70426.8
40.567,70445.3
40.577,70464.1
40.587,70483.5
40.597,70498.9
40.607,70515.2
40.618,70532.7
40.628,70548.8
40.638,70562.4
40.648,70581.7
40.658,70597.1
40.668,70612.3
40.678,70631.9
40.689,70648
40.699,70662.9
40.709,70683.2
40.719,70700.8
40.729,70716.7
40.739,70737.4
40.75,70755.2
40.76,70775.7
40.77,70797
40.78,70814.9
40.79,70835.2
40.8,70853.4
40.811,70866.9
40.821,70886.6
40.831,70903.7
40.841,70917.2
40.851,70936.8
40.861,70953.2
40.871,70968.3
40.882,70988
40.892,71005.6
40.902,71019.8
40.912,71040.5
40.922,71058.8
40.932,71074.5
40.943,71095.8
40.953,71113.9
40.963,71134.3
40.973,71155.9
40.983,71174.3
40.993,71195
41.003,71213.6
41.013,71228
41.024,71247.8
41.034,71265.3
41.044,71279.4
41.054,71299.4
41.064,71315.7
41.074,71331.4
41.085,71351.5
41.095,71368.2
41.105,71383.9
41.115,71404
41.125,71421.4
41.135,71438
41.145,71458.2
41.156,71475.5
41.166,71495.7
41.176,71516.5
41.186,71533.9
41.196,71554.3
41.206,71572.6
41.216,71586.1
41.227,71605.6
41.237,71622.5
41.247,71635.8
41.257,71654.7
41.267,71671.3
41.277,71686
41.287,71705
41.298,71723
41.308,71736.7
41.318,71757
41.328,71775.2
41.338,71790
41.348,71811.4
41.358,71829.6
41.369,71848
41.379,71870.3
41.389,71888.9
41.399,71908.6
41.409,71927.6
41.419,71942.2
41.429,71960.2
41.44,71977.2
41.45,71992.2
41.46,72008.5
41.47,72026.3
41.48,72041.4
41.49,72058.1
41.5,72077.1
41.511,72091.6
41.521,72109
41.531,72127.9
41.541,72144.2
41.551,72162.4
41.561,72181.5
41.572,72198.8
41.582,72220.6
41.592,72240.6
41.602,72258.9
41.612,72279.2
41.622,72296.3
41.633,72311.3
41.643,72330.3
41.653,72347
41.663,72360.4
41.673,72380.2
41.683,72395.6
41.693,72410.8
41.704,72430.2
41.714,72447
41.724,72461.2
41.734,72481.3
41.744,72499.1
41.754,72513.7
41.764,72534.7
41.775,72552.6
41.785,72571.6
41.795,72593.6
41.805,72611.9
41.815,72631.9
41.825,72651.1
41.836,72665.1
41.846,72684.5
41.856,72701.7
41.866,72715.3
41.876,72734.2
41.887,72750.9
41.897,72765.6
41.907,72784.3
41.917,72802.7
41.927,72816.3
41.937,72836.3
41.947,72854.6
41.958,72869.3
41.968,72890.6
41.978,72909.1
41.988,72927.7
41.998,72949.9
42.009,72968.7
42.019,72988.5
42.029,73007.9
42.039,73022.6
42.049,73041.5
42.059,73059.1
42.07,73073.8
42.08,73091.9
42.09,73109.5
42.1,73124.8
42.11,73143.7
42.12,73162.3
42.131,73176.6
42.141,73196.8
42.151,73215.3
42.161,73230
42.171,73251.2
42.181,73269.4
42.191,73287.9
42.202,73310.2
42.212,73328.7
42.222,73348.6
42.232,73367.8
42.242,73382.4
42.252,73401
42.262,73418.5
42.273,73433.3
42.283,73450.9
42.293,73468.8
42.303,73483.9
42.313,73502
42.323,73520.7
42.333,73534.6
42.344,73553.8
42.354,73572.3
42.364,73587.5
42.374,73607.9
42.384,73626.4
42.394,73643.9
42.404,73666.5
42.415,73685.3
42.425,73704.6
42.435,73724.2
42.445,73740
42.455,73756.9
42.465,73774.4
42.475,73790.4
42.486,73805.3
42.496,73824
42.506,73839
42.516,73854.8
42.526,73874
42.536,73889.3
42.546,73904.6
42.557,73924.4
42.567,73941.7
42.577,73957.8
42.587,73978
42.597,73995.5
42.607,74015.5
42.617,74036.5
42.628,74053.9
42.638,74074.1
42.648,74092.3
42.658,74105.4
42.668,74124.7
42.678,74141.4
42.689,74154.8
42.699,74172.6
42.709,74189.4
42.719,74204.1
42.729,74221.6
42.739,74240
42.749,74253.6
42.76,74272
42.77,74290.6
42.78,74306
42.79,74325.1
42.8,74343.6
42.81,74360.5
42.82,74382.6
42.831,74401.9
42.841,74419.9
42.851,74439.9
42.861,74456.3
42.871,74470.9
42.881,74494
42.891,74520.8
42.902,74554.6
42.912,74590.3
42.922,74626.7
42.932,74668.8
42.942,74711.3
42.952,74753.2
42.962,74793.5
42.973,74829.8
42.983,74864.1
42.993,74896.8
43.003,74927.9
43.013,74959.8
43.023,74989
43.034,75018.1
43.044,75045.7
43.054,75072.8
43.064,75103.1
43.074,75137.4
43.084,75175.1
43.095,75212.7
43.105,75249
43.115,75283.9
43.125,75318.7
43.135,75351
43.145,75382.3
43.155,75413.3
43.165,75442.2
43.176,75473.4
43.186,75501.8
43.196,75529.7
43.206,75553.9
43.216,75578.7
43.226,75601.1
43.236,75625.8
43.247,75647.6
43.257,75671.7
43.267,75693
43.277,75716.1
43.287,75738.4
43.297,75758.9
43.308,75782.1
43.318,75802.8
43.328,75827.6
43.338,75849.2
43.348,75871.5
43.358,75892.3
43.368,75909.4
43.379,75930.3
43.389,75948.8
43.399,75966.1
43.409,75985.7
43.419,76002.3
43.429,76020.9
43.439,76040.3
43.45,76055.2
43.46,76075.6
43.47,76094.8
43.48,76110.5
43.49,76132.4
43.5,76151.1
43.51,76170.9
43.521,76193.5
43.531,76212.6
43.541,76233.2
43.551,76252.4
43.561,76266.8
43.571,76286.5
43.581,76303.9
43.592,76317.6
43.602,76337.7
43.612,76353.9
43.622,76369.1
43.632,76388.4
43.642,76405.7
43.652,76419.5
43.663,76440.3
43.673,76458.6
43.683,76474
43.693,76495.5
43.703,76513.5
43.713,76533.4
43.723,76554.9
43.734,76573.2
43.744,76593.8
43.754,76612.7
43.764,76626.8
43.774,76646.5
43.784,76663.8
43.794,76677.3
43.805,76697.3
43.815,76713.6
43.825,76728.8
43.835,76748.3
43.845,76765.7
43.855,76779.5
43.866,76799.9
43.876,76817.9
43.886,76832.5
43.896,76853.8
43.906,76871.8
43.916,76890.8
43.927,76912.7
43.937,76931
43.947,76951.2
43.957,76970.1
43.967,76984.2
43.977,77003.2
43.988,77020.4
43.998,77034.4
44.008,77052.5
44.018,77069.4
44.028,77084.2
44.038,77102.1
44.048,77120.5
44.059,77134.3
44.069,77153.2
44.079,77171.6
44.089,77186.6
44.099,77206
44.109,77224.4
44.12,77241.1
44.13,77263
44.14,77282.1
44.15,77299.9
44.16,77319.6
44.17,77336.2
44.18,77350.1
44.191,77368.7
44.201,77384.8
44.211,77397
44.221,77415.7
44.231,77431.5
44.241,77445.4
44.251,77463.4
44.262,77481.1
44.272,77493.9
44.282,77512
44.292,77529.9
44.302,77545.1
44.312,77563
44.322,77581.8
44.332,77598.5
44.343,77619.5
44.353,77639.2
44.363,77656.2
44.373,77675.7
44.383,77693
44.393,77705.4
44.403,77724.3
44.414,77740.6
44.424,77753.7
44.434,77770.6
44.444,77787.7
44.454,77802.4
44.464,77819.5
44.475,77838.2
44.485,77852.4
44.495,77870.1
44.505,77888.9
44.515,77904.8
44.525,77923.2
44.535,77942.3
44.546,77959.4
44.556,77981
44.566,78000.7
44.576,78018.6
44.586,78038.8
44.596,78055.8
44.607,78070.1
44.617,78089.2
44.627,78105.9
44.637,78118.9
44.647,78138.4
44.657,78154.3
44.667,78169
44.678,78188.5
44.688,78205.6
44.698,78219.4
44.708,78239.7
44.718,78257.9
44.728,78272.7
44.739,78294.7
44.749,78312.6
44.759,78332.2
44.769,78361.6
44.78,78392.1
44.79,78426.8
44.8,78465.5
44.81,78507.1
44.82,78553.2
44.83,78603.8
44.84,78658.5
44.851,78716.9
44.861,78775.9
44.871,78832.4
44.881,78886.1
44.891,78937
44.901,78984.5
44.912,79029.8
44.922,79073.6
44.932,79115.9
44.942,79153.6
44.952,79189.7
44.962,79224.3
44.973,79257.2
44.983,79289.3
44.993,79320.4
45.003,79349.3
45.013,79378.9
45.023,79406.6
45.034,79436.6
45.044,79463.6
45.054,79490.1
45.064,79513.1
45.074,79537
45.084,79558.3
45.094,79582.3
45.105,79603.2
45.115,79625.6
45.125,79647.1
45.135,79667.2
45.145,79689.7
45.155,79708.4
45.165,79731.4
45.176,79751.7
45.186,79773.2
45.196,79796.1
45.206,79816.3
45.216,79838
45.226,79856.8
45.236,79874.2
45.247,79893.5
45.257,79910.7
45.267,79928.2
45.277,79947.3
45.287,79963.6
45.297,79982.8
45.307,80002.2
45.318,80017.2
45.328,80038.3
45.338,80057.3
45.348,80073.4
45.358,80095.2
45.368,80113.8
45.378,80134.4
45.389,80156.2
45.399,80174.7
45.409,80195.5
45.419,80214
45.429,80228.6
45.439,80248.2
45.449,80265.1
45.46,80278.7
45.47,80298.5
45.48,80314.6
45.49,80329.6
45.5,80349.1
45.51,80366.5
45.52,80380.9
45.531,80401.7
45.541,80419.7
45.551,80435.7
45.561,80456.7
45.571,80474.9
45.581,80495.4
45.591,80516.9
45.602,80535.1
45.612,80556
45.622,80574.4
45.632,80589.3
45.642,80608.8
45.652,80625.9
45.663,80639.6
45.673,80659.5
45.683,80675.2
45.693,80690.3
45.703,80709.8
45.713,80726.6
45.723,80740.7
45.734,80761.4
45.744,80779.3
45.754,80794.4
45.764,80815.3
45.774,80832.6
45.784,80851.4
45.794,80872.4
45.805,80890.1
45.815,80908.9
45.825,80927.2
45.835,80940.9
45.845,80957.5
45.855,80974.5
45.865,80989.8
45.876,81003.1
45.886,81022.1
45.896,81037.1
45.906,81051.8
45.916,81071.2
45.926,81087.5
45.937,81102
45.947,81122.2
45.957,81140
45.967,81155.3
45.977,81176.3
45.987,81193.9
45.998,81213.6
46.008,81234.9
46.018,81252.7
46.028,81272.6
46.038,81291
46.048,81304.4
46.058,81323.3
46.069,81340.3
46.079,81354
46.089,81371.3
46.099,81388.4
46.109,81403.1
46.119,81420.6
46.129,81439.4
46.14,81453.5
46.15,81472
46.16,81490.4
46.17,81505.8
46.18,81525
46.19,81543.5
46.2,81560.5
46.211,81582.6
46.221,81602.5
46.231,81621.2
46.241,81641.3
46.251,81658
46.261,81674.4
46.271,81692.8
46.282,81709.2
46.292,81724.2
46.302,81743.5
46.312,81759.2
46.322,81775.8
46.332,81795.5
46.343,81810.9
46.353,81828.4
46.363,81847.6
46.373,81864.1
46.383,81882.2
46.393,81901.5
46.403,81918.6
46.414,81940.3
46.424,81960.4
46.434,81978.3
46.444,81998.3
46.454,82015.3
46.464,82029.3
46.474,82048.4
46.485,82065
46.495,82077.9
46.505,82097.3
46.515,82113.3
46.525,82127.7
46.535,82146.6
46.545,82164.1
46.556,82177.3
46.566,82197.5
46.576,82215.7
46.586,82230.2
46.596,82251.7
46.606,82269.8
46.616,82288.3
46.627,82310.4
46.637,82329
46.647,82348.5
46.657,82367.7
46.667,82382.1
46.677,82400.2
46.688,82417.2
46.698,82432.1
46.708,82448.1
46.718,82466.1
46.728,82481.1
46.738,82498
46.748,82516.9
46.759,82531.8
46.769,82549
46.779,82567.5
46.789,82583.7
46.799,82600.9
46.809,82620.6
46.819,82637.8
46.83,82659.1
46.84,82679.5
46.85,82697.3
46.86,82717.6
46.87,82734.9
46.88,82748.7
46.89,82767.7
46.901,82784.3
46.911,82796.9
46.921,82816.2
46.931,82832.3
46.941,82846.5
46.951,82865.2
46.961,82883
46.972,82896.2
46.982,82915.7
46.992,82933.7
47.002,82947.8
47.012,82967.8
47.022,82985.6
47.033,83002.2
47.043,83023.9
47.053,83042.3
47.063,83059.8
47.073,83079.3
47.083,83095.9
47.093,83109.5
47.104,83128.4
47.114,83144.9
47.124,83157.5
47.134,83176.7
47.144,83192.7
47.154,83207.2
47.165,83225.8
47.175,83243.3
47.185,83256.4
47.195,83276.1
47.205,83294.3
47.215,83308.5
47.225,83329.2
47.235,83347.1
47.246,83364.5
47.256,83386.9
47.266,83405.8
47.276,83424.8
47.286,83444.2
47.296,83459.6
47.306,83476.1
47.317,83493.3
47.327,83509.2
47.337,83522.8
47.347,83542
47.357,83557.3
47.367,83572.3
47.378,83591.4
47.388,83607.4
47.398,83621.1
47.408,83641.6
47.418,83659.4
47.428,83674.4
47.438,83695.4
47.449,83713.2
47.459,83732.8
47.469,83754.4
47.479,83772.6
47.489,83792.6
47.499,83811.4
47.51,83825
47.52,83844.5
47.53,83861.3
47.54,83875
47.55,83893.6
47.56,83910.2
47.57,83925
47.581,83943.2
47.591,83961.7
47.601,83975.4
47.611,83995.2
47.621,84013.7
47.631,84028.4
47.641,84049.4
47.652,84067.9
47.662,84086
47.672,84108.5
47.682,84127.4
47.692,84147
47.702,84166.4
47.713,84181.3
47.723,84199.4
47.733,84216.7
47.743,84231.9
47.753,84248
47.763,84266.2
47.773,84281.1
47.784,84298.1
47.794,84317
47.804,84331.7
47.814,84349.1
47.824,84368.2
47.834,84384.5
47.845,84402.9
47.855,84422.1
47.865,84439.5
47.875,84461.5
47.885,84481.5
47.895,84499.9
47.905,84520.1
47.916,84537.1
47.926,84552.6
47.936,84571.4
47.946,84588
47.956,84602
47.966,84621.4
47.976,84636.8
47.987,84652.1
47.997,84671.7
48.007,84687.8
48.017,84702.4
48.027,84722.5
48.037,84740.2
48.048,84755.9
48.058,84776.5
48.068,84794
48.078,84813.4
48.088,84834.9
48.098,84852.6
48.108,84872.7
48.119,84891.5
48.129,84905.3
48.139,84924.6
48.149,84941.7
48.159,84955.1
48.169,84973.5
48.18,84990.2
48.19,85004.7
48.2,85022.7
48.21,85040.8
48.22,85054.2
48.23,85072.8
48.24,85090.7
48.251,85105.7
48.261,85124.4
48.271,85143.2
48.281,85160
48.291,85182
48.301,85201.9
48.311,85220.4
48.321,85240.5
48.332,85257.3
48.342,85272.9
48.352,85291.4
48.362,85307.7
48.372,85321.4
48.382,85341
48.392,85356.6
48.403,85371.7
48.413,85391
48.423,85407.1
48.433,85420.9
48.443,85441
48.453,85458.5
48.463,85472.9
48.474,85493.9
48.484,85511.4
48.494,85529.6
48.504,85551.3
48.514,85569.1
48.524,85588.6
48.534,85607.5
48.545,85621.9
48.555,85640
48.565,85657.3
48.575,85672.4
48.585,85689
48.595,85706.9
48.606,85722
48.616,85739.2
48.626,85758.2
48.636,85772.8
48.646,85791.1
48.656,85810.1
48.667,85826
48.677,85846
48.687,85865.1
48.697,85882.6
48.707,85905.5
48.717,85925.1
48.728,85944.9
48.738,85965.2
