time, angle [deg]
16.473,26386.8
16.484,26406
16.494,26422.9
16.504,26440.2
16.514,26460.3
16.524,26477.7
16.534,26499.2
16.544,26519.5
16.555,26537.6
16.565,26558.1
16.575,26575.7
16.585,26590.5
16.595,26609.5
16.605,26626.1
16.615,26639.1
16.626,26658.5
16.636,26674.1
16.646,26688.5
16.656,26707.4
16.666,26724.4
16.676,26737.3
16.686,26757.4
16.697,26775.7
16.707,26790.2
16.717,26811.4
16.727,26829.6
16.737,26848
16.747,26870.5
16.758,26889.2
16.768,26909.3
16.778,26928.9
16.788,26943.6
16.798,26962.7
16.808,26980.2
16.818,26994.5
16.829,27013.1
16.839,27030.3
16.849,27045.5
16.859,27064.6
16.869,27082.9
16.879,27096.7
16.89,27116.8
16.9,27135
16.91,27149.6
16.92,27170.8
16.93,27188.9
16.94,27206.8
16.95,27229.2
16.96,27247.7
16.971,27267.3
16.981,27286.4
16.991,27301.2
17.001,27318.9
17.011,27335.8
17.021,27351.1
17.031,27366.3
17.042,27384.6
17.052,27399.6
17.062,27415.8
17.072,27434.9
17.082,27450
17.092,27466.1
17.103,27485.7
17.113,27502.6
17.123,27519.6
17.133,27539.3
17.143,27556.8
17.153,27577.4
17.163,27598.2
17.174,27615.8
17.184,27636.4
17.194,27654.2
17.204,27668.3
17.214,27687.6
17.224,27704.5
17.234,27717.5
17.245,27737
17.255,27753.2
17.265,27767.9
17.275,27787.1
17.285,27804.9
17.295,27818.4
17.305,27838.7
17.316,27856.8
17.326,27871
17.336,27892.3
17.346,27909.9
17.356,27927.9
17.366,27949.7
17.376,27967.8
17.387,27987
17.397,28006
17.407,28020.6
17.417,28037.7
17.427,28054.8
17.437,28070.3
17.447,28084.7
17.458,28103.4
17.468,28118.2
17.478,28133.4
17.488,28152.8
17.498,28168.6
17.508,28183.3
17.519,28203.2
17.529,28220.5
17.539,28236.1
17.549,28256.6
17.559,28274.2
17.569,28293.6
17.579,28314.5
17.589,28332.1
17.6,28351.8
17.61,28370.2
17.62,28383.5
17.63,28401.8
17.64,28418.4
17.65,28432.6
17.661,28448.6
17.671,28466
17.681,28480.3
17.691,28496
17.701,28514.4
17.711,28529.1
17.721,28543.3
17.732,28563.1
17.742,28580.3
17.752,28595.4
17.762,28616
17.772,28633.5
17.782,28652.4
17.792,28673.6
17.803,28691
17.813,28710.5
17.823,28728.8
17.833,28742.2
17.843,28759.9
17.853,28776.7
17.863,28791.5
17.874,28806.4
17.884,28824.6
17.894,28839.2
17.904,28854.9
17.914,28874.1
17.924,28889.7
17.934,28905.5
17.945,28924.9
17.955,28941.9
17.965,28958.2
17.975,28978.5
17.985,28995.8
17.995,29016.3
18.005,29036.9
18.016,29054.6
18.026,29074.7
18.036,29092.9
18.046,29106.2
18.056,29125.4
18.066,29142.1
18.077,29155.2
18.087,29173.4
18.097,29189.9
18.107,29204.1
18.117,29222.1
18.127,29240.5
18.137,29254.3
18.148,29273.5
18.158,29292.1
18.168,29307.3
18.178,29327.5
18.188,29345.9
18.198,29363
18.208,29385.3
18.219,29404.2
18.229,29422.9
18.239,29442.7
18.249,29458.5
18.259,29474.8
18.269,29492.8
18.279,29509
18.29,29523.3
18.3,29542.6
18.31,29557.9
18.32,29573.4
18.33,29592.6
18.34,29608.4
18.351,29622.8
18.361,29642.6
18.371,29659.9
18.381,29674.5
18.391,29695.1
18.401,29712.5
18.411,29731.1
18.422,29752.5
18.432,29770
18.442,29789.5
18.452,29808.4
18.462,29822.5
18.472,29840.7
18.483,29857.3
18.493,29872
18.503,29887.7
18.513,29905.7
18.523,29920.4
18.533,29936.9
18.543,29955.9
18.554,29971.1
18.564,29988.2
18.574,30007.6
18.584,30024.3
18.594,30042.7
18.604,30062.1
18.614,30079.3
18.625,30100.9
18.635,30120.8
18.645,30138.9
18.655,30159.3
18.665,30176.2
18.675,30191.4
18.686,30210.4
18.696,30227
18.706,30240.6
18.716,30260.3
18.726,30275.9
18.736,30291
18.746,30310.6
18.757,30327.2
18.767,30341.4
18.777,30361.9
18.787,30379.7
18.797,30395.4
18.807,30416.5
18.817,30434.6
18.828,30454.9
18.838,30476.5
18.848,30494.7
18.858,30515.5
18.868,30534
18.878,30548.6
18.888,30573.3
18.899,30601.7
18.909,30632.3
18.919,30661.5
18.929,30698.2
18.939,30735.7
18.949,30771.1
18.959,30804.6
18.97,30839.7
18.98,30873
18.99,30902.5
19,30931.5
19.01,30957.6
19.02,30985.7
19.031,31010.7
19.041,31037.7
19.051,31061.1
19.061,31087.8
19.071,31117.8
19.081,31154.8
19.091,31196.3
19.102,31237.2
19.112,31273.8
19.122,31308.9
19.132,31342.7
19.142,31374.2
19.152,31405.8
19.162,31435.5
19.173,31463.8
19.183,31492.2
19.193,31518.9
19.203,31548
19.213,31574.2
19.223,31600.9
19.234,31623.3
19.244,31647.6
19.254,31669.6
19.264,31691.9
19.274,31713.6
19.284,31734.5
19.294,31757.4
19.305,31776.4
19.315,31799.6
19.325,31820.5
19.335,31840.9
19.345,31862.9
19.355,31882.8
19.365,31907.4
19.376,31928.4
19.386,31950.1
19.396,31970.6
19.406,31986.4
19.416,32006.9
19.426,32025.2
19.436,32040.3
19.447,32060.9
19.457,32077.3
19.467,32094.2
19.477,32114.2
19.487,32130.6
19.497,32148.2
19.507,32167.9
19.518,32184.7
19.528,32204.2
19.538,32223.7
19.548,32241.7
19.558,32264.4
19.568,32284
19.579,32303.7
19.589,32324
19.599,32340
19.609,32357.7
19.619,32375.5
19.629,32391.3
19.639,32407.5
19.65,32425.8
19.66,32441.1
19.67,32458
19.68,32477.1
19.69,32491.8
19.7,32509.6
19.71,32528.9
19.721,32545.1
19.731,32564.4
19.741,32583.7
19.751,32601.4
19.761,32623.6
19.771,32643.2
19.781,32661.7
19.791,32681.6
19.802,32697.7
19.812,32713.3
19.822,32731.3
19.832,32747.5
19.842,32760.5
19.852,32780
19.863,32795.1
19.873,32809.3
19.883,32828.2
19.893,32844.9
19.903,32857.7
19.913,32877.9
19.923,32896.2
19.934,32910.8
19.944,32932
19.954,32950
19.964,32968.5
19.974,32990.5
19.984,33008.9
19.994,33028.5
20.005,33047.7
20.015,33062.2
20.025,33080.6
20.035,33097.9
20.045,33112.8
20.055,33129.7
20.065,33147.2
20.076,33162.1
20.086,33179.3
20.096,33197.9
20.106,33212.2
20.116,33229.7
20.126,33248.4
20.136,33264.6
20.147,33282.7
20.157,33302
20.167,33319
20.177,33340.9
20.187,33360.8
20.197,33378.9
20.207,33399.2
20.218,33416.4
20.228,33431.6
20.238,33450.2
20.248,33466.6
20.258,33480
20.268,33499.7
20.278,33515.5
20.289,33530.5
20.299,33550.2
20.309,33567
20.319,33581.5
20.329,33602.1
20.339,33619.9
20.349,33635.9
20.36,33657
20.37,33675
20.38,33695.8
20.39,33717.1
20.4,33735.5
20.41,33756.6
20.421,33774.9
20.431,33790
20.441,33809.5
20.451,33826.6
20.461,33840.7
20.471,33860.6
20.481,33876.6
20.492,33892.3
20.502,33912.3
20.512,33928.6
20.522,33944.3
20.532,33964.8
20.542,33982.6
20.553,34000.3
20.563,34020.4
20.573,34038
20.583,34059.7
20.593,34080.2
20.603,34098.6
20.613,34119.2
20.624,34136.5
20.634,34152.1
20.644,34171.1
20.654,34187.8
20.664,34202.1
20.674,34222.1
20.685,34238
20.695,34254.6
20.705,34274.2
20.715,34290
20.725,34306.6
20.735,34326
20.745,34342.9
20.756,34360.1
20.766,34381.9
20.776,34408.1
20.786,34436.4
20.796,34461.9
20.806,34487.5
20.816,34508.8
20.827,34532.7
20.837,34553.5
20.847,34576.2
20.857,34596.7
20.867,34617.6
20.877,34639.7
20.887,34657.8
20.898,34680.7
20.908,34700.9
20.918,34720.8
20.928,34742.7
20.938,34762.4
20.948,34786.6
20.958,34807.4
20.969,34828.6
20.979,34849
20.989,34864.6
20.999,34885
21.009,34903
21.019,34917.5
21.03,34937.9
21.04,34954.6
21.05,34970.6
21.06,34990.7
21.07,35007.6
21.08,35023
21.091,35043.4
21.101,35061.1
21.111,35077.4
21.121,35097.8
21.131,35115.1
21.141,35135
21.151,35156
21.162,35173.8
21.172,35193.9
21.182,35212.3
21.192,35225.6
21.202,35244.9
21.213,35261.8
21.223,35275.2
21.233,35293.8
21.243,35310.5
21.253,35325.1
21.263,35343.3
21.273,35361.4
21.284,35374.7
21.294,35393.8
21.304,35412.1
21.314,35426.8
21.324,35446.7
21.334,35465.1
21.344,35482.2
21.355,35504.5
21.365,35523.7
21.375,35542.5
21.385,35562
21.395,35578.1
21.405,35593.8
21.416,35611.9
21.426,35628.1
21.436,35641.9
21.446,35661.2
21.456,35676.6
21.466,35691.6
21.476,35710.8
21.487,35727.3
21.497,35741.4
21.507,35761.5
21.517,35779
21.527,35793.4
21.537,35814.6
21.547,35832.2
21.558,35851.1
21.568,35872.7
21.578,35890.5
21.588,35910.2
21.598,35928.8
21.608,35942.8
21.619,35961
21.629,35978
21.639,35992.4
21.649,36008.6
21.659,36026.4
21.669,36041.1
21.679,36057.9
21.69,36077
21.7,36091.7
21.71,36109.2
21.72,36128.1
21.73,36144.4
21.74,36162.9
21.751,36182.4
21.761,36199.8
21.771,36221.8
21.781,36241.7
21.791,36260
21.801,36279.8
21.811,36296.6
21.822,36311
21.832,36329.6
21.842,36346
21.852,36358.4
21.862,36377.6
21.872,36393.2
21.882,36407.5
21.893,36426.1
21.903,36443.6
21.913,36456.3
21.923,36475.9
21.933,36493.9
21.943,36508.2
21.953,36528.7
21.964,36547
21.974,36564.3
21.984,36586.7
21.994,36605.7
22.004,36624.7
22.014,36644
22.025,36659.6
22.035,36676.2
22.045,36693.8
22.055,36709.8
22.065,36724.1
22.075,36743.1
22.085,36758.2
22.096,36773.8
22.106,36792.9
22.116,36808.8
22.126,36823.5
22.136,36843.4
22.146,36860.9
22.156,36876.8
22.167,36897.4
22.177,36915.1
22.187,36935.5
22.197,36956.9
22.207,36974.7
22.217,36995.1
22.228,37013.5
22.238,37027.4
22.248,37047
22.258,37064
22.268,37077.3
22.278,37096.7
22.289,37112.9
22.299,37127.4
22.309,37146.4
22.319,37163.9
22.329,37177.2
22.339,37197.2
22.349,37215.5
22.359,37229.6
22.37,37250.7
22.38,37268.7
22.39,37286.4
22.4,37308.6
22.41,37327.1
22.42,37346.1
22.431,37365.2
22.441,37379.9
22.451,37396.6
22.461,37414
22.471,37429.8
22.481,37443.7
22.491,37462.7
22.502,37477.7
22.512,37493
22.522,37512.2
22.532,37528.2
22.542,37542.5
22.552,37562.6
22.562,37580
22.573,37595
22.583,37615.7
22.593,37633.2
22.603,37652.4
22.613,37673.5
22.623,37691.4
22.633,37711
22.644,37729.8
22.654,37743.5
22.664,37762.4
22.674,37779.3
22.684,37793.6
22.694,37810.8
22.704,37827.9
22.715,37842.7
22.725,37860
22.735,37878.8
22.745,37892.8
22.755,37910.7
22.765,37929
22.775,37944.6
22.786,37962.2
22.796,37981.5
22.806,37998.5
22.816,38019.8
22.826,38039.6
22.836,38057.1
22.847,38077
22.857,38094.4
22.867,38107.6
22.877,38126.8
22.887,38143.4
22.897,38156.2
22.907,38175.1
22.918,38191.4
22.928,38205.7
22.938,38224
22.948,38242
22.958,38255.2
22.968,38274.4
22.979,38292.7
22.989,38307.3
22.999,38327.7
23.009,38346.4
23.019,38363.8
23.029,38386.3
23.039,38405.3
23.05,38424.5
23.06,38443.9
23.07,38459.5
23.08,38476.1
23.09,38493.8
23.1,38509.6
23.11,38523.9
23.121,38542.8
23.131,38557.7
23.141,38573
23.151,38592.2
23.161,38607.9
23.171,38621.8
23.181,38641.9
23.192,38659.5
23.202,38674.5
23.212,38695.4
23.222,38713.1
23.232,38732.1
23.242,38753.3
23.252,38771.2
23.263,38790.7
23.273,38809.2
23.283,38822.9
23.293,38840.9
23.303,38857.3
23.313,38871.8
23.324,38886.9
23.334,38904.8
23.344,38919.5
23.354,38935
23.364,38954.1
23.374,38969.4
23.384,38984.4
23.395,39004.2
23.405,39021.5
23.415,39037.4
23.425,39057.9
23.435,39075.2
23.445,39095.3
23.455,39116.1
23.466,39133.7
23.476,39153.8
23.486,39172
23.496,39185.3
23.506,39204.5
23.516,39221.4
23.527,39234.9
23.537,39253
23.547,39269.6
23.557,39284.1
23.567,39301.6
23.577,39319.6
23.587,39333.2
23.598,39351.3
23.608,39369.5
23.618,39384.9
23.628,39403.5
23.638,39422.5
23.648,39439.7
23.659,39461.5
23.669,39481.4
23.679,39499.3
23.689,39519.5
23.699,39536.4
23.709,39551.1
23.719,39570.2
23.729,39586.9
23.74,39600.5
23.75,39620
23.76,39635.6
23.77,39650.5
23.78,39670.1
23.79,39686.8
23.8,39701
23.811,39721.5
23.821,39739.4
23.831,39754.7
23.841,39775.8
23.851,39793.3
23.862,39812.7
23.872,39834.3
23.882,39852.2
23.892,39872.5
23.902,39891
23.912,39904.7
23.922,39923.8
23.933,39940.7
23.943,39954.4
23.953,39972.4
23.963,39989.3
23.973,40004.1
23.983,40022.2
23.993,40040.6
24.004,40054.6
24.014,40073.6
24.024,40091.9
24.034,40106.8
24.044,40126.9
24.054,40145.5
24.065,40163
24.075,40185.4
24.085,40204.7
24.095,40223.6
24.105,40243.5
24.115,40259.5
24.126,40276.4
24.136,40294.1
24.146,40310
24.156,40325.2
24.166,40344
24.176,40359.5
24.186,40375.8
24.197,40395.2
24.207,40410.4
24.217,40427.1
24.227,40446.4
24.237,40463.2
24.247,40481
24.257,40500.5
24.268,40518
24.278,40539.5
24.288,40559.9
24.298,40577.9
24.308,40598.6
24.318,40616
24.329,40631
24.339,40649.8
24.349,40666.5
24.359,40679.7
24.369,40699.4
24.379,40714.7
24.389,40729.4
24.399,40749
24.41,40766
24.42,40779.8
24.43,40800.5
24.44,40818.5
24.45,40833.6
24.46,40854.6
24.47,40872.4
24.481,40891.3
24.491,40912.8
24.501,40930.9
24.511,40950.7
24.521,40969.5
24.531,40983.3
24.541,41002.1
24.552,41019
24.562,41033.4
24.572,41050.4
24.582,41067.6
24.592,41082.4
24.602,41099.7
24.612,41118.2
24.623,41132.5
24.633,41150.1
24.643,41168.9
24.653,41184.8
24.663,41203.3
24.673,41222.2
24.683,41239.3
24.694,41261
24.704,41281.1
24.714,41299
24.724,41319.4
24.734,41336.4
24.744,41351.5
24.754,41370.3
24.765,41387.1
24.775,41400.9
24.785,41420.8
24.795,41436.6
24.805,41452.3
24.815,41471.7
24.825,41488
24.836,41502.6
24.846,41522.8
24.856,41540.4
24.866,41556
24.876,41576.7
24.886,41594
24.897,41613.6
24.907,41634.7
24.917,41652.5
24.927,41672.4
24.937,41690.6
24.947,41703.9
24.957,41723
24.968,41739.9
24.978,41754
24.988,41771.6
24.998,41788.6
25.008,41803
25.018,41820
25.029,41838.4
25.039,41852.3
25.049,41869.5
25.059,41888.1
25.069,41904.2
25.079,41921.8
25.089,41940.8
25.1,41957.6
25.11,41978.2
25.12,41998.5
25.13,42015.9
25.14,42036.3
25.15,42053.9
25.16,42067.5
25.171,42087.1
25.181,42104
25.191,42117.2
25.201,42136.8
25.211,42153
25.221,42167.6
25.232,42187
25.242,42204.9
25.252,42219
25.262,42239.8
25.272,42258.3
25.282,42274.1
25.292,42295.5
25.303,42313.7
25.313,42333.6
25.323,42355.3
25.333,42373.6
25.343,42393.9
25.353,42412.6
25.363,42426.5
25.374,42446.1
25.384,42463.2
25.394,42476.9
25.404,42496.4
25.414,42512.7
25.424,42527.5
25.434,42547
25.445,42564.8
25.455,42579
25.465,42599.8
25.475,42618.4
25.485,42634.1
25.495,42655.7
25.505,42674.3
25.516,42694.9
25.526,42716.7
25.536,42735.1
25.546,42756.2
25.556,42774.6
25.566,42789.7
25.576,42809.2
25.587,42826.2
25.597,42840
25.607,42859.7
25.617,42875.5
25.627,42890.5
25.637,42910.1
25.647,42926.9
25.658,42941
25.668,42960.9
25.678,42978.3
25.688,42992.4
25.698,43013.5
25.708,43031
25.719,43049.4
25.729,43071.2
25.739,43089.5
25.749,43109.1
25.759,43128.3
25.769,43142.7
25.779,43161.3
25.79,43178.6
25.8,43193.3
25.81,43210.4
25.82,43227.8
25.83,43242.6
25.84,43259.8
25.85,43278.6
25.861,43292.8
25.871,43310.6
25.881,43329.3
25.891,43345
25.901,43363.4
25.911,43382.3
25.922,43399.4
25.932,43421.1
25.942,43441.3
25.952,43459.6
25.962,43479.8
25.972,43496.8
25.982,43512.4
25.992,43531.3
26.003,43548
26.013,43562.4
26.023,43582
26.033,43597.7
26.043,43613.6
26.053,43633.3
26.063,43649.5
26.074,43666
26.084,43685.5
26.094,43702.5
26.104,43719.5
26.114,43739.4
26.124,43756.8
26.135,43777.5
26.145,43798
26.155,43815.6
26.165,43835.9
26.175,43853.6
26.185,43867.1
26.195,43886.1
26.205,43902.7
26.216,43915.4
26.226,43933.8
26.236,43950.2
26.246,43964.6
26.256,43982.6
26.266,44000.7
26.276,44014.3
26.287,44033
26.297,44051.4
26.307,44066.4
26.317,44086
26.327,44104.4
26.337,44121.3
26.347,44143.5
26.358,44162.8
26.368,44181.1
26.378,44201.1
26.388,44217.3
26.398,44233
26.408,44251.4
26.418,44267.8
26.429,44281.6
26.439,44301.1
26.449,44316.4
26.459,44331.7
26.469,44351.4
26.479,44367.9
26.49,44382.9
26.5,44403.1
26.51,44420.9
26.52,44437
26.53,44457.8
26.54,44475.5
26.55,44496.2
26.561,44517.4
26.571,44535.5
26.581,44555.9
26.591,44574
26.601,44588.1
26.611,44607.5
26.622,44624.2
26.632,44637.3
26.642,44656.7
26.652,44672.9
26.662,44687.6
26.672,44706.9
26.682,44724.4
26.693,44738.1
26.703,44758.2
26.713,44776.1
26.723,44790.4
26.733,44811.7
26.744,44831.8
26.754,44850.9
26.764,44872.9
26.775,44891.3
26.785,44911.3
26.795,44930.4
26.805,44944.3
26.815,44963.6
26.825,44980.8
26.836,44994.8
26.846,45013.2
26.856,45030.1
26.866,45044.8
26.876,45062.9
26.886,45081.4
26.897,45095
26.907,45114.2
26.917,45132.5
26.927,45147.5
26.937,45168.2
26.947,45186.6
26.957,45204
26.968,45226.5
26.978,45245.5
26.988,45264.8
26.998,45284.2
27.008,45299.4
27.018,45315.8
27.028,45333.2
27.039,45349.1
27.049,45362.6
27.059,45381.8
27.069,45396.7
27.079,45411.5
27.089,45430.7
27.1,45446.9
27.11,45460.4
27.12,45480.7
27.13,45498.6
27.14,45513.3
27.15,45534.2
27.16,45552
27.171,45570.5
27.181,45592.1
27.191,45609.9
27.201,45629.7
27.211,45648.8
27.221,45662.9
27.232,45681.5
27.242,45698.5
27.252,45713.1
27.262,45729.7
27.272,45747.3
27.282,45762.2
27.292,45779.3
27.303,45797.9
27.313,45812.3
27.323,45829.9
27.333,45848.7
27.343,45864.8
27.353,45883.4
27.363,45902.7
27.373,45920
27.384,45941.7
27.394,45961.4
27.404,45979.4
27.414,45999.4
27.424,46016.2
27.434,46030.6
27.444,46049.6
27.455,46066
27.465,46079.2
27.475,46098.8
27.485,46114.5
27.495,46129.4
27.505,46148.9
27.516,46165.9
27.526,46179.6
27.536,46200.3
27.546,46218.4
27.556,46233.4
27.566,46254.6
27.576,46272.6
27.587,46291.9
27.597,46313.7
27.607,46331.8
27.617,46352.1
27.627,46371.3
27.637,46385.3
27.648,46408.5
27.658,46437.5
27.668,46471.8
27.678,46510.9
27.688,46555.3
27.698,46603.5
27.709,46657.2
27.719,46712.8
27.729,46762.1
27.739,46808.8
27.749,46853.2
27.759,46895.2
27.769,46935.7
27.78,46973.6
27.79,47009.8
27.8,47046.3
27.81,47081
27.82,47111.5
27.83,47142
27.84,47170.4
27.851,47198.1
27.861,47224.9
27.871,47250.4
27.881,47275.9
27.891,47300.6
27.901,47324.4
27.911,47348.4
27.922,47372.4
27.932,47397.8
27.942,47420.5
27.952,47443.9
27.962,47462.9
27.972,47484.5
27.983,47504.2
27.993,47521.3
28.003,47542.9
28.013,47560.9
28.023,47580.1
28.033,47600.5
28.043,47616.3
28.054,47637.4
28.064,47656.8
28.074,47672.9
28.084,47694.7
28.094,47713
28.104,47733.1
28.115,47755.1
28.125,47773.6
28.135,47794.1
28.145,47812.6
28.155,47826.4
28.165,47846.3
28.175,47863.4
28.185,47877.1
28.196,47896.7
28.206,47913
28.216,47927.8
28.226,47947
28.236,47964.6
28.246,47978.3
28.256,47998.6
28.267,48016.4
28.277,48030.6
28.287,48052.1
28.297,48070.3
28.307,48088.9
28.317,48110.9
28.328,48129.6
28.338,48149.5
28.348,48168.7
28.358,48183
28.368,48201.9
28.378,48219
28.388,48233.6
28.399,48250.9
28.409,48268.2
28.419,48283.1
28.429,48300.8
28.439,48319.4
28.449,48333.4
28.46,48351.6
28.47,48369.9
28.48,48385.2
28.49,48403.7
28.5,48422.7
28.51,48439.6
28.52,48461.2
28.531,48481
28.541,48498.9
28.551,48519
28.561,48536
28.571,48550.1
28.581,48569
28.591,48585.5
28.602,48598.4
28.612,48617.9
28.622,48633.4
28.632,48647.8
28.642,48666.7
28.652,48684.3
28.663,48697.7
28.673,48718.1
28.683,48736.2
28.693,48750.9
28.703,48772.3
28.713,48790.5
28.723,48809.3
28.734,48831.4
28.744,48849.6
28.754,48869.4
28.764,48888.4
28.774,48902.7
28.784,48921.2
28.795,48938.2
28.805,48953.1
28.815,48969.9
28.825,48987.6
28.835,49002.6
28.845,49019.8
28.856,49038.4
28.866,49052.4
28.876,49069.7
28.886,49088.4
28.896,49104.3
28.906,49122.3
28.917,49141.6
28.927,49158.5
28.937,49179.8
28.947,49199.7
28.957,49217.3
28.967,49237.2
28.977,49254.5
28.988,49267.9
28.998,49286.9
29.008,49303.3
29.018,49315.8
29.028,49334.2
29.038,49350.2
29.048,49364.3
29.059,49382.1
29.069,49400.2
29.079,49413.8
29.089,49432.3
29.099,49450.7
29.109,49466
29.12,49485.4
29.13,49504.2
29.14,49521.5
29.15,49543.6
29.16,49563
29.17,49581.6
29.18,49601.6
29.191,49618.1
29.201,49634.2
29.211,49652.6
29.221,49668.9
29.231,49683.3
29.241,49702.5
29.252,49717.9
29.262,49733.4
29.272,49753
29.282,49768.9
29.292,49784.6
29.302,49804.4
29.312,49821.9
29.322,49838.4
29.333,49858.5
29.343,49876
29.353,49896.3
29.363,49917
29.373,49934.5
29.383,49954.8
29.393,49973.1
29.404,49986.8
29.414,50006
29.424,50022.9
29.434,50036
29.444,50055.3
29.454,50071.8
29.465,50086.6
29.475,50105.2
29.485,50123.2
29.495,50136.5
29.505,50156.7
29.515,50175.4
29.525,50190.2
29.536,50211.7
29.546,50229.8
29.556,50248.3
29.566,50270.2
29.576,50288.7
29.586,50308.1
29.596,50327
29.607,50341.5
29.617,50359.2
29.627,50376.2
29.637,50391.4
29.647,50406.5
29.657,50424.9
29.667,50439.9
29.678,50456
29.688,50474.8
29.698,50490
29.708,50505.7
29.718,50525.1
29.728,50542
29.738,50558.1
29.749,50578.1
29.759,50595.3
29.769,50615.4
29.779,50636.6
29.789,50654.5
29.799,50675
29.809,50693.2
29.82,50707.1
29.83,50726.6
29.84,50743.4
29.85,50756.5
29.86,50775.6
29.87,50791.9
29.88,50806.6
29.891,50825.5
29.901,50843.6
29.911,50857.1
29.921,50877.3
29.931,50895.3
29.941,50909.5
29.951,50930.2
29.962,50948.3
29.972,50965.8
29.982,50987.9
29.992,51006.5
30.002,51025.6
30.012,51044.5
30.023,51059.5
30.033,51075.7
30.043,51093.1
30.053,51109.1
30.063,51122.1
30.073,51141.2
30.083,51156.3
30.094,51170.8
30.104,51190.1
30.114,51206.5
30.124,51219.7
30.134,51239.7
30.144,51257.3
30.154,51271.4
30.165,51292.7
30.175,51310.7
30.185,51329.1
30.195,51351.2
30.205,51369.4
30.215,51389.3
30.225,51408.4
30.236,51422.9
30.246,51441.4
30.256,51458.5
30.266,51473.3
30.276,51490.7
30.286,51508.1
30.296,51523
30.307,51540.5
30.317,51559.3
30.327,51573.2
30.337,51591.6
30.347,51609.7
30.357,51625.3
30.367,51644
30.378,51662.5
30.388,51679.4
30.398,51701
30.408,51721
30.418,51739
30.428,51759.2
30.438,51776.1
30.449,51790.5
30.459,51809.1
30.469,51825.7
30.479,51838.2
30.489,51857.7
30.499,51873.3
30.509,51887.6
30.52,51906.2
30.53,51923.6
30.54,51936.4
30.55,51955.9
30.56,51973.8
30.57,51988
30.581,52008.5
30.591,52027
30.601,52044.3
30.611,52066.7
30.621,52085.4
30.631,52104.6
30.641,52124.1
30.652,52139.6
30.662,52156.6
30.672,52174
30.682,52190.1
30.692,52204.7
30.702,52223.6
30.712,52238.5
30.723,52254.4
30.733,52273.9
30.743,52289.8
30.753,52306.2
30.763,52325.8
30.773,52343
30.783,52360.7
30.794,52380.2
30.804,52397.4
30.814,52419
30.824,52439.7
30.834,52458.1
30.844,52478.3
30.854,52495.8
30.865,52510.7
30.875,52529.9
30.885,52547
30.895,52561.6
30.905,52587.3
30.915,52616.7
30.925,52651.1
30.936,52685.2
30.946,52716.6
30.956,52747.8
30.966,52778.3
30.976,52808.6
30.986,52837.2
30.996,52862.8
31.007,52888.4
31.017,52912.1
31.027,52936.7
31.037,52959.4
31.047,52982.7
31.057,53005.6
31.068,53026.8
31.078,53057.8
31.088,53093.5
31.098,53135.1
31.108,53177.2
31.118,53215.7
31.128,53251.3
31.139,53284.9
31.149,53317.9
31.159,53350
31.169,53380.2
31.179,53410.9
31.189,53439.1
31.199,53467.4
31.209,53495.4
31.22,53523.5
31.23,53550.6
31.24,53575.7
31.25,53599.2
31.26,53622.2
31.27,53643.2
31.281,53666.6
31.291,53687
31.301,53710.1
31.311,53730.7
31.321,53752.2
31.331,53773.7
31.341,53792.3
31.351,53815.6
31.362,53835.7
31.372,53858.2
31.382,53880.8
31.392,53901.2
31.402,53922.6
31.412,53940.1
31.422,53959.1
31.433,53977.3
31.443,53993.5
31.453,54011.8
31.463,54029.8
31.473,54045.3
31.483,54064.6
31.493,54083.2
31.504,54097.6
31.514,54118.6
31.524,54137.6
31.534,54153.5
31.544,54175.4
31.554,54193.7
31.565,54214.2
31.575,54235.6
31.585,54253.9
31.595,54274.5
31.605,54292.9
31.615,54306.8
31.625,54326.3
31.636,54343.3
31.646,54356.5
31.656,54376
31.666,54392.5
31.676,54407.2
31.686,54426.2
31.696,54443.9
31.707,54457.1
31.717,54477.3
31.727,54495.7
31.737,54510.2
31.747,54531.6
31.757,54549.9
31.768,54568.3
31.778,54590.5
31.788,54608.8
31.798,54628.3
31.808,54647.3
31.818,54661.7
31.828,54679.6
31.839,54696.6
31.849,54711.8
31.859,54727.4
31.869,54745.3
31.879,54760.1
31.889,54775.9
31.899,54794.9
31.91,54809.8
31.92,54825
31.93,54844.2
31.94,54861.1
31.95,54876.2
31.96,54896.4
31.97,54913.6
31.981,54932.3
31.991,54953.3
32.001,54970.8
32.011,54990.2
32.021,55009
32.031,55022.8
32.041,55041.1
32.051,55057.9
32.062,55072.6
32.072,55088.7
32.082,55106.5
32.092,55121.3
32.102,55138.1
32.112,55157
32.122,55171.6
32.133,55189
32.143,55207.9
32.153,55224.3
32.163,55242.5
32.173,55262
32.183,55279.3
32.193,55301.5
32.204,55321.6
32.214,55340.3
32.224,55360.4
32.234,55377.3
32.244,55392.8
32.254,55411.3
32.264,55427.7
32.275,55441.3
32.285,55460.9
32.295,55476.2
32.305,55491.4
32.315,55511
32.325,55527.4
32.336,55541.9
32.346,55562.1
32.356,55580
32.366,55595.4
32.376,55616.6
32.386,55634.4
32.396,55654.6
32.407,55675.9
32.417,55694.1
32.427,55715
32.437,55733.6
32.447,55748.2
32.457,55768
32.467,55785.2
32.478,55799.1
32.488,55819
32.498,55834.9
32.508,55850
32.518,55869.2
32.528,55886.1
32.539,55899.8
32.549,55920.1
32.559,55938.2
32.569,55953.1
32.579,55974.4
32.589,55992.5
32.599,56011.6
32.61,56033.4
