time, angle [deg], U Currrent [A], V Current [A], W Current [A]
8.161,-61774.2,-3.14049,-3.14049,-3.14049
8.168,-61839.2,-3.14049,-3.14049,-3.14049
8.173,-61891.1,-3.14049,-3.14049,-3.14049
8.181,-61958.5,-3.14049,-3.14049,-3.14049
8.187,-62007.5,-3.14049,-3.14049,-3.14049
8.194,-62072.8,-3.14049,-3.14049,-3.14049
8.199,-62121.3,-3.14049,-3.14049,-3.14049
8.204,-62170.3,-3.14049,-3.14049,-3.14049
8.21,-62221.3,-3.14049,-3.14049,-3.14049
8.215,-62271.7,-3.14049,-3.14049,-3.14049
8.221,-62321,-3.14049,-3.14049,-3.14049
8.226,-62371.9,-3.14049,-3.14049,-3.14049
8.232,-62432.9,-3.14049,-3.14049,-3.14049
8.238,-62488.8,-3.14049,-3.14049,-3.14049
8.243,-62543.3,-3.14049,-3.14049,-3.14049
8.249,-62599.7,-3.14049,-3.14049,-3.14049
8.254,-62655.1,-3.14049,-3.14049,-3.14049
8.26,-62710.3,-3.14049,-3.14049,-3.14049
8.265,-62770.7,-3.14049,-3.14049,-3.14049
8.27,-62831.1,-3.14049,-3.14049,-3.14049
8.276,-62890.4,-3.14049,-3.14049,-3.14049
8.281,-62950.8,-3.14049,-3.14049,-3.14049
8.287,-63009.6,-3.14049,-3.14049,-3.14049
8.292,-63068.5,-3.14049,-3.14049,-3.14049
8.298,-63132.7,-3.14049,-3.14049,-3.14049
8.306,-63223.5,-3.14049,-3.14049,-3.14049
8.311,-63284.3,-3.14049,-3.14049,-3.14049
8.317,-63343.8,-3.14049,-3.14049,-3.14049
8.322,-63402.3,-3.14049,-3.14049,-3.14049
8.328,-63464.2,-3.14049,-3.14049,-3.14049
8.333,-63524.6,-3.14049,-3.14049,-3.14049
8.339,-63587,-3.14049,-3.14049,-3.14049
8.345,-63651.5,-3.14049,-3.14049,-3.14049
8.35,-63712.6,-3.14049,-3.14049,-3.14049
8.356,-63771.2,-3.14049,-3.14049,-3.14049
8.361,-63833.9,-3.14049,-3.14049,-3.14049
8.367,-63898.4,-3.14049,-3.14049,-3.14049
8.372,-63961.7,-3.14049,-3.14049,-3.14049
8.378,-64016.6,-3.14049,-3.14049,-3.14049
8.383,-64089.1,-3.14049,-3.14049,-3.14049
8.389,-64150.1,-3.14049,-3.14049,-3.14049
8.394,-64210.4,-3.14049,-3.14049,-3.14049
8.399,-64268.7,-3.14049,-3.14049,-3.14049
8.405,-64326.9,-3.14049,-3.14049,-3.14049
8.41,-64385.5,-3.14049,-3.14049,-3.14049
8.416,-64444.5,-3.14049,-3.14049,-3.14049
8.422,-64497.2,-3.14049,-3.14049,-3.14049
8.427,-64550.6,-3.14049,-3.14049,-3.14049
8.432,-64603.9,-3.14049,-3.14049,-3.14049
8.438,-64656.9,-3.14049,-3.14049,-3.14049
8.444,-64711.5,-3.14049,-3.14049,-3.14049
8.449,-64762.6,-3.14049,-3.14049,-3.14049
8.455,-64813.4,-3.14049,-3.14049,-3.14049
8.46,-64867,-3.14049,-3.14049,-3.14049
8.466,-64920.9,-3.14049,-3.14049,-3.14049
8.471,-64974.8,-3.14049,-3.14049,-3.14049
8.476,-65027.6,-3.14049,-3.14049,-3.14049
8.485,-65114.4,-3.14049,-3.14049,-3.14049
8.49,-65168,-3.14049,-3.14049,-3.14049
8.495,-65220.8,-3.14049,-3.14049,-3.14049
8.501,-65279.6,-3.14049,-3.14049,-3.14049
8.507,-65339.2,-3.14049,-3.14049,-3.14049
8.513,-65402.6,-3.14049,-3.14049,-3.14049
8.518,-65462.2,-3.14049,-3.14049,-3.14049
8.524,-65527.7,-3.14049,-3.14049,-3.14049
8.53,-65584.2,-3.14049,-3.14049,-3.14049
8.536,-65655.1,-3.14049,-3.14049,-3.14049
8.542,-65720.1,-3.14049,-3.14049,-3.14049
8.547,-65776.5,-3.14049,-3.14049,-3.14049
8.553,-65835,-3.14049,-3.14049,-3.14049
8.558,-65891,-3.14049,-3.14049,-3.14049
8.564,-65947.4,-3.14049,-3.14049,-3.14049
8.569,-66011.1,-3.14049,-3.14049,-3.14049
8.575,-66069.1,-3.14049,-3.14049,-3.14049
8.581,-66133,-3.14049,-3.14049,-3.14049
8.586,-66193.8,-3.14049,-3.14049,-3.14049
8.593,-66263.8,-3.14049,-3.14049,-3.14049
8.598,-66321.7,-3.14049,-3.14049,-3.14049
8.607,-66413.8,-3.14049,-3.14049,-3.14049
8.612,-66466.7,-3.14049,-3.14049,-3.14049
8.618,-66521.1,-3.14049,-3.14049,-3.14049
8.623,-66575.4,-3.14049,-3.14049,-3.14049
8.628,-66628.5,-3.14049,-3.14049,-3.14049
8.634,-66683.1,-3.14049,-3.14049,-3.14049
8.639,-66743.3,-3.14049,-3.14049,-3.14049
8.646,-66809.6,-3.14049,-3.14049,-3.14049
8.651,-66865.3,-3.14049,-3.14049,-3.14049
8.657,-66922.8,-3.14049,-3.14049,-3.14049
8.663,-66981.9,-3.14049,-3.14049,-3.14049
8.668,-67031.8,-3.14049,-3.14049,-3.14049
8.675,-67100.8,-3.14049,-3.14049,-3.14049
8.681,-67150.2,-3.14049,-3.14049,-3.14049
8.686,-67196.5,-3.14049,-3.14049,-3.14049
8.693,-67255.2,-3.14049,-3.14049,-3.14049
8.698,-67303.8,-3.14049,-3.14049,-3.14049
8.703,-67352.3,-3.14049,-3.14049,-3.14049
8.71,-67416.3,-3.14049,-3.14049,-3.14049
8.716,-67465.8,-3.14049,-3.14049,-3.14049
8.721,-67514,-3.14049,-3.14049,-3.14049
8.726,-67562.1,-3.14049,-3.14049,-3.14049
8.732,-67613,-3.14049,-3.14049,-3.14049
8.739,-67684.3,-3.14049,-3.14049,-3.14049
8.745,-67735.2,-3.14049,-3.14049,-3.14049
8.75,-67787.8,-3.14049,-3.14049,-3.14049
8.756,-67844.4,-3.14049,-3.14049,-3.14049
8.761,-67892.6,-3.14049,-3.14049,-3.14049
8.768,-67949.5,-3.14049,-3.14049,-3.14049
8.775,-68020.4,-3.14049,-3.14049,-3.14049
8.78,-68071.3,-3.14049,-3.14049,-3.14049
8.786,-68122.7,-3.14049,-3.14049,-3.14049
8.792,-68184.8,-3.14049,-3.14049,-3.14049
8.798,-68244.1,-3.14049,-3.14049,-3.14049
8.806,-68319,-3.14049,-3.14049,-3.14049
8.811,-68371,-3.14049,-3.14049,-3.14049
8.817,-68425.5,-3.14049,-3.14049,-3.14049
8.823,-68477.3,-3.14049,-3.14049,-3.14049
8.828,-68531.5,-3.14049,-3.14049,-3.14049
8.834,-68585.1,-3.14049,-3.14049,-3.14049
8.839,-68638.9,-3.14049,-3.14049,-3.14049
8.844,-68695,-3.14049,-3.14049,-3.14049
8.85,-68751.2,-3.14049,-3.14049,-3.14049
8.855,-68809,-3.14049,-3.14049,-3.14049
8.862,-68872,-3.14049,-3.14049,-3.14049
8.867,-68928.8,-3.14049,-3.14049,-3.14049
8.872,-68983.6,-3.14049,-3.14049,-3.14049
8.878,-68960.8,-3.14049,-3.14049,-3.14049
8.883,-69097.1,-3.14049,-3.14049,-3.14049
8.888,-69153.7,-3.14049,-3.14049,-3.14049
8.894,-69212.6,-3.14049,-3.14049,-3.14049
8.899,-69272.1,-3.14049,-3.14049,-3.14049
8.904,-69330,-3.14049,-3.14049,-3.14049
8.91,-69389.4,-3.14049,-3.14049,-3.14049
8.917,-69466.6,-3.14049,-3.14049,-3.14049
8.925,-69546.2,-3.14049,-3.14049,-3.14049
8.935,-69647.8,-3.14049,-3.14049,-3.14049
8.941,-69702.5,-3.14049,-3.14049,-3.14049
8.947,-69754.3,-3.14049,-3.14049,-3.14049
8.953,-69805.5,-3.14049,-3.14049,-3.14049
8.96,-69862.3,-3.14049,-3.14049,-3.14049
8.967,-69917.6,-3.14049,-3.14049,-3.14049
8.972,-69965.6,-3.14049,-3.14049,-3.14049
8.977,-70013.4,-3.14049,-3.14049,-3.14049
8.983,-70062.1,-3.14049,-3.14049,-3.14049
8.989,-70111.2,-3.14049,-3.14049,-3.14049
8.994,-70164.2,-3.14049,-3.14049,-3.14049
9,-70215.6,-3.14049,-3.14049,-3.14049
9.005,-70264,-3.14049,-3.14049,-3.14049
9.011,-70322.3,-3.14049,-3.14049,-3.14049
9.016,-70375,-3.14049,-3.14049,-3.14049
9.024,-70443.3,-3.14049,-3.14049,-3.14049
9.029,-70492.1,-3.14049,-3.14049,-3.14049
9.035,-70541.2,-3.14049,-3.14049,-3.14049
9.04,-70590.3,-3.14049,-3.14049,-3.14049
9.045,-70640.6,-3.14049,-3.14049,-3.14049
9.051,-70693.4,-3.14049,-3.14049,-3.14049
9.056,-70745.9,-3.14049,-3.14049,-3.14049
9.061,-70797.7,-3.14049,-3.14049,-3.14049
9.067,-70851.4,-3.14049,-3.14049,-3.14049
9.072,-70905,-3.14049,-3.14049,-3.14049
9.078,-70964.5,-3.14049,-3.14049,-3.14049
9.083,-71018.9,-3.14049,-3.14049,-3.14049
9.09,-71087.7,-3.14049,-3.14049,-3.14049
9.098,-71164.1,-3.14049,-3.14049,-3.14049
9.103,-71217.6,-3.14049,-3.14049,-3.14049
9.109,-71272.2,-3.14049,-3.14049,-3.14049
9.114,-71325.5,-3.14049,-3.14049,-3.14049
9.119,-71379.2,-3.14049,-3.14049,-3.14049
9.125,-71441.4,-3.14049,-3.14049,-3.14049
9.131,-71493,-3.14049,-3.14049,-3.14049
9.136,-71542.8,-3.14049,-3.14049,-3.14049
9.142,-71592.8,-3.14049,-3.14049,-3.14049
9.148,-71651.1,-3.14049,-3.14049,-3.14049
9.153,-71703.4,-3.14049,-3.14049,-3.14049
9.159,-71760.5,-3.14049,-3.14049,-3.14049
9.166,-71824.5,-3.14049,-3.14049,-3.14049
9.171,-71877.5,-3.14049,-3.14049,-3.14049
9.177,-71910.6,-3.14049,-3.14049,-3.14049
9.182,-71987.2,-3.14049,-3.14049,-3.14049
9.188,-72039.1,-3.14049,-3.14049,-3.14049
9.193,-72092.7,-3.14049,-3.14049,-3.14049
9.198,-72147.2,-3.14049,-3.14049,-3.14049
9.204,-72197.6,-3.14049,-3.14049,-3.14049
9.209,-72256,-3.14049,-3.14049,-3.14049
9.215,-72309.7,-3.14049,-3.14049,-3.14049
9.22,-72363.8,-3.14049,-3.14049,-3.14049
9.226,-72425.4,-3.14049,-3.14049,-3.14049
9.232,-72483.1,-3.14049,-3.14049,-3.14049
9.237,-72540.2,-3.14049,-3.14049,-3.14049
9.243,-72594.7,-3.14049,-3.14049,-3.14049
9.25,-72676.1,-3.14049,-3.14049,-3.14049
9.256,-72730.7,-3.14049,-3.14049,-3.14049
9.261,-72784.3,-3.14049,-3.14049,-3.14049
9.266,-72840.8,-3.14049,-3.14049,-3.14049
9.273,-72906.9,-3.14049,-3.14049,-3.14049
9.278,-72959.9,-3.14049,-3.14049,-3.14049
9.283,-73013.5,-3.14049,-3.14049,-3.14049
9.289,-73068.5,-3.14049,-3.14049,-3.14049
9.294,-73122.2,-3.14049,-3.14049,-3.14049
9.301,-73190.2,-3.14049,-3.14049,-3.14049
9.307,-73253.7,-3.14049,-3.14049,-3.14049
9.312,-73308.7,-3.14049,-3.14049,-3.14049
9.317,-73366.1,-3.14049,-3.14049,-3.14049
9.323,-73424.1,-3.14049,-3.14049,-3.14049
9.328,-73481.7,-3.14049,-3.14049,-3.14049
9.335,-73555.2,-3.14049,-3.14049,-3.14049
9.34,-73614.1,-3.14049,-3.14049,-3.14049
9.346,-73671.2,-3.14049,-3.14049,-3.14049
9.351,-73729.6,-3.14049,-3.14049,-3.14049
9.356,-73790.4,-3.14049,-3.14049,-3.14049
9.363,-73856.7,-3.14049,-3.14049,-3.14049
9.369,-73927,-3.14049,-3.14049,-3.14049
9.377,-74016.5,-3.14049,-3.14049,-3.14049
9.382,-74076.9,-3.14049,-3.14049,-3.14049
9.387,-74136.6,-3.14049,-3.14049,-3.14049
9.393,-74195.9,-3.14049,-3.14049,-3.14049
9.398,-74255.7,-3.14049,-3.14049,-3.14049
9.403,-74317.8,-3.14049,-3.14049,-3.14049
9.409,-74378.5,-3.14049,-3.14049,-3.14049
9.414,-74440.7,-3.14049,-3.14049,-3.14049
9.42,-74503.9,-3.14049,-3.14049,-3.14049
9.428,-74591,-3.14049,-3.14049,-3.14049
9.433,-74656.8,-3.14049,-3.14049,-3.14049
9.439,-74712.7,-3.14049,-3.14049,-3.14049
9.444,-74767.5,-3.14049,-3.14049,-3.14049
9.449,-74821.3,-3.14049,-3.14049,-3.14049
9.455,-74875.2,-3.14049,-3.14049,-3.14049
9.46,-74925.8,-3.14049,-3.14049,-3.14049
9.465,-74980,-3.14049,-3.14049,-3.14049
9.471,-75037,-3.14049,-3.14049,-3.14049
9.476,-75091.7,-3.14049,-3.14049,-3.14049
9.482,-75146.7,-3.14049,-3.14049,-3.14049
9.487,-75206.1,-3.14049,-3.14049,-3.14049
9.493,-75262.7,-3.14049,-3.14049,-3.14049
9.498,-75317.6,-3.14049,-3.14049,-3.14049
9.503,-75378.4,-3.14049,-3.14049,-3.14049
9.509,-75436.2,-3.14049,-3.14049,-3.14049
9.515,-75499.9,-3.14049,-3.14049,-3.14049
9.52,-75555.9,-3.14049,-3.14049,-3.14049
9.526,-75612.2,-3.14049,-3.14049,-3.14049
9.531,-75666.7,-3.14049,-3.14049,-3.14049
9.538,-75741.3,-3.14049,-3.14049,-3.14049
9.544,-75801.8,-3.14049,-3.14049,-3.14049
9.55,-75859,-3.14049,-3.14049,-3.14049
9.558,-75952.4,-3.14049,-3.14049,-3.14049
9.564,-76004.5,-3.14049,-3.14049,-3.14049
9.569,-76058.3,-3.14049,-3.14049,-3.14049
9.574,-76114.5,-3.14049,-3.14049,-3.14049
9.58,-76168.5,-3.14049,-3.14049,-3.14049
9.585,-76222.5,-3.14049,-3.14049,-3.14049
9.591,-76281.3,-3.14049,-3.14049,-3.14049
9.597,-76335.2,-3.14049,-3.14049,-3.14049
9.602,-76390.8,-3.14049,-3.14049,-3.14049
9.608,-76453.1,-3.14049,-3.14049,-3.14049
9.614,-76510,-3.14049,-3.14049,-3.14049
9.621,-76583.9,-3.14049,-3.14049,-3.14049
9.627,-76637.8,-3.14049,-3.14049,-3.14049
9.632,-76688.2,-3.14049,-3.14049,-3.14049
9.638,-76736.5,-3.14049,-3.14049,-3.14049
9.643,-76787.4,-3.14049,-3.14049,-3.14049
9.649,-76841.3,-3.14049,-3.14049,-3.14049
9.654,-76889.5,-3.14049,-3.14049,-3.14049
9.659,-76938.8,-3.14049,-3.14049,-3.14049
9.665,-76990.2,-3.14049,-3.14049,-3.14049
9.67,-77041.8,-3.14049,-3.14049,-3.14049
9.679,-77114.8,-3.14049,-3.14049,-3.14049
9.684,-77163.9,-3.14049,-3.14049,-3.14049
9.69,-77217.4,-3.14049,-3.14049,-3.14049
9.695,-77266.3,-3.14049,-3.14049,-3.14049
9.701,-77317.4,-3.14049,-3.14049,-3.14049
9.706,-77369.7,-3.14049,-3.14049,-3.14049
9.712,-77421.3,-3.14049,-3.14049,-3.14049
9.717,-77470.6,-3.14049,-3.14049,-3.14049
9.723,-77523.1,-3.14049,-3.14049,-3.14049
9.728,-77577,-3.14049,-3.14049,-3.14049
9.733,-77629,-3.14049,-3.14049,-3.14049
9.739,-77684.1,-3.14049,-3.14049,-3.14049
9.745,-77741,-3.14049,-3.14049,-3.14049
9.75,-77796.2,-3.14049,-3.14049,-3.14049
9.756,-77852.1,-3.14049,-3.14049,-3.14049
9.761,-77911.6,-3.14049,-3.14049,-3.14049
9.766,-77968.6,-3.14049,-3.14049,-3.14049
9.772,-78025,-3.14049,-3.14049,-3.14049
9.777,-78083.4,-3.14049,-3.14049,-3.14049
9.783,-78140.9,-3.14049,-3.14049,-3.14049
9.788,-78195.6,-3.14049,-3.14049,-3.14049
9.794,-78253,-3.14049,-3.14049,-3.14049
9.799,-78309.7,-3.14049,-3.14049,-3.14049
9.805,-78367.4,-3.14049,-3.14049,-3.14049
9.81,-78428,-3.14049,-3.14049,-3.14049
9.816,-78487,-3.14049,-3.14049,-3.14049
9.821,-78543.4,-3.14049,-3.14049,-3.14049
9.827,-78603.6,-3.14049,-3.14049,-3.14049
9.832,-78665.4,-3.14049,-3.14049,-3.14049
9.838,-78727.4,-3.14049,-3.14049,-3.14049
9.843,-78785.5,-3.14049,-3.14049,-3.14049
9.849,-78841.7,-3.14049,-3.14049,-3.14049
9.854,-78897.1,-3.14049,-3.14049,-3.14049
9.86,-78956,-3.14049,-3.14049,-3.14049
9.865,-79015.7,-3.14049,-3.14049,-3.14049
9.871,-79076.4,-3.14049,-3.14049,-3.14049
9.876,-79140.8,-3.14049,-3.14049,-3.14049
9.882,-79200.1,-3.14049,-3.14049,-3.14049
9.887,-79254.9,-3.14049,-3.14049,-3.14049
9.893,-79310.4,-3.14049,-3.14049,-3.14049
9.898,-79366.9,-3.14049,-3.14049,-3.14049
9.903,-79420.5,-3.14049,-3.14049,-3.14049
9.909,-79474,-3.14049,-3.14049,-3.14049
9.914,-79527.9,-3.14049,-3.14049,-3.14049
9.919,-79581.3,-3.14049,-3.14049,-3.14049
9.925,-79635,-3.14049,-3.14049,-3.14049
9.931,-79694.6,-3.14049,-3.14049,-3.14049
9.936,-79753.2,-3.14049,-3.14049,-3.14049
9.942,-79810.8,-3.14049,-3.14049,-3.14049
9.947,-79869.7,-3.14049,-3.14049,-3.14049
9.953,-79926.4,-3.14049,-3.14049,-3.14049
9.958,-79983.2,-3.14049,-3.14049,-3.14049
9.964,-80042.8,-3.14049,-3.14049,-3.14049
9.969,-80105,-3.14049,-3.14049,-3.14049
9.975,-80163.5,-3.14049,-3.14049,-3.14049
9.98,-80223.7,-3.14049,-3.14049,-3.14049
9.985,-80284.4,-3.14049,-3.14049,-3.14049
9.992,-80352,-3.14049,-3.14049,-3.14049
9.997,-80416.8,-3.14049,-3.14049,-3.14049
10.003,-80482.9,-3.14049,-3.14049,-3.14049
