time, angle [deg], U Currrent [A], V Current [A], W Current [A] , Id[A], Iq[A]
1.387,365.56,1.26301,2.36956,-3.63258,3.86349,2.34075
1.387,365.604,1.26301,2.36956,-3.63258,3.88222,2.30956
1.387,365.626,1.26301,2.36956,-3.63258,3.90069,2.27822
1.388,365.692,1.26301,2.36956,-3.63258,3.9068,2.26774
1.388,365.67,1.26301,2.36956,-3.63258,3.91287,2.25724
1.389,365.823,1.26301,2.36956,-3.63258,3.94282,2.20451
1.389,365.78,1.26301,2.36956,-3.63258,3.93688,2.21509
1.389,365.801,1.26301,2.36956,-3.63258,3.96626,2.16204
1.39,365.889,1.26301,2.36956,-3.63258,3.97205,2.15138
1.39,365.955,1.26301,2.36956,-3.63258,3.97782,2.14071
1.391,366.021,1.26301,2.36956,-3.63258,3.98355,2.11932
1.391,365.955,1.26301,2.36956,-3.63258,3.98925,2.11932
1.391,366.043,1.26301,2.36956,-3.63258,4.00058,2.09787
1.392,366.087,1.26301,2.36956,-3.63258,4.00619,2.08712
1.392,366.109,1.26301,2.36956,-3.63258,4.00619,2.08712
1.393,366.087,1.26301,2.36956,-3.63258,4.01734,2.06558
1.393,366.087,1.26301,2.36956,-3.63258,4.02287,2.05479
1.393,366.087,1.26301,2.36956,-3.63258,4.02287,2.05479
1.394,366.131,1.26301,2.36956,-3.63258,4.01178,2.07636
1.394,366.153,1.26301,2.36956,-3.63258,4.01734,2.06558
1.395,366.175,1.26301,2.36956,-3.63258,4.01734,2.06558
1.395,366.153,1.26301,2.36956,-3.63258,4.04471,2.01147
1.395,366.241,1.26301,2.36956,-3.63258,4.03929,2.02232
1.396,366.241,1.26301,2.36956,-3.63258,4.02838,2.02232
1.396,366.263,1.26301,2.36956,-3.63258,4.03385,2.03316
1.397,366.219,1.26301,2.36956,-3.63258,4.03385,2.03316
1.397,366.197,1.26301,2.36956,-3.63258,4.03385,2.03316
1.397,366.109,1.26301,2.36956,-3.63258,4.03385,2.03316
1.398,366.109,1.26301,2.36956,-3.63258,4.02838,2.04398
1.398,366.153,1.26301,2.36956,-3.63258,4.02287,2.05479
1.399,366.109,1.26301,2.36956,-3.63258,4.00619,2.08712
1.399,366.065,1.26301,2.36956,-3.63258,4.01178,2.07636
1.399,366.043,1.26301,2.36956,-3.63258,3.98355,2.13003
1.4,365.977,1.26301,2.36956,-3.63258,3.98925,2.11932
1.4,365.955,1.26301,2.36956,-3.63258,3.98355,2.13003
1.401,365.933,1.26301,2.36956,-3.63258,3.96626,2.16204
1.401,365.933,1.26301,2.36956,-3.63258,3.96626,2.16204
1.401,365.867,1.26301,2.36956,-3.63258,3.94872,2.19392
1.402,365.845,1.26301,2.36956,-3.63258,3.92493,2.22565
1.402,365.801,1.26301,2.36956,-3.63258,3.92493,2.2362
1.403,365.758,1.26301,2.36956,-3.63258,3.91892,2.24672
1.403,365.692,1.26301,2.36956,-3.63258,3.89456,2.28868
1.404,365.626,1.26301,2.36956,-3.63258,3.9068,2.26774
1.404,365.648,1.26301,2.36956,-3.63258,3.90069,2.27822
1.404,365.582,1.26301,2.36956,-3.63258,3.86349,2.34075
1.405,365.56,1.26301,2.36956,-3.63258,3.84451,2.37179
1.405,365.494,1.26301,2.36956,-3.63258,3.85086,2.36146
1.405,365.538,1.26301,2.36956,-3.63258,3.83813,2.38211
1.406,365.428,1.26301,2.36956,-3.63258,3.82528,2.40268
1.406,365.406,1.26301,2.36956,-3.63258,3.81233,2.42319
1.407,365.34,1.26301,2.36956,-3.63258,3.79926,2.44362
1.407,365.296,1.26301,2.36956,-3.63258,3.79269,2.45381
1.408,365.252,1.26301,2.36956,-3.63258,3.77945,2.48428
1.408,365.274,1.26301,2.36956,-3.63258,3.79269,2.48428
1.408,365.274,1.26301,2.36956,-3.63258,3.77945,2.48428
1.409,365.252,1.26301,2.36956,-3.63258,3.78608,2.46399
1.409,365.186,1.26301,2.36956,-3.63258,3.75267,2.51459
1.41,365.208,1.26301,2.36956,-3.63258,3.7594,2.50451
1.41,365.186,1.26301,2.36956,-3.63258,3.7459,2.52466
1.41,365.12,1.26301,2.36956,-3.63258,3.75267,2.51459
1.411,365.186,1.26301,2.36956,-3.63258,3.73229,2.54473
1.411,365.076,1.26301,2.36956,-3.63258,3.72545,2.55474
1.412,365.076,1.26301,2.36956,-3.63258,3.73911,2.5347
1.412,365.12,1.26301,2.36956,-3.63258,3.73229,2.54473
1.412,365.076,1.26301,2.36956,-3.63258,3.73229,2.54473
1.413,365.098,1.26301,2.36956,-3.63258,3.72545,2.55474
1.413,365.076,1.26301,2.36956,-3.63258,3.72545,2.54473
1.414,365.142,1.26301,2.36956,-3.63258,3.71857,2.56474
1.414,365.076,1.26301,2.36956,-3.63258,3.7459,2.52466
1.414,365.12,1.26301,2.36956,-3.63258,3.73229,2.54473
1.415,365.098,1.26301,2.36956,-3.63258,3.7459,2.52466
1.415,365.164,1.26301,2.36956,-3.63258,3.7728,2.48428
1.416,365.274,1.26301,2.36956,-3.63258,3.7728,2.48428
1.416,365.252,1.26301,2.36956,-3.63258,3.79269,2.45381
1.416,365.296,1.26301,2.36956,-3.63258,3.80581,2.43341
1.417,365.362,1.26301,2.36956,-3.63258,3.82528,2.40268
1.417,365.318,1.26301,2.36956,-3.63258,3.81233,2.42319
1.418,365.406,1.26301,2.36956,-3.63258,3.82528,2.40268
1.418,365.428,1.26301,2.36956,-3.63258,3.83813,2.38211
1.418,365.428,1.26301,2.36956,-3.63258,3.83813,2.3924
1.419,365.516,1.26301,2.36956,-3.63258,3.876,2.34075
1.419,365.516,1.26301,2.36956,-3.63258,3.85719,2.35112
1.42,365.582,1.26301,2.36956,-3.63258,3.90069,2.27822
1.42,365.648,1.26301,2.36956,-3.63258,3.89456,2.28868
1.42,365.648,1.26301,2.36956,-3.63258,3.8884,2.29913
1.421,365.604,1.26301,2.36956,-3.63258,3.91892,2.2362
1.421,365.648,1.26301,2.36956,-3.63258,3.91892,2.24672
1.422,365.78,1.26301,2.36956,-3.63258,3.93092,2.22565
1.422,365.758,1.26301,2.36956,-3.63258,3.94282,2.20451
1.423,365.867,1.26301,2.36956,-3.63258,3.94872,2.19392
1.423,365.801,1.26301,2.36956,-3.63258,3.94282,2.20451
1.423,365.801,1.26301,2.36956,-3.63258,3.96045,2.17268
1.424,365.911,1.26301,2.36956,-3.63258,3.96626,2.16204
1.424,365.933,1.26301,2.36956,-3.63258,3.97782,2.14071
1.425,365.933,1.26301,2.36956,-3.63258,3.96626,2.16204
1.425,365.911,1.26301,2.36956,-3.63258,4.00058,2.09787
1.425,365.999,1.26301,2.36956,-3.63258,3.97782,2.14071
1.426,365.977,1.26301,2.36956,-3.63258,3.97205,2.15138
1.426,365.977,1.26301,2.36956,-3.63258,3.97205,2.16204
1.427,365.955,1.26301,2.36956,-3.63258,3.97205,2.15138
1.427,365.977,1.26301,2.36956,-3.63258,3.98355,2.13003
1.428,365.955,1.26301,2.36956,-3.63258,3.97205,2.15138
1.428,365.933,1.26301,2.36956,-3.63258,3.96045,2.15138
1.428,365.933,1.26301,2.36956,-3.63258,3.97205,2.15138
1.429,365.889,1.26301,2.36956,-3.63258,3.97205,2.15138
1.429,365.889,1.26301,2.36956,-3.63258,3.9546,2.18331
1.43,365.845,1.26301,2.36956,-3.63258,3.9546,2.18331
1.43,365.845,1.26301,2.36956,-3.63258,3.9546,2.18331
1.431,365.758,1.26301,2.36956,-3.63258,3.92493,2.2362
1.431,365.78,1.26301,2.36956,-3.63258,3.93092,2.22565
1.432,365.736,1.26301,2.36956,-3.63258,3.91892,2.24672
1.432,365.736,1.26301,2.36956,-3.63258,3.9068,2.26774
1.432,365.692,1.26301,2.36956,-3.63258,3.8884,2.29913
1.433,365.582,1.26301,2.36956,-3.63258,3.8884,2.29913
1.433,365.604,1.26301,2.36956,-3.63258,3.85719,2.33037
1.434,365.538,1.26301,2.36956,-3.63258,3.84451,2.37179
1.434,365.45,1.26301,2.36956,-3.63258,3.83813,2.38211
1.434,365.45,1.26301,2.36956,-3.63258,3.82528,2.40268
1.435,365.428,1.26301,2.36956,-3.63258,3.82528,2.40268
1.435,365.34,1.26301,2.36956,-3.63258,3.79269,2.45381
1.436,365.274,1.26301,2.36956,-3.63258,3.79269,2.45381
1.436,365.296,1.26301,2.36956,-3.63258,3.77945,2.50451
1.436,365.208,1.26301,2.36956,-3.63258,3.7728,2.48428
1.437,365.23,1.26301,2.36956,-3.63258,3.7594,2.50451
1.437,365.208,1.26301,2.36956,-3.63258,3.76612,2.4944
1.438,365.142,1.26301,2.36956,-3.63258,3.7728,2.48428
1.438,365.208,1.26301,2.36956,-3.63258,3.73911,2.5347
1.438,365.12,1.26301,2.36956,-3.63258,3.71857,2.56474
1.439,365.098,1.26301,2.36956,-3.63258,3.73229,2.5347
1.439,365.076,1.26301,2.36956,-3.63258,3.71168,2.56474
1.439,365.054,1.26301,2.36956,-3.63258,3.72545,2.55474
1.44,365.032,1.26301,2.36956,-3.63258,3.72545,2.55474
1.44,365.054,1.26301,2.36956,-3.63258,3.70475,2.58467
1.441,365.01,1.26301,2.36956,-3.63258,3.73229,2.54473
1.441,365.054,1.26301,2.36956,-3.63258,3.69082,2.60452
1.442,364.922,1.26301,2.36956,-3.63258,3.71168,2.57471
1.442,364.988,1.26301,2.36956,-3.63258,3.71168,2.58467
1.442,365.054,1.26301,2.36956,-3.63258,3.6978,2.5946
1.443,364.988,1.26301,2.36956,-3.63258,3.71168,2.57471
1.443,365.054,1.26301,2.36956,-3.63258,3.71168,2.57471
1.444,365.032,1.26301,2.36956,-3.63258,3.6978,2.5946
1.444,365.01,1.26301,2.36956,-3.63258,3.71857,2.56474
1.444,365.076,1.26301,2.36956,-3.63258,3.73229,2.54473
1.445,365.142,1.26301,2.36956,-3.63258,3.73911,2.5347
1.446,365.186,1.26301,2.36956,-3.63258,3.79269,2.45381
1.446,365.252,1.26301,2.36956,-3.63258,3.77945,2.47414
1.447,365.318,1.26301,2.36956,-3.63258,3.81233,2.42319
1.447,365.406,1.26301,2.36956,-3.63258,3.84451,2.37179
1.448,365.582,1.26301,2.36956,-3.63258,3.8884,2.29913
1.448,365.67,1.26301,2.36956,-3.63258,3.89456,2.24672
1.449,365.801,1.26301,2.36956,-3.63258,3.93092,2.22565
1.449,365.823,1.26301,2.36956,-3.63258,3.96045,2.17268
1.45,365.933,1.26301,2.36956,-3.63258,3.98925,2.13003
1.45,365.999,1.26301,2.36956,-3.63258,4.01178,2.07636
1.451,366.043,1.26301,2.36956,-3.63258,4.04471,2.01147
1.451,366.219,1.26301,2.36956,-3.63258,4.06608,1.96792
1.451,366.373,1.26301,2.36956,-3.63258,4.11244,1.8691
1.452,366.549,1.26301,2.36956,-3.63258,4.14683,1.7692
1.453,366.702,1.26301,2.36956,-3.63258,4.16113,1.75803
1.453,366.724,1.26301,2.36956,-3.63258,4.18435,1.70202
1.454,366.988,1.26301,2.36956,-3.63258,4.23279,1.57772
1.454,367.098,1.26301,2.36956,-3.63258,4.25765,1.50933
1.454,367.274,1.26301,2.36956,-3.63258,4.28141,1.44055
1.455,367.56,1.26301,2.36956,-3.63258,4.33594,1.26701
1.455,367.779,1.26301,2.36956,-3.63258,4.36528,1.16188
1.456,368.065,1.26301,2.36956,-3.63258,4.40045,0.99702
1.456,368.373,1.26301,2.36956,-3.63258,4.45097,0.771072
1.457,368.68,1.26301,2.36956,-3.63258,4.4735,0.627298
1.457,368.944,1.26301,2.36956,-3.63258,4.49266,0.470812
1.457,369.34,1.26301,2.36956,-3.63258,4.51262,0.204784
1.458,369.735,1.26301,2.36956,-3.63258,4.51702,0.0471907
1.458,369.999,1.26301,2.36956,-3.63258,4.51488,-0.146829
1.458,370.394,1.26301,2.36956,-3.63258,4.50152,-0.376847
1.459,370.834,1.26301,2.36956,-3.63258,4.47964,-0.581839
1.459,371.229,1.26301,2.36956,-3.63258,4.45052,-0.773674
1.459,371.537,1.26301,2.36956,-3.63258,4.40528,-1.04685
1.46,371.999,1.26301,2.36956,-3.63258,4.35508,-1.19955
1.46,372.328,1.26301,2.36956,-3.63258,4.30693,-1.36236
1.461,372.658,1.26301,2.36956,-3.63258,4.21465,-1.62555
1.461,373.031,1.26301,2.36956,-3.63258,4.16481,-1.78278
1.461,373.383,1.26301,2.36956,-3.63258,4.08066,-1.93749
1.462,373.757,1.26301,2.36956,-3.63258,3.95917,-2.175
1.462,374.196,1.26301,2.36956,-3.63258,3.88706,-2.3014
1.463,374.46,1.26301,2.36956,-3.63258,3.81091,-2.42542
1.463,374.833,1.26301,2.36956,-3.63258,3.64683,-2.66577
1.463,375.185,1.26301,2.36956,-3.63258,3.58136,-2.78186
1.464,375.471,1.26301,2.36956,-3.63258,3.46761,-2.92289
1.464,375.8,1.26301,2.36956,-3.63258,3.38864,-3.02332
1.465,376.02,1.26301,2.36956,-3.63258,3.31548,-3.0681
1.465,376.306,1.26301,2.36956,-3.63258,3.2064,-3.18193
1.466,376.416,1.26301,2.36956,-3.63258,3.15473,-3.23316
1.466,376.613,1.26301,2.36956,-3.63258,3.08457,-3.30017
1.466,376.789,1.26301,2.36956,-3.63258,3.00393,-3.37373
1.467,376.899,1.26301,2.36956,-3.63258,2.98577,-3.38981
1.467,376.965,1.26301,2.36956,-3.63258,2.97666,-3.39782
1.467,377.031,1.26301,2.36956,-3.63258,2.92154,-3.46096
1.468,377.141,1.26301,2.36956,-3.63258,2.903,-3.46096
1.468,377.163,1.26301,2.36956,-3.63258,2.903,-3.46096
1.469,377.163,1.26301,2.36956,-3.63258,2.903,-3.46096
1.469,377.119,1.26301,2.36956,-3.63258,2.88437,-3.4765
1.47,377.207,1.26301,2.36956,-3.63258,2.91228,-3.46096
1.47,377.097,1.26301,2.36956,-3.63258,2.93078,-3.43747
1.47,377.053,1.26301,2.36956,-3.63258,2.96753,-3.4058
1.471,377.009,1.26301,2.36956,-3.63258,2.99486,-3.38981
1.471,376.855,1.26301,2.36956,-3.63258,3.03999,-3.34128
1.472,376.767,1.26301,2.36956,-3.63258,3.0668,-3.29188
1.472,376.635,1.26301,2.36956,-3.63258,3.13732,-3.1991
1.472,376.416,1.26301,2.36956,-3.63258,3.23193,-3.156
1.473,376.284,1.26301,2.36956,-3.63258,3.28234,-3.08586
1.473,376.064,1.26301,2.36956,-3.63258,3.41259,-2.95971
1.474,375.844,1.26301,2.36956,-3.63258,3.47537,-2.88574
1.474,375.602,1.26301,2.36956,-3.63258,3.54408,-2.80093
1.474,375.295,1.26301,2.36956,-3.63258,3.68929,-2.60668
1.475,374.965,1.26301,2.36956,-3.63258,3.75794,-2.5067
1.475,374.745,1.26301,2.36956,-3.63258,3.83032,-2.37404
1.476,374.46,1.26301,2.36956,-3.63258,3.94744,-2.19622
1.476,374.042,1.26301,2.36956,-3.63258,4.04353,-2.01383
1.476,373.735,1.26301,2.36956,-3.63258,4.1063,-1.88254
1.477,373.317,1.26301,2.36956,-3.63258,4.22761,-1.59155
1.477,372.878,1.26301,2.36956,-3.63258,4.29205,-1.40853
1.478,372.526,1.26301,2.36956,-3.63258,4.35185,-1.21124
1.478,371.977,1.26301,2.36956,-3.63258,4.42329,-0.869078
1.479,371.493,1.26301,2.36956,-3.63258,4.4605,-0.713862
1.479,371.01,1.26301,2.36956,-3.63258,4.49364,-0.461375
1.479,370.636,1.26301,2.36956,-3.63258,4.51684,-0.0619578
1.48,369.999,1.26301,2.36956,-3.63258,4.51262,0.204784
1.48,369.493,1.26301,2.36956,-3.63258,4.49266,0.470812
1.48,368.9,1.26301,2.36956,-3.63258,4.43104,0.878386
1.481,368.241,1.26301,2.36956,-3.63258,4.34929,1.22037
1.481,367.625,1.26301,2.36956,-3.63258,4.29663,1.47499
1.482,366.988,1.26301,2.36956,-3.63258,4.14201,1.88014
1.482,366.395,1.26301,2.36956,-3.63258,4.01178,2.07636
1.482,365.758,1.26301,2.36956,-3.63258,3.86349,2.34075
1.483,365.318,1.26301,2.36956,-3.63258,3.62681,2.69294
1.483,364.461,1.26301,2.36956,-3.63258,3.43803,2.99421
1.484,363.978,1.26301,2.36956,-3.63258,3.24223,3.20579
1.484,363.274,1.26301,2.36956,-3.63258,2.942,3.51325
1.485,362.593,1.26301,2.36956,-3.63258,2.63701,3.66767
1.485,362.088,1.26301,2.36956,-3.63258,2.38509,3.83628
1.485,361.472,1.26301,2.36956,-3.63258,2.02546,4.06982
1.486,360.703,1.26301,2.36956,-3.63258,1.75009,4.17844
1.486,360.198,1.26301,2.36956,-3.63258,1.48972,4.26455
1.487,359.604,1.26301,2.36956,-3.63258,1.08301,4.39966
1.487,358.879,1.26301,2.36956,-3.63258,0.822236,4.45038
1.488,358.418,1.26301,2.36956,-3.63258,0.522475,4.48695
1.488,357.89,1.26301,2.36956,-3.63258,0.135533,4.51523
1.488,357.341,1.26301,2.36956,-3.63258,-0.0827443,4.51651
1.489,356.901,1.26301,2.36956,-3.63258,-0.300829,4.50724
1.489,356.352,1.26301,2.36956,-3.63258,-0.62648,4.47361
1.49,355.869,1.26301,2.36956,-3.63258,-0.865676,4.43354
1.49,355.495,1.26301,2.36956,-3.63258,-1.05527,4.39228
1.49,354.99,1.26301,2.36956,-3.63258,-1.37061,4.30431
1.491,354.484,1.26301,2.36956,-3.63258,-1.51998,4.25386
1.491,354.155,1.26301,2.36956,-3.63258,-1.66749,4.19823
1.492,353.803,1.26301,2.36956,-3.63258,-1.93436,4.06644
1.492,353.385,1.26301,2.36956,-3.63258,-2.07563,3.98964
1.493,353.078,1.26301,2.36956,-3.63258,-2.22493,3.90721
1.493,352.726,1.26301,2.36956,-3.63258,-2.41225,3.79313
1.493,352.309,1.26301,2.36956,-3.63258,-2.56406,3.70522
1.494,352.111,1.26301,2.36956,-3.63258,-2.69227,3.62731
1.494,351.759,1.26301,2.36956,-3.63258,-2.85497,3.50069
1.495,351.452,1.26301,2.36956,-3.63258,-2.96625,3.40691
1.495,351.144,1.26301,2.36956,-3.63258,-3.05664,3.31784
1.495,350.99,1.26301,2.36956,-3.63258,-3.17947,3.20884
1.496,350.617,1.26301,2.36956,-3.63258,-3.2895,3.07823
1.496,350.375,1.26301,2.36956,-3.63258,-3.33076,3.0515
1.497,350.199,1.26301,2.36956,-3.63258,-3.43522,2.93342
1.497,349.979,1.26301,2.36956,-3.63258,-3.46652,2.89636
1.498,349.891,1.26301,2.36956,-3.63258,-3.52793,2.82124
1.498,349.672,1.26301,2.36956,-3.63258,-3.60239,2.72552
1.499,349.584,1.26301,2.36956,-3.63258,-3.63865,2.67691
1.499,349.408,1.26301,2.36956,-3.63258,-3.66719,2.62783
1.499,349.342,1.26301,2.36956,-3.63258,-3.70227,2.5683
1.5,349.21,1.26301,2.36956,-3.63258,-3.71611,2.5683
1.5,349.21,1.26301,2.36956,-3.63258,-3.74348,2.52825
1.501,349.122,1.26301,2.36956,-3.63258,-3.757,2.50811
1.501,349.1,1.26301,2.36956,-3.63258,-3.74348,2.52825
1.502,349.1,1.26301,2.36956,-3.63258,-3.76372,2.49802
1.502,349.078,1.26301,2.36956,-3.63258,-3.74348,2.52825
1.503,349.166,1.26301,2.36956,-3.63258,-3.75025,2.51819
1.503,349.166,1.26301,2.36956,-3.63258,-3.71611,2.5683
1.503,349.298,1.26301,2.36956,-3.63258,-3.6813,2.61796
1.504,349.408,1.26301,2.36956,-3.63258,-3.64583,2.66714
1.504,349.386,1.26301,2.36956,-3.63258,-3.63865,2.67691
1.505,349.606,1.26301,2.36956,-3.63258,-3.57291,2.76405
1.505,349.781,1.26301,2.36956,-3.63258,-3.52034,2.8307
1.506,349.869,1.26301,2.36956,-3.63258,-3.47429,2.88704
1.506,350.023,1.26301,2.36956,-3.63258,-3.40352,2.99746
1.507,350.309,1.26301,2.36956,-3.63258,-3.32256,3.06044
1.507,350.463,1.26301,2.36956,-3.63258,-3.25607,3.13109
1.507,350.573,1.26301,2.36956,-3.63258,-3.13611,3.25123
1.508,350.946,1.26301,2.36956,-3.63258,-3.07445,3.30959
1.508,351.1,1.26301,2.36956,-3.63258,-2.93871,3.43069
1.509,351.342,1.26301,2.36956,-3.63258,-2.83613,3.51597
1.509,351.715,1.26301,2.36956,-3.63258,-2.7214,3.6055
1.51,351.957,1.26301,2.36956,-3.63258,-2.60385,3.69827
1.51,352.221,1.26301,2.36956,-3.63258,-2.44293,3.79971
1.511,352.506,1.26301,2.36956,-3.63258,-2.34005,3.87019
1.511,352.748,1.26301,2.36956,-3.63258,-2.21437,3.93729
1.512,353.1,1.26301,2.36956,-3.63258,-1.99986,4.05581
1.512,353.495,1.26301,2.36956,-3.63258,-1.8573,4.11778
1.513,353.869,1.26301,2.36956,-3.63258,-1.67876,4.19374
1.513,354.089,1.26301,2.36956,-3.63258,-1.43977,4.28167
1.514,354.572,1.26301,2.36956,-3.63258,-1.28948,4.33955
1.514,354.902,1.26301,2.36956,-3.63258,-1.13762,4.37167
1.514,355.209,1.26301,2.36956,-3.63258,-0.865676,4.43354
1.515,355.737,1.26301,2.36956,-3.63258,-0.638488,4.47191
1.515,356.066,1.26301,2.36956,-3.63258,-0.494108,4.49016
1.516,356.44,1.26301,2.36956,-3.63258,-0.179725,4.51369
1.516,356.945,1.26301,2.36956,-3.63258,0.0264022,4.51719
1.517,357.297,1.26301,2.36956,-3.63258,0.232474,4.51128
1.517,357.759,1.26301,2.36956,-3.63258,0.510427,4.48833
1.517,358.308,1.26301,2.36956,-3.63258,0.726651,4.45447
1.518,358.638,1.26301,2.36956,-3.63258,0.976733,4.4104
1.518,359.077,1.26301,2.36956,-3.63258,1.27034,4.33496
1.519,359.736,1.26301,2.36956,-3.63258,1.45532,4.25649
1.519,360.022,1.26301,2.36956,-3.63258,1.71649,4.17844
1.52,360.483,1.26301,2.36956,-3.63258,2.03629,4.03227
1.52,360.989,1.26301,2.36956,-3.63258,2.20757,3.9411
1.52,361.472,1.26301,2.36956,-3.63258,2.38509,3.79078
1.521,361.978,1.26301,2.36956,-3.63258,2.76339,3.57342
1.522,362.615,1.26301,2.36956,-3.63258,2.9143,3.45145
1.522,363.099,1.26301,2.36956,-3.63258,3.07763,3.29007
1.522,363.45,1.26301,2.36956,-3.63258,3.3255,3.05725
1.523,364.087,1.26301,2.36956,-3.63258,3.50017,2.85561
1.523,364.461,1.26301,2.36956,-3.63258,3.64122,2.67342
1.524,364.988,1.26301,2.36956,-3.63258,3.96626,2.16204
1.525,366.043,1.26301,2.36956,-3.63258,4.12241,1.84699
1.525,366.746,1.26301,2.36956,-3.63258,4.21994,1.61176
1.526,367.142,1.26301,2.36956,-3.63258,4.28908,1.35984
1.526,367.669,1.26301,2.36956,-3.63258,4.3949,1.03247
1.527,368.219,1.26301,2.36956,-3.63258,4.43797,0.842669
1.527,368.68,1.26301,2.36956,-3.63258,4.4768,0.603268
1.527,368.966,1.26301,2.36956,-3.63258,4.50368,0.350038
1.528,369.537,1.26301,2.36956,-3.63258,4.51205,0.132068
1.528,369.845,1.26301,2.36956,-3.63258,4.51713,0.0350633
1.529,370.087,1.26301,2.36956,-3.63258,4.51447,-0.15895
1.529,370.372,1.26301,2.36956,-3.63258,4.50857,-0.316387
1.53,370.592,1.26301,2.36956,-3.63258,4.49943,-0.401013
1.53,370.834,1.26301,2.36956,-3.63258,4.48418,-0.56981
1.531,371.01,1.26301,2.36956,-3.63258,4.47645,-0.605885
1.531,371.141,1.26301,2.36956,-3.63258,4.46611,-0.677913
1.532,371.163,1.26301,2.36956,-3.63258,4.46427,-0.689901
1.532,371.207,1.26301,2.36956,-3.63258,4.4605,-0.713862
1.533,371.185,1.26301,2.36956,-3.63258,4.46968,-0.653922
1.533,371.207,1.26301,2.36956,-3.63258,4.4748,-0.617901
1.533,371.098,1.26301,2.36956,-3.63258,4.47964,-0.54574
1.534,370.944,1.26301,2.36956,-3.63258,4.4911,-0.485497
1.534,370.856,1.26301,2.36956,-3.63258,4.5053,-0.328484
1.535,370.548,1.26301,2.36956,-3.63258,4.51001,-0.219536
1.535,370.372,1.26301,2.36956,-3.63258,4.51644,-0.0862103
1.536,369.999,1.26301,2.36956,-3.63258,4.51649,0.0835706
1.536,369.691,1.26301,2.36956,-3.63258,4.50874,0.277447
1.537,369.405,1.26301,2.36956,-3.63258,4.49007,0.531077
1.537,368.922,1.26301,2.36956,-3.63258,4.46092,0.711255
1.538,368.57,1.26301,2.36956,-3.63258,4.42626,0.902166
1.538,368.219,1.26301,2.36956,-3.63258,4.35578,1.197
1.539,367.735,1.26301,2.36956,-3.63258,4.30406,1.3714
1.539,367.274,1.26301,2.36956,-3.63258,4.2412,1.55497
1.54,366.856,1.26301,2.36956,-3.63258,4.12736,1.88014
1.54,366.395,1.26301,2.36956,-3.63258,4.01734,2.06558
1.541,365.933,1.26301,2.36956,-3.63258,3.91287,2.25724
1.541,365.626,1.26301,2.36956,-3.63258,3.79269,2.45381
1.542,365.032,1.26301,2.36956,-3.63258,3.60501,2.72206
1.542,364.681,1.26301,2.36956,-3.63258,3.52306,2.82732
1.542,364.175,1.26301,2.36956,-3.63258,3.28416,3.10161
1.543,363.67,1.26301,2.36956,-3.63258,3.13049,3.25664
1.543,363.318,1.26301,2.36956,-3.63258,2.97865,3.41996
1.544,362.923,1.26301,2.36956,-3.63258,2.76339,3.57342
1.544,362.439,1.26301,2.36956,-3.63258,2.60739,3.68879
1.545,362,1.26301,2.36956,-3.63258,2.46693,3.79736
1.545,361.604,1.26301,2.36956,-3.63258,2.23924,3.9232
1.546,361.319,1.26301,2.36956,-3.63258,2.07947,4.01017
1.546,360.945,1.26301,2.36956,-3.63258,1.90535,4.09577
1.546,360.571,1.26301,2.36956,-3.63258,1.70527,4.18303
1.547,360.154,1.26301,2.36956,-3.63258,1.54687,4.24416
1.547,359.912,1.26301,2.36956,-3.63258,1.39779,4.29556
1.548,359.626,1.26301,2.36956,-3.63258,1.24704,4.34172
1.548,359.275,1.26301,2.36956,-3.63258,1.08301,4.3941
1.549,358.989,1.26301,2.36956,-3.63258,0.905563,4.42557
1.549,358.747,1.26301,2.36956,-3.63258,0.798373,4.44615
1.55,358.374,1.26301,2.36956,-3.63258,0.642738,4.4713
1.55,358.242,1.26301,2.36956,-3.63258,0.510427,4.48833
1.55,357.956,1.26301,2.36956,-3.63258,0.389755,4.50042
1.551,357.737,1.26301,2.36956,-3.63258,0.293011,4.50775
1.551,357.627,1.26301,2.36956,-3.63258,0.196132,4.513
1.552,357.407,1.26301,2.36956,-3.63258,0.0749106,4.51664
1.552,357.253,1.26301,2.36956,-3.63258,0.0142744,4.51713
1.553,357.077,1.26301,2.36956,-3.63258,-0.0827443,4.51651
1.553,357.011,1.26301,2.36956,-3.63258,-0.167606,4.51415
1.554,356.923,1.26301,2.36956,-3.63258,-0.191842,4.51319
1.554,356.748,1.26301,2.36956,-3.63258,-0.252408,4.5115
1.554,356.726,1.26301,2.36956,-3.63258,-0.264516,4.50951
1.555,356.594,1.26301,2.36956,-3.63258,-0.288727,4.50803
1.555,356.616,1.26301,2.36956,-3.63258,-0.337122,4.50467
1.556,356.616,1.26301,2.36956,-3.63258,-0.312929,4.50641
1.556,356.528,1.26301,2.36956,-3.63258,-0.349214,4.50375
1.557,356.594,1.26301,2.36956,-3.63258,-0.300829,4.50724
1.557,356.594,1.26301,2.36956,-3.63258,-0.312929,4.50641
1.558,356.616,1.26301,2.36956,-3.63258,-0.264516,4.50951
1.558,356.77,1.26301,2.36956,-3.63258,-0.216074,4.51209
1.558,356.792,1.26301,2.36956,-3.63258,-0.191842,4.51319
1.559,356.858,1.26301,2.36956,-3.63258,-0.131242,4.51536
1.559,356.989,1.26301,2.36956,-3.63258,-0.0827443,4.51689
1.56,357.077,1.26301,2.36956,-3.63258,0.0142744,4.51724
1.56,357.253,1.26301,2.36956,-3.63258,0.0870366,4.51643
