time, angle [deg], U Currrent [A], V Current [A], W Current [A]
0.758,268.011,0.0705322,0.276904,0.236414
0.768,268.033,0.0875122,0.161963,0.160657
0.779,267.989,0.0835937,0.0496338,0.026123
0.789,268.077,0.0692261,0.286047,0.293884
0.8,268.033,0.0679199,0,0
0.81,267.989,0.0822876,0.412744,0.400989
0.821,267.967,0.0809814,0,0
0.831,268.011,0.0718384,0.475439,0.444092
0.842,268.011,0.0783691,0,0
0.852,268.011,0.0731445,0.521155,0.475439
0.863,268.033,0.0783691,0,0
0.873,268.011,0.0718384,0.556421,0.505481
0.883,268.033,0.0809814,0,0
0.894,267.945,0.0835937,0.578625,0.523767
0.904,267.989,0.0666138,0.0026123,0.00653076
0.915,267.967,0.0822876,0.559033,0.51593
0.925,268.099,0.0901245,0.0182861,0.026123
0.936,267.989,0.077063,0.522461,0.468909
0.946,268.011,0.0718384,0.0391846,0.0404907
0.957,268.011,0.0875122,0.475439,0.436255
0.967,267.945,0.0705322,0.0653076,0.0653076
0.977,268.121,0.0731445,0.39707,0.323926
0.988,268.055,0.0757568,0.113635,0.109717
0.998,268.011,0.0783691,0.182861,0.147595
1.009,268.099,0.0640015,0.245557,0.250781
1.019,267.967,0.0757568,0,0
1.03,268.077,0.0718384,0.39054,0.377478
1.04,268.077,0.0653076,0,0
1.05,268.099,0.0653076,0.266455,0.263843
1.061,268.253,0.0927368,0,0
1.071,268.253,0.0731445,0.300415,0.282129
1.082,268.341,0.0705322,0,0
1.092,268.385,0.0757568,0.338293,0.320007
1.102,268.429,0.0875122,0,0
1.113,268.67,0.0914307,0.359192,0.343518
1.123,269.044,0.077063,0,0
1.134,270.011,0.0992676,0.378784,0.353967
1.144,271.198,0.104492,0,0.00522461
1.155,271.461,0.0953491,0.387927,0.35658
1.165,271.022,0.0561646,0,0.0117554
1.175,270.692,0.104492,0.39054,0.36311
1.186,269.506,0.108411,0,0
1.196,267.726,0.0692261,0.387927,0.355273
1.207,266.363,0.0613892,0,0.0104492
1.217,265.11,0.0979614,0.352661,0.300415
1.228,261.55,0.0679199,0.043103,0.0561646
1.238,255.947,0.0744507,0.303027,0.270374
1.249,247.948,0.0783691,0.103186,0.116248
1.259,236.389,0.0626953,0.060083,0.0548584
1.269,207.096,0.108411,0.188086,0.18678
1.28,180.659,0.0744507,0,0
1.29,148.114,0.0796753,0.265149,0.263843
1.301,116.843,0.0705322,0,0
1.311,83.2865,0.0914307,0.478052,0.441479
1.321,46.1262,0.0692261,0,0
1.332,11.3173,0.0653076,0.517236,0.479358
1.342,-23.7773,0.0783691,0,0
1.353,-61.2013,0.0862061,0.543359,0.509399
1.363,-99.8559,0.0796753,0,0
1.374,-138.533,0.077063,0.579932,0.517236
1.384,-177.275,0.0822876,0,0.0182861
1.395,-216.699,0.0809814,0.579932,0.517236
1.405,-257.507,0.0718384,0.0117554,0.0222046
1.415,-298.557,0.0757568,0.506787,0.462378
1.426,-339.321,0.0718384,0.0313477,0.043103
1.436,-380.921,0.0757568,0.472827,0.428418
1.447,-422.893,0.0744507,0.0679199,0.0679199
1.457,-466.734,0.0692261,0.410132,0.355273
1.468,-510.795,0.0914307,0.0927368,0.0875122
1.478,-552.46,0.0692261,0.216821,0.178943
1.488,-594.411,0.0705322,0.195923,0.198535
1.499,-638.823,0.0731445,0.0626953,0.0535522
1.509,-684.334,0.0692261,0.31217,0.308252
1.52,-729.076,0.0862061,0,0
1.53,-772.851,0.0809814,0.410132,0.387927
1.541,-817.746,0.0705322,0,0
1.551,-863.609,0.0705322,0.458459,0.432336
1.561,-907.274,0.0718384,0,0
1.572,-951.642,0.0822876,0.496338,0.470215
1.582,-998.274,0.0835937,0,0
1.593,-1045.26,0.0875122,0.552502,0.49895
1.603,-1091.21,0.0862061,0,0
1.614,-1136.28,0.0796753,0.568176,0.510706
1.624,-1182.78,0.077063,0.00391846,0.00653076
1.635,-1230.42,0.077063,0.547278,0.489807
1.645,-1274.83,0.0848999,0.0130615,0.0195923
1.655,-1320.3,0.0692261,0.510706,0.457153
1.666,-1366.58,0.0666138,0.0457153,0.0509399
1.676,-1413.7,0.0692261,0.468909,0.427112
1.687,-1460.09,0.077063,0.0718384,0.0783691
1.697,-1505.79,0.0731445,0.416663,0.365723
1.708,-1553.63,0.0822876,0.113635,0.114941
1.718,-1601.17,0.0640015,0.194617,0.173718
1.728,-1646.81,0.0705322,0.222046,0.214209
1.739,-1693.18,0.0862061,0,0
1.749,-1740.29,0.0744507,0.350049,0.32262
1.76,-1787.21,0.0692261,0,0
1.77,-1832.88,0.0731445,0.419275,0.385315
1.781,-1878.96,0.0822876,0,0
1.791,-1927.33,0.0626953,0.475439,0.436255
1.801,-1975.19,0.0679199,0,0
1.812,-2020.94,0.0731445,0.517236,0.480664
1.822,-2068.71,0.0835937,0,0
1.833,-2117.04,0.0692261,0.559033,0.512012
1.843,-2164.44,0.0731445,0,0
1.854,-2210.65,0.0731445,0.565564,0.521155
1.864,-2258.03,0.0718384,0.00130615,0.00653076
1.874,-2306.05,0.0744507,0.553809,0.497644
1.885,-2352.09,0.0731445,0.0248169,0.0156738
1.895,-2398.32,0.077063,0.523767,0.466296
1.906,-2446.07,0.0796753,0.0509399,0.0444092
1.916,-2494.05,0.0653076,0.48197,0.437561
1.927,-2541.21,0.060083,0.0731445,0.0862061
1.937,-2587.6,0.0835937,0.408826,0.367029
1.947,-2636.4,0.0731445,0.116248,0.120166
1.958,-2684.6,0.0718384,0.216821,0.185474
1.968,-2730.74,0.077063,0.235107,0.224658
1.979,-2777.9,0.0731445,0,0
1.989,-2826.12,0.0783691,0.359192,0.347437
2,-2873.61,0.0718384,0,0
2.01,-2919.03,0.0809814,0.444092,0.415356
2.02,-2965.48,0.0692261,0,0
2.031,-3013.83,0.0744507,0.49895,0.463684
2.041,-3060.77,0.0757568,0,0.00653076
2.052,-3107.38,0.0705322,0.54989,0.504175
2.062,-3153.75,0.0848999,0,0
2.073,-3200.8,0.077063,0.589075,0.542053
2.083,-3246.9,0.0914307,0,0.0117554
2.094,-3291.88,0.0692261,0.60083,0.548584
2.104,-3338.52,0.0666138,0.0026123,0.0130615
2.114,-3385.83,0.0744507,0.574707,0.510706
2.125,-3430.83,0.0666138,0.026123,0.026123
2.135,-3476.15,0.0679199,0.545972,0.496338
2.146,-3523.11,0.0692261,0.060083,0.0666138
2.156,-3570.6,0.094043,0.479358,0.436255
2.167,-3617.23,0.0953491,0.113635,0.0953491
2.177,-3661.38,0.0862061,0.39054,0.35658
2.188,-3705.35,0.0731445,0.154126,0.165881
2.198,-3749.34,0.0718384,0.0391846,0.0352661
2.209,-3790.48,0.077063,0.313477,0.300415
2.219,-3832.7,0.0744507,0,0
2.229,-3877.11,0.0796753,0.444092,0.416663
2.24,-3922.49,0.0679199,0,0
2.25,-3966.99,0.0783691,0.538135,0.492419
2.261,-4010.41,0.0692261,0,0
2.271,-4054.71,0.0822876,0.582544,0.547278
2.282,-4099.65,0.0731445,0,0
2.292,-4143.65,0.0783691,0.615198,0.568176
2.302,-4187.73,0.0731445,0,0
2.313,-4233.68,0.0718384,0.66875,0.604749
2.323,-4280.22,0.0731445,0.00522461,0
2.334,-4325.76,0.0757568,0.672668,0.611279
2.344,-4370.17,0.0757568,0.0026123,0
2.355,-4415.61,0.0796753,0.625647,0.559033
2.365,-4462.31,0.0679199,0.0300415,0.0352661
2.375,-4507.08,0.0744507,0.568176,0.51593
2.386,-4552.04,0.0705322,0.0757568,0.0783691
2.396,-4598.45,0.0862061,0.521155,0.484583
2.407,-4645.98,0.0731445,0.103186,0.104492
2.417,-4692.7,0.0666138,0.391846,0.357886
2.428,-4738.19,0.0692261,0.181555,0.193311
2.438,-4785.26,0.0626953,0.0470215,0.0365723
2.448,-4832.95,0.0718384,0.334375,0.331763
2.459,-4878.26,0.0731445,0,0
2.469,-4923.82,0.0705322,0.472827,0.444092
2.48,-4970.98,0.0692261,0,0
2.49,-5018.13,0.0796753,0.536829,0.505481
2.501,-5064.52,0.0666138,0,0
2.511,-5110.89,0.0692261,0.594299,0.568176
2.523,-5165.96,0.0875122,0,0
2.534,-5211.36,0.0692261,0.66875,0.624341
2.544,-5253.51,0.0692261,0.0026123,0.0117554
2.555,-5297.75,0.0757568,0.589075,0.538135
2.566,-5338.01,0.0705322,0.496338,0.458459
2.582,-5394.57,0.077063,0,0
2.592,-5430.11,0.0705322,0.626953,0.592993
2.602,-5468.04,0.0718384,0,0
2.613,-5508.8,0.0744507,0.673975,0.613892
2.623,-5549.1,0.0692261,0,0
2.633,-5587.67,0.0744507,0.658301,0.596912
2.644,-5627.29,0.0835937,0.0130615,0.01698
2.654,-5670.14,0.0718384,0.645239,0.158044
2.67,-5723.76,0.077063,0.540747,0.502869
2.681,-5758.11,0.0744507,0,0
2.692,-5792.02,0.0666138,0.649158,0.598218
2.703,-5826.37,0.0796753,0,0
2.714,-5864.38,0.0757568,0.672668,0.615198
2.725,-5904,0.0862061,0.043103,0.0365723
2.736,-5940.77,0.0653076,0.146289,0.105798
2.75,-5987.16,0.0835937,0.552502,0.51593
2.761,-6024.76,0.077063,0,0
2.772,-6062.71,0.0705322,0.65177,0.602136
2.783,-6097.76,0.0835937,0,0
2.793,-6134.68,0.0783691,0.677893,0.616504
2.806,-6176.94,0.0718384,0.0653076,0.0666138
2.816,-6210.32,0.0587769,0.522461,0.470215
2.827,-6242.78,0.0927368,0.11886,0.125391
2.837,-6278.35,0.0705322,0.258618,0.180249
2.848,-6311.12,0.0718384,0.287354,0.289966
2.859,-6345.27,0.0574707,0,0.0104492
2.869,-6381.75,0.060083,0.429724,0.408826
2.88,-6415.96,0.0666138,0,0
2.89,-6450.6,0.0731445,0.556421,0.523767
2.901,-6487.89,0.0757568,0,0
2.912,-6521.14,0.0731445,0.658301,0.607361
2.922,-6554.83,0.0679199,0,0
2.935,-6600.53,0.0640015,0.61781,0.553809
2.946,-6636.18,0.0679199,0.0757568,0.0796753
2.956,-6668.83,0.0718384,0.496338,0.446704
2.967,-6703.93,0.0613892,0.126697,0.124084
2.977,-6743.33,0.0731445,0.246863,0.207678
2.988,-6780.1,0.0744507,0.266455,0.29519
2.998,-6817.28,0.077063,0,0
3.01,-6859.6,0.0822876,0.559033,0.526379
3.021,-6898.67,0.0809814,0,0
3.031,-6938.43,0.0848999,0.609973,0.573401
3.041,-6978.29,0.0848999,0,0
3.052,-7018.57,0.0731445,0.658301,0.607361
3.062,-7058.76,0.0783691,0,0.00130615
3.073,-7099.44,0.0757568,0.705322,0.629565
3.084,-7141.88,0.0757568,0.00653076,0.00391846
3.095,-7185.74,0.0835937,0.615198,0.559033
3.105,-7226.3,0.0757568,0.060083,0.0653076
3.116,-7268.28,0.0718384,0.553809,0.496338
3.126,-7312.51,0.0809814,0.0927368,0.0979614
3.137,-7356.49,0.0744507,0.372253,0.327844
3.147,-7398.48,0.0888184,0.177637,0.185474
3.158,-7441.18,0.0796753,0.121472,0.103186
3.168,-7484.73,0.0875122,0.32262,0.313477
3.179,-7530.4,0.0666138,0,0
3.189,-7574.97,0.0783691,0.458459,0.438867
3.199,-7618.83,0.0653076,0,0
3.21,-7664.19,0.0718384,0.552502,0.523767
3.22,-7709.63,0.0731445,0,0
3.231,-7753.03,0.0705322,0.60083,0.562952
3.241,-7796.92,0.0822876,0,0
3.252,-7842.62,0.0783691,0.641321,0.592993
3.262,-7889.08,0.0653076,0,0
3.272,-7934.68,0.0901245,0.684424,0.620422
3.283,-7979.44,0.0731445,0,0
3.293,-8025.79,0.0744507,0.688342,0.609973
3.304,-8072.66,0.0705322,0.0130615,0.0104492
3.314,-8117.1,0.0705322,0.640015,0.589075
3.325,-8161.86,0.0809814,0.0300415,0.043103
3.335,-8208.1,0.0809814,0.603442,0.544666
3.345,-8254.24,0.0692261,0.0718384,0.0822876
3.356,-8300.22,0.0679199,0.535522,0.491113
3.366,-8345.68,0.0731445,0.111023,0.111023
3.377,-8393.26,0.0705322,0.39054,0.350049
3.387,-8440.53,0.0809814,0.192004,0.202454
3.398,-8486.39,0.0783691,0.0313477,0.0326538
3.408,-8532.06,0.0848999,0.335681,0.3396
3.419,-8579.79,0.0796753,0,0
3.429,-8626.55,0.0835937,0.475439,0.455847
3.439,-8672.24,0.0835937,0,0
3.45,-8718.21,0.0901245,0.562952,0.527686
3.46,-8766.2,0.0744507,0,0
3.471,-8813.58,0.0822876,0.611279,0.568176
3.481,-8859.4,0.0888184,0,0
3.492,-8907.18,0.0666138,0.689648,0.626953
3.503,-8959.35,0.0783691,0.00914307,0
3.513,-9006.31,0.094043,0.677893,0.615198
3.524,-9052.15,0.0783691,0.0117554,0.0208984
3.534,-9099.2,0.0757568,0.626953,0.564258
3.545,-9146.73,0.0757568,0.0417969,0.0548584
3.555,-9192.2,0.0848999,0.578625,0.521155
3.566,-9237.64,0.0822876,0.0744507,0.0888184
3.576,-9284.8,0.0848999,0.512012,0.480664
3.586,-9332.36,0.0914307,0.125391,0.131921
3.597,-9379.05,0.0692261,0.385315,0.342212
3.607,-9424.89,0.0835937,0.225964,0.224658
3.618,-9472.49,0.0744507,0.0182861,0.0274292
3.628,-9520.4,0.0901245,0.38009,0.37356
3.639,-9566.59,0.0796753,0,0
3.649,-9612.63,0.0822876,0.506787,0.478052
3.66,-9660.03,0.0875122,0,0
3.67,-9706.92,0.0848999,0.574707,0.522461
3.68,-9752.57,0.0705322,0,0
3.691,-9798.61,0.0757568,0.613892,0.568176
3.701,-9846.95,0.0757568,0,0
3.712,-9894.44,0.0692261,0.659607,0.611279
3.722,-9940.5,0.0875122,0,0
3.732,-9987.7,0.0731445,0.700098,0.636096
3.743,-10035.7,0.0809814,0,0
3.753,-10082.8,0.0640015,0.671362,0.613892
3.764,-10128.4,0.0731445,0.0117554,0.0143677
3.774,-10175.1,0.0796753,0.640015,0.564258
3.785,-10223.1,0.0796753,0.0470215,0.0444092
3.795,-10268.9,0.0888184,0.579932,0.523767
3.806,-10314.9,0.0809814,0.0809814,0.0757568
3.816,-10362.4,0.0822876,0.521155,0.475439
3.826,-10410.4,0.0613892,0.122778,0.126697
3.837,-10457.3,0.0835937,0.374866,0.34613
3.847,-10503.3,0.0835937,0.225964,0.229883
3.858,-10550.8,0.0653076,0.00783691,0.0026123
3.868,-10598.7,0.0653076,0.370947,0.36311
3.879,-10644.4,0.0744507,0,0
3.889,-10690.5,0.0835937,0.500256,0.471521
3.899,-10737.8,0.0744507,0,0
3.91,-10785.2,0.0862061,0.578625,0.53291
3.92,-10831.4,0.0888184,0,0
3.931,-10877.3,0.0679199,0.625647,0.570789
3.941,-10925.9,0.0731445,0,0
3.952,-10973.4,0.0901245,0.680505,0.63479
3.962,-11019.8,0.0796753,0,0
3.973,-11067.7,0.0783691,0.700098,0.63479
3.983,-11116.3,0.077063,0.00653076,0.0182861
3.994,-11164,0.0744507,0.658301,0.60083
4.004,-11209.6,0.0731445,0.026123,0.0274292
4.015,-11257.1,0.0783691,0.60083,0.53291
4.025,-11304.8,0.0705322,0.0705322,0.077063
4.036,-11350.7,0.0731445,0.53291,0.480664
4.046,-11396.7,0.0783691,0.10188,0.113635
4.056,-11444,0.0705322,0.433643,0.374866
4.067,-11492.4,0.0835937,0.181555,0.18678
4.077,-11539.2,0.0679199,0.193311,0.167187
4.088,-11585.2,0.0744507,0.335681,0.323926
4.098,-11633.4,0.0796753,0,0
4.109,-11680.9,0.0757568,0.474133,0.457153
4.119,-11726.8,0.0783691,0,0
4.13,-11773.4,0.0783691,0.548584,0.519849
4.14,-11821.1,0.0835937,0,0
4.15,-11868.3,0.0705322,0.604749,0.56687
4.161,-11914.1,0.0744507,0,0
4.171,-11960.3,0.094043,0.658301,0.604749
4.182,-12008.6,0.0744507,0,0
4.192,-12056,0.0731445,0.689648,0.628259
4.203,-12102,0.0822876,0,0.0104492
4.213,-12149.7,0.0653076,0.690955,0.632178
4.223,-12197.9,0.0587769,0.0104492,0.0195923
4.234,-12245.1,0.0783691,0.653076,0.589075
4.244,-12290.6,0.0744507,0.0378784,0.0417969
4.255,-12337.5,0.0835937,0.590381,0.523767
4.265,-12385.5,0.0757568,0.0653076,0.0653076
4.276,-12431.1,0.0783691,0.527686,0.480664
4.286,-12476.8,0.0835937,0.114941,0.112329
4.296,-12524.4,0.0692261,0.399683,0.359192
4.307,-12572.2,0.0927368,0.20376,0.192004
4.317,-12616.9,0.0757568,0.185474,0.167187
4.328,-12661.2,0.077063,0.325232,0.313477
4.338,-12706.8,0.0783691,0,0
4.348,-12752.6,0.0731445,0.461072,0.433643
4.359,-12796,0.077063,0,0
4.369,-12840,0.0679199,0.535522,0.496338
4.38,-12885,0.0653076,0,0
4.39,-12930.9,0.0927368,0.585156,0.547278
4.4,-12976.2,0.0914307,0,0
4.411,-13020.4,0.077063,0.642627,0.591687
4.421,-13066.8,0.0757568,0,0
4.432,-13112.8,0.0744507,0.687036,0.625647
4.442,-13154.5,0.0744507,0,0
4.453,-13194.9,0.0809814,0.679199,0.624341
4.463,-13238,0.0862061,0,0.0117554
4.473,-13282.6,0.077063,0.679199,0.61781
4.484,-13326.2,0.077063,0.0287354,0.0248169
4.494,-13368.7,0.0757568,0.621729,0.568176
4.505,-13411.7,0.0731445,0.0509399,0.060083
4.515,-13456.8,0.0744507,0.552502,0.506787
4.526,-13500.5,0.0705322,0.094043,0.0953491
4.536,-13544.2,0.077063,0.48197,0.444092
4.546,-13589.7,0.0640015,0.150208,0.150208
4.557,-13635.7,0.0927368,0.206372,0.165881
4.567,-13680.5,0.0914307,0.287354,0.276904
4.578,-13724.2,0.077063,0,0
4.588,-13768.6,0.0744507,0.441479,0.420581
4.599,-13814.8,0.0809814,0,0
4.609,-13859.9,0.0822876,0.53291,0.502869
4.62,-13904.6,0.0640015,0,0
4.63,-13951.2,0.0835937,0.589075,0.542053
4.64,-13998.2,0.0718384,0,0
4.651,-14044.5,0.0692261,0.667444,0.594299
4.661,-14089.5,0.0613892,0,0
4.672,-14135.5,0.0744507,0.679199,0.615198
4.682,-14182.7,0.0692261,0,0
4.693,-14227.9,0.0692261,0.690955,0.620422
4.703,-14273.2,0.0640015,0.00653076,0.00391846
4.713,-14320.2,0.0718384,0.677893,0.603442
4.724,-14367.9,0.0783691,0.0313477,0.0326538
4.734,-14414.2,0.0796753,0.616504,0.565564
4.745,-14459.8,0.0653076,0.0692261,0.0666138
4.755,-14507.1,0.0757568,0.53291,0.48197
4.766,-14554.8,0.0744507,0.0901245,0.0901245
4.776,-14600.1,0.0862061,0.385315,0.3396
4.786,-14645.7,0.0692261,0.155432,0.163269
4.797,-14692.6,0.0718384,0.198535,0.167187
4.807,-14739.4,0.0809814,0.286047,0.287354
4.818,-14785.2,0.0587769,0,0
4.828,-14830.9,0.0822876,0.434949,0.4245
4.839,-14879.2,0.0757568,0,0
4.849,-14926.6,0.0744507,0.534216,0.474133
4.859,-14972.4,0.077063,0,0
4.87,-15019.1,0.0783691,0.586462,0.543359
4.88,-15066.8,0.0679199,0,0
4.891,-15113.6,0.0809814,0.626953,0.581238
4.901,-15159.1,0.0888184,0,0
4.912,-15205.3,0.0757568,0.647852,0.608667
4.922,-15253.3,0.0744507,0,0.0026123
4.932,-15300.3,0.0809814,0.677893,0.619116
4.943,-15346.2,0.0835937,0.00522461,0.0156738
4.953,-15393.9,0.0757568,0.655688,0.595605
4.964,-15442,0.0783691,0.03396,0.0391846
4.974,-15489,0.0731445,0.589075,0.538135
4.985,-15534.8,0.0757568,0.0640015,0.0626953
4.995,-15581.5,0.0731445,0.527686,0.470215
5.005,-15629.5,0.094043,0.0953491,0.0888184
